date,value,value2
2010,10.09,0.1009
2011,26.29,0.2629
2012,27.26,0.2726
2013,36.6,0.366
2014,16.61,0.1661
2015,12.48,0.1248
2016,7.25,0.0725
2017,8.04,0.0804
2018,18.01,0.1801
2019,39.91,0.3991
2020,30.59,0.3059
2021,43.39,0.4339
