Date,Nation,Cumulative cases per 100k
2021-08-25,Scotland,7474.883124
2021-08-24,Scotland,7350.057198
2021-08-23,Scotland,7247.660786
2021-08-22,Scotland,7146.70967
2021-08-21,Scotland,7080.006559
2021-08-20,Scotland,7024.57309
2021-08-19,Scotland,6961.96803
2021-08-18,Scotland,6894.075752
2021-08-17,Scotland,6826.311538
2021-08-16,Scotland,6764.804171
2021-08-15,Scotland,6714.566446
2021-08-14,Scotland,6684.782391
2021-08-13,Scotland,6657.870631
2021-08-12,Scotland,6630.007537
2021-08-11,Scotland,6604.559367
2021-08-10,Scotland,6575.8913
2021-08-09,Scotland,6548.11968
2021-08-08,Scotland,6520.896908
2021-08-07,Scotland,6501.870238
2021-08-06,Scotland,6484.654762
2021-08-05,Scotland,6461.6764
2021-08-04,Scotland,6437.325922
2021-08-03,Scotland,6413.688945
2021-08-02,Scotland,6388.698146
2021-08-01,Scotland,6364.512323
2021-07-31,Scotland,6348.540897
2021-07-30,Scotland,6334.472139
2021-07-29,Scotland,6315.555239
2021-07-28,Scotland,6294.131941
2021-07-27,Scotland,6270.604733
2021-07-26,Scotland,6245.851768
2021-07-25,Scotland,6220.751201
2021-07-24,Scotland,6203.517429
2021-07-23,Scotland,6186.064119
2021-07-22,Scotland,6162.701565
2021-07-21,Scotland,6137.491228
2021-07-20,Scotland,6108.713391
2021-07-19,Scotland,6079.478182
2021-07-18,Scotland,6044.571562
2021-07-17,Scotland,6019.233161
2021-07-16,Scotland,5993.620337
2021-07-15,Scotland,5961.622602
2021-07-14,Scotland,5925.709764
2021-07-13,Scotland,5885.387861
2021-07-12,Scotland,5840.675189
2021-07-11,Scotland,5793.529298
2021-07-10,Scotland,5759.116639
2021-07-09,Scotland,5725.966327
2021-07-08,Scotland,5682.387937
2021-07-07,Scotland,5632.461225
2021-07-06,Scotland,5579.479269
2021-07-05,Scotland,5522.929813
2021-07-04,Scotland,5461.129728
2021-07-03,Scotland,5417.093966
2021-07-02,Scotland,5371.192126
2021-07-01,Scotland,5314.880503
2021-06-30,Scotland,5252.147379
2021-06-29,Scotland,5180.669306
2021-06-28,Scotland,5109.813258
2021-06-27,Scotland,5038.060761
2021-06-26,Scotland,4992.122332
2021-06-25,Scotland,4950.19048
2021-06-24,Scotland,4902.276205
2021-06-23,Scotland,4848.36121
2021-06-22,Scotland,4795.470729
2021-06-21,Scotland,4736.140452
2021-06-20,Scotland,4680.908226
2021-06-19,Scotland,4652.587761
2021-06-18,Scotland,4634.347772
2021-06-17,Scotland,4611.826781
2021-06-16,Scotland,4590.531548
2021-06-15,Scotland,4567.388532
2021-06-14,Scotland,4543.989388
2021-06-13,Scotland,4523.334475
2021-06-12,Scotland,4507.692357
2021-06-11,Scotland,4494.776176
2021-06-10,Scotland,4478.95111
2021-06-09,Scotland,4459.924441
2021-06-08,Scotland,4440.605053
2021-06-07,Scotland,4421.834512
2021-06-06,Scotland,4404.399497
2021-06-05,Scotland,4392.013867
2021-06-04,Scotland,4380.927174
2021-06-03,Scotland,4365.888787
2021-06-02,Scotland,4348.526951
2021-06-01,Scotland,4330.982167
2021-05-31,Scotland,4316.840229
2021-05-30,Scotland,4305.84501
2021-05-29,Scotland,4296.953701
2021-05-28,Scotland,4288.995431
2021-05-27,Scotland,4278.951545
2021-05-26,Scotland,4268.852774
2021-05-25,Scotland,4257.381888
2021-05-24,Scotland,4248.161271
2021-05-23,Scotland,4239.087014
2021-05-22,Scotland,4233.159474
2021-05-21,Scotland,4227.835666
2021-05-20,Scotland,4221.249511
2021-05-19,Scotland,4214.279164
2021-05-18,Scotland,4206.796561
2021-05-17,Scotland,4199.167598
2021-05-16,Scotland,4192.563149
2021-05-15,Scotland,4188.337033
2021-05-14,Scotland,4184.165801
2021-05-13,Scotland,4178.841993
2021-05-12,Scotland,4173.097402
2021-05-11,Scotland,4167.64553
2021-05-10,Scotland,4162.46808
2021-05-09,Scotland,4156.449067
2021-05-08,Scotland,4152.607143
2021-05-07,Scotland,4149.222591
2021-05-06,Scotland,4145.508732
2021-05-05,Scotland,4141.520449
2021-05-04,Scotland,4137.458987
2021-05-03,Scotland,4133.873192
2021-05-02,Scotland,4130.909422
2021-05-01,Scotland,4128.695743
2021-04-30,Scotland,4126.390588
2021-04-29,Scotland,4123.24387
2021-04-28,Scotland,4120.060562
2021-04-27,Scotland,4116.529651
2021-04-26,Scotland,4112.962151
2021-04-25,Scotland,4109.39465
2021-04-24,Scotland,4107.400509
2021-04-23,Scotland,4104.656278
2021-04-22,Scotland,4101.216841
2021-04-21,Scotland,4096.990726
2021-04-20,Scotland,4092.65484
2021-04-19,Scotland,4088.227481
2021-04-18,Scotland,4083.397634
2021-04-17,Scotland,4080.141146
2021-04-16,Scotland,4076.445582
2021-04-15,Scotland,4069.45694
2021-04-14,Scotland,4065.834555
2021-04-13,Scotland,4061.956041
2021-04-12,Scotland,4057.181079
2021-04-11,Scotland,4052.424412
2021-04-10,Scotland,4048.545899
2021-04-09,Scotland,4044.392962
2021-04-08,Scotland,4039.526526
2021-04-07,Scotland,4034.367371
2021-04-06,Scotland,4029.208216
2021-04-05,Scotland,4022.695241
2021-04-04,Scotland,4017.334843
2021-04-03,Scotland,4012.687945
2021-04-02,Scotland,4007.56538
2021-04-01,Scotland,4001.10729
2021-03-31,Scotland,3993.551507
2021-03-30,Scotland,3986.343326
2021-03-29,Scotland,3979.135146
2021-03-28,Scotland,3969.73158
2021-03-27,Scotland,3963.20031
2021-03-26,Scotland,3956.138489
2021-03-25,Scotland,3947.466718
2021-03-24,Scotland,3936.983755
2021-03-23,Scotland,3927.086229
2021-03-22,Scotland,3916.054419
2021-03-21,Scotland,3903.613905
2021-03-20,Scotland,3895.143378
2021-03-19,Scotland,3886.764326
2021-03-18,Scotland,3876.848504
2021-03-17,Scotland,3866.749733
2021-03-16,Scotland,3855.827693
2021-03-15,Scotland,3845.363025
2021-03-14,Scotland,3832.776152
2021-03-13,Scotland,3824.671523
2021-03-12,Scotland,3816.182701
2021-03-11,Scotland,3805.498494
2021-03-10,Scotland,3793.387288
2021-03-09,Scotland,3782.007876
2021-03-08,Scotland,3770.061323
2021-03-07,Scotland,3759.303937
2021-03-06,Scotland,3751.382256
2021-03-05,Scotland,3742.600717
2021-03-04,Scotland,3734.0936
2021-03-03,Scotland,3723.88506
2021-03-02,Scotland,3714.829098
2021-03-01,Scotland,3705.352353
2021-02-28,Scotland,3695.345057
2021-02-27,Scotland,3687.55144
2021-02-26,Scotland,3679.977362
2021-02-25,Scotland,3670.573797
2021-02-24,Scotland,3659.084616
2021-02-23,Scotland,3646.296499
2021-02-22,Scotland,3633.618151
2021-02-21,Scotland,3619.220085
2021-02-20,Scotland,3608.078507
2021-02-19,Scotland,3596.00389
2021-02-18,Scotland,3579.721451
2021-02-17,Scotland,3563.640257
2021-02-16,Scotland,3548.546986
2021-02-15,Scotland,3531.86206
2021-02-14,Scotland,3514.244097
2021-02-13,Scotland,3501.785287
2021-02-12,Scotland,3491.869465
2021-02-11,Scotland,3475.367489
2021-02-10,Scotland,3459.963205
2021-02-09,Scotland,3444.504036
2021-02-08,Scotland,3430.636521
2021-02-07,Scotland,3412.506301
2021-02-06,Scotland,3400.541453
2021-02-05,Scotland,3387.771631
2021-02-04,Scotland,3370.665924
2021-02-03,Scotland,3354.218832
2021-02-02,Scotland,3337.204599
2021-02-01,Scotland,3318.013276
2021-01-31,Scotland,3297.980388
2021-01-30,Scotland,3283.179835
2021-01-29,Scotland,3268.928128
2021-01-28,Scotland,3251.346754
2021-01-27,Scotland,3230.984559
2021-01-26,Scotland,3210.640659
2021-01-25,Scotland,3189.089297
2021-01-24,Scotland,3164.976653
2021-01-23,Scotland,3149.297945
2021-01-22,Scotland,3132.173943
2021-01-21,Scotland,3109.707838
2021-01-20,Scotland,3087.022193
2021-01-19,Scotland,3058.262651
2021-01-18,Scotland,3029.942186
2021-01-17,Scotland,2998.200579
2021-01-16,Scotland,2976.265025
2021-01-15,Scotland,2954.750253
2021-01-14,Scotland,2926.667621
2021-01-13,Scotland,2897.029925
2021-01-12,Scotland,2865.7091
2021-01-11,Scotland,2829.540134
2021-01-10,Scotland,2791.358731
2021-01-09,Scotland,2765.325125
2021-01-08,Scotland,2737.937698
2021-01-07,Scotland,2704.586143
2021-01-06,Scotland,2664.392304
2021-01-05,Scotland,2617.776964
2021-01-04,Scotland,2561.977598
2021-01-03,Scotland,2518.508977
2021-01-02,Scotland,2477.930946
2021-01-01,Scotland,2437.480979
2020-12-31,Scotland,2416.277219
2020-12-30,Scotland,2372.845188
2020-12-29,Scotland,2318.637476
2020-12-28,Scotland,2261.319635
2020-12-27,Scotland,2228.315682
2020-12-26,Scotland,2197.561998
2020-12-25,Scotland,2178.35238
2020-12-24,Scotland,2168.93052
2020-12-23,Scotland,2150.324633
2020-12-22,Scotland,2126.303463
2020-12-21,Scotland,2102.04446
2020-12-20,Scotland,2078.187944
2020-12-19,Scotland,2063.332506
2020-12-18,Scotland,2049.666235
2020-12-17,Scotland,2032.83495
2020-12-16,Scotland,2016.16832
2020-12-15,Scotland,1997.361189
2020-12-14,Scotland,1978.462584
2020-12-13,Scotland,1958.649235
2020-12-12,Scotland,1945.476926
2020-12-11,Scotland,1933.091296
2020-12-10,Scotland,1917.284525
2020-12-09,Scotland,1900.983792
2020-12-08,Scotland,1882.762097
2020-12-07,Scotland,1863.735428
2020-12-06,Scotland,1846.373592
2020-12-05,Scotland,1834.609988
2020-12-04,Scotland,1822.498781
2020-12-03,Scotland,1810.680293
2020-12-02,Scotland,1795.989509
2020-12-01,Scotland,1778.645968
2020-11-30,Scotland,1761.759799
2020-11-29,Scotland,1743.977181
2020-11-28,Scotland,1733.823526
2020-11-27,Scotland,1723.377153
2020-11-26,Scotland,1709.93042
2020-11-25,Scotland,1695.312816
2020-11-24,Scotland,1678.316878
2020-11-23,Scotland,1660.204952
2020-11-22,Scotland,1639.110962
2020-11-21,Scotland,1626.194781
2020-11-20,Scotland,1612.254087
2020-11-19,Scotland,1596.557085
2020-11-18,Scotland,1578.628108
2020-11-17,Scotland,1558.320797
2020-11-16,Scotland,1535.927871
2020-11-15,Scotland,1512.638496
2020-11-14,Scotland,1497.783059
2020-11-13,Scotland,1481.262787
2020-11-12,Scotland,1461.998285
2020-11-11,Scotland,1440.154205
2020-11-10,Scotland,1417.358791
2020-11-09,Scotland,1393.849878
2020-11-08,Scotland,1370.158016
2020-11-07,Scotland,1354.186591
2020-11-06,Scotland,1338.873781
2020-11-05,Scotland,1318.182278
2020-11-04,Scotland,1294.58189
2020-11-03,Scotland,1270.798554
2020-11-02,Scotland,1245.405269
2020-11-01,Scotland,1218.438624
2020-10-31,Scotland,1200.710891
2020-10-30,Scotland,1187.154389
2020-10-29,Scotland,1167.231271
2020-10-28,Scotland,1147.180089
2020-10-27,Scotland,1124.037073
2020-10-26,Scotland,1100.235442
2020-10-25,Scotland,1075.647131
2020-10-24,Scotland,1058.504833
2020-10-23,Scotland,1041.161293
2020-10-22,Scotland,1017.743854
2020-10-21,Scotland,990.4661961
2020-10-20,Scotland,961.5968846
2020-10-19,Scotland,930.7151369
2020-10-18,Scotland,905.9438772
2020-10-17,Scotland,890.7225418
2020-10-16,Scotland,875.0987192
2020-10-15,Scotland,852.2301264
2020-10-14,Scotland,828.5931489
2020-10-13,Scotland,805.0293509
2020-10-12,Scotland,779.0506295
2020-10-11,Scotland,754.3159595
2020-10-10,Scotland,736.8077649
2020-10-09,Scotland,719.6471728
2020-10-08,Scotland,699.6142856
2020-10-07,Scotland,678.2092827
2020-10-06,Scotland,655.322395
2020-10-05,Scotland,633.5697896
2020-10-04,Scotland,613.4820177
2020-10-03,Scotland,599.9255159
2020-10-02,Scotland,587.2105783
2020-10-01,Scotland,572.263666
2020-09-30,Scotland,558.0302539
2020-09-29,Scotland,543.5041237
2020-09-28,Scotland,531.4478016
2020-09-27,Scotland,520.0318001
2020-09-26,Scotland,513.50053
2020-09-25,Scotland,505.5605546
2020-09-24,Scotland,495.0044121
2020-09-23,Scotland,481.9235771
2020-09-22,Scotland,471.5503834
2020-09-21,Scotland,462.5310104
2020-09-20,Scotland,454.2251375
2020-09-19,Scotland,448.4622521
2020-09-18,Scotland,444.2178413
2020-09-17,Scotland,439.2965201
2020-09-16,Scotland,434.649622
2020-09-15,Scotland,429.7465957
2020-09-14,Scotland,425.5936593
2020-09-13,Scotland,422.3554665
2020-09-12,Scotland,419.3185174
2020-09-11,Scotland,415.5314785
2020-09-10,Scotland,411.7078497
2020-09-09,Scotland,407.7561569
2020-09-08,Scotland,403.6946948
2020-09-07,Scotland,401.8286177
2020-09-06,Scotland,398.7733737
2020-09-05,Scotland,395.9742579
2020-09-04,Scotland,393.486155
2020-09-03,Scotland,390.3577315
2020-09-02,Scotland,386.6987567
2020-09-01,Scotland,383.2044357
2020-08-31,Scotland,379.5637557
2020-08-30,Scotland,376.9292938
2020-08-29,Scotland,375.0632167
2020-08-28,Scotland,373.3252036
2020-08-27,Scotland,371.4225367
2020-08-26,Scotland,369.6113441
2020-08-25,Scotland,367.8367413
2020-08-24,Scotland,366.574395
2020-08-23,Scotland,365.4767026
2020-08-22,Scotland,364.2875357
2020-08-21,Scotland,363.4276766
2020-08-20,Scotland,361.781138
2020-08-19,Scotland,359.2198556
2020-08-18,Scotland,357.555022
2020-08-17,Scotland,356.1463167
2020-08-16,Scotland,354.8290858
2020-08-15,Scotland,354.2802395
2020-08-14,Scotland,353.914342
2020-08-13,Scotland,352.9995983
2020-08-12,Scotland,352.0482649
2020-08-11,Scotland,351.1701109
2020-08-10,Scotland,349.999239
2020-08-09,Scotland,348.9564311
2020-08-08,Scotland,348.4807644
2020-08-07,Scotland,347.9868028
2020-08-06,Scotland,347.1452386
2020-08-05,Scotland,346.0109564
2020-08-04,Scotland,344.8400844
2020-08-03,Scotland,343.7972766
2020-08-02,Scotland,342.6995841
2020-08-01,Scotland,342.3519815
2020-07-31,Scotland,341.9494943
2020-07-30,Scotland,341.5653019
2020-07-29,Scotland,341.0713403
2020-07-28,Scotland,340.5590839
2020-07-27,Scotland,340.1565966
2020-07-26,Scotland,339.9187633
2020-07-25,Scotland,339.7906991
2020-07-24,Scotland,339.7358145
2020-07-23,Scotland,339.5345709
2020-07-22,Scotland,339.1137888
2020-07-21,Scotland,338.8210708
2020-07-20,Scotland,338.4734682
2020-07-19,Scotland,338.2356348
2020-07-18,Scotland,337.924622
2020-07-17,Scotland,337.6867886
2020-07-16,Scotland,337.5404296
2020-07-15,Scotland,337.1562372
2020-07-14,Scotland,336.8635193
2020-07-13,Scotland,336.6805705
2020-07-12,Scotland,336.3512628
2020-07-11,Scotland,336.314673
2020-07-10,Scotland,336.1500192
2020-07-09,Scotland,335.9304807
2020-07-08,Scotland,335.7841217
2020-07-07,Scotland,335.6011729
2020-07-06,Scotland,335.3999293
2020-07-05,Scotland,335.2535703
2020-07-04,Scotland,335.2169806
2020-07-03,Scotland,335.1255062
2020-07-02,Scotland,335.015737
2020-07-01,Scotland,334.7779036
2020-06-30,Scotland,334.57666
2020-06-29,Scotland,334.430301
2020-06-28,Scotland,334.1741727
2020-06-27,Scotland,334.1192881
2020-06-26,Scotland,334.0461086
2020-06-25,Scotland,333.9363394
2020-06-24,Scotland,333.5887368
2020-06-23,Scotland,333.4423778
2020-06-22,Scotland,333.0764803
2020-06-21,Scotland,332.8935315
2020-06-20,Scotland,332.7288777
2020-06-19,Scotland,332.6191084
2020-06-18,Scotland,332.1800315
2020-06-17,Scotland,331.9239032
2020-06-16,Scotland,331.3201724
2020-06-15,Scotland,331.0091595
2020-06-14,Scotland,330.6249671
2020-06-13,Scotland,330.3871338
2020-06-12,Scotland,329.9846465
2020-06-11,Scotland,329.4358003
2020-06-10,Scotland,329.051608
2020-06-09,Scotland,328.5210566
2020-06-08,Scotland,328.027095
2020-06-07,Scotland,327.6977873
2020-06-06,Scotland,327.3867744
2020-06-05,Scotland,326.9842872
2020-06-04,Scotland,326.5452102
2020-06-03,Scotland,325.9048896
2020-06-02,Scotland,325.2828639
2020-06-01,Scotland,324.4412997
2020-05-31,Scotland,323.7460944
2020-05-30,Scotland,323.3253123
2020-05-29,Scotland,322.5935174
2020-05-28,Scotland,322.0446711
2020-05-27,Scotland,321.038453
2020-05-26,Scotland,319.8309913
2020-05-25,Scotland,311.0860415
2020-05-24,Scotland,309.3297335
2020-05-23,Scotland,308.3601052
2020-05-22,Scotland,307.4453615
2020-05-21,Scotland,305.7805279
2020-05-20,Scotland,303.7497969
2020-05-19,Scotland,301.5361171
2020-05-18,Scotland,298.20645
2020-05-17,Scotland,295.6268727
2020-05-16,Scotland,293.9254494
2020-05-15,Scotland,292.0410774
2020-05-14,Scotland,289.2785514
2020-05-13,Scotland,285.4183329
2020-05-12,Scotland,281.7959478
2020-05-11,Scotland,277.5881267
2020-05-10,Scotland,272.7399851
2020-05-09,Scotland,269.9408693
2020-05-08,Scotland,266.6477919
2020-05-07,Scotland,261.9277144
2020-05-06,Scotland,256.4941367
2020-05-05,Scotland,250.8776104
2020-05-04,Scotland,245.6086866
2020-05-03,Scotland,239.5713781
2020-05-02,Scotland,236.1319417
2020-05-01,Scotland,232.0704796
2020-04-30,Scotland,225.2099018
2020-04-29,Scotland,219.0445292
2020-04-28,Scotland,211.1594384
2020-04-27,Scotland,204.1525016
2020-04-26,Scotland,196.2125262
2020-04-25,Scotland,193.0841027
2020-04-24,Scotland,189.7178458
2020-04-23,Scotland,184.1196143
2020-04-22,Scotland,178.3750238
2020-04-21,Scotland,172.1547665
2020-04-20,Scotland,164.8368168
2020-04-19,Scotland,158.4702006
2020-04-18,Scotland,155.5613156
2020-04-17,Scotland,150.7314688
2020-04-16,Scotland,143.5232884
2020-04-15,Scotland,135.6930822
2020-04-14,Scotland,129.6374788
2020-04-13,Scotland,123.3074523
2020-04-12,Scotland,116.7395925
2020-04-11,Scotland,112.7147202
2020-04-10,Scotland,109.3301684
2020-04-09,Scotland,103.3111548
2020-04-08,Scotland,97.74951303
2020-04-07,Scotland,91.47437117
2020-04-06,Scotland,85.03457544
2020-04-05,Scotland,77.64344625
2020-04-04,Scotland,73.52709954
2020-04-03,Scotland,68.77043224
2020-04-02,Scotland,61.80008516
2020-04-01,Scotland,55.3785843
2020-03-31,Scotland,48.26187823
2020-03-30,Scotland,42.02332611
2020-03-29,Scotland,36.22385098
2020-03-28,Scotland,32.61976076
2020-03-27,Scotland,28.88760641
2020-03-26,Scotland,23.87481087
2020-03-25,Scotland,19.79505392
2020-03-24,Scotland,16.35561756
2020-03-23,Scotland,13.30037357
2020-03-22,Scotland,10.77568092
2020-03-21,Scotland,9.42186023
2020-03-20,Scotland,8.196103656
2020-03-19,Scotland,6.659334221
2020-03-18,Scotland,5.744590509
2020-03-17,Scotland,4.994500666
2020-03-16,Scotland,4.207821074
2020-03-15,Scotland,3.823628715
2020-03-14,Scotland,3.604090224
2020-03-13,Scotland,3.256487614
2020-03-12,Scotland,2.37833365
2020-03-11,Scotland,1.683128429
2020-03-10,Scotland,1.225756574
2020-03-09,Scotland,0.841564215
2020-03-08,Scotland,0.548846227
2020-03-07,Scotland,0.493961604
2020-03-06,Scotland,0.384192359
2020-03-05,Scotland,0.274423113
2020-03-04,Scotland,0.237833365
2020-03-03,Scotland,0.12806412
2020-03-02,Scotland,0.073179497
2020-03-01,Scotland,0.054884623
2020-02-29,Scotland,0.018294874
2020-02-28,Scotland,0.018294874
2020-02-27,Scotland,null
2020-02-26,Scotland,null
2020-02-25,Scotland,null
2020-02-24,Scotland,null
2020-02-23,Scotland,null
2020-02-22,Scotland,null
2020-02-21,Scotland,null
2020-02-20,Scotland,null
2020-02-19,Scotland,null
2020-02-18,Scotland,null
2020-02-17,Scotland,null
2020-02-16,Scotland,null
2020-02-15,Scotland,null
2020-02-14,Scotland,null
2020-02-13,Scotland,null
2020-02-12,Scotland,null
2020-02-11,Scotland,null
2020-02-10,Scotland,null
2020-02-09,Scotland,null
2020-02-08,Scotland,null
2020-02-07,Scotland,null
2020-02-06,Scotland,null
2020-02-05,Scotland,null
2020-02-04,Scotland,null
2020-02-03,Scotland,null
2020-02-02,Scotland,null
2020-02-01,Scotland,null
2020-01-31,Scotland,null
2020-01-30,Scotland,null
2022-01-09,Wales,22952.1
2022-01-08,Wales,22951.94225
2022-01-07,Wales,22910.4857
2022-01-06,Wales,22814.858
2022-01-05,Wales,22668.56118
2022-01-04,Wales,22386.09505
2022-01-03,Wales,21993.64603
2022-01-02,Wales,21695.40496
2022-01-01,Wales,21384.60704
2021-12-31,Wales,21188.36675
2021-12-30,Wales,20875.67584
2021-12-29,Wales,20470.85926
2021-12-28,Wales,19958.11052
2021-12-27,Wales,19528.55883
2021-12-26,Wales,19106.70531
2021-12-25,Wales,18905.92183
2021-12-24,Wales,18813.16517
2021-12-23,Wales,18632.76293
2021-12-22,Wales,18415.76281
2021-12-21,Wales,18190.71748
2021-12-20,Wales,17991.1329
2021-12-19,Wales,17832.53163
2021-12-18,Wales,17740.15357
2021-12-17,Wales,17652.69728
2021-12-16,Wales,17551.23285
2021-12-15,Wales,17437.77946
2021-12-14,Wales,17324.01058
2021-12-13,Wales,17220.02215
2021-12-12,Wales,17127.36014
2021-12-11,Wales,17066.05871
2021-12-10,Wales,17006.27168
2021-12-09,Wales,16936.64108
2021-12-08,Wales,16860.16416
2021-12-07,Wales,16776.17836
2021-12-06,Wales,16697.3352
2021-12-05,Wales,16608.49072
2021-12-04,Wales,16546.7476
2021-12-03,Wales,16488.22256
2021-12-02,Wales,16418.87591
2021-12-01,Wales,16342.65139
2021-11-30,Wales,16265.73277
2021-11-29,Wales,16178.62353
2021-11-28,Wales,16088.58016
2021-11-27,Wales,16025.19644
2021-11-26,Wales,15975.00057
2021-11-25,Wales,15912.37405
2021-11-24,Wales,15844.4787
2021-11-23,Wales,15771.18831
2021-11-22,Wales,15692.6291
2021-11-21,Wales,15603.97392
2021-11-20,Wales,15546.17453
2021-11-19,Wales,15488.87994
2021-11-18,Wales,15426.53736
2021-11-17,Wales,15354.98222
2021-11-16,Wales,15274.49846
2021-11-15,Wales,15189.06137
2021-11-14,Wales,15097.12501
2021-11-13,Wales,15033.29959
2021-11-12,Wales,14974.9954
2021-11-11,Wales,14904.16591
2021-11-10,Wales,14822.92495
2021-11-09,Wales,14735.72107
2021-11-08,Wales,14657.16185
2021-11-07,Wales,14574.37496
2021-11-06,Wales,14517.61671
2021-11-05,Wales,14466.22195
2021-11-04,Wales,14402.20723
2021-11-03,Wales,14330.39969
2021-11-02,Wales,14254.64842
2021-11-01,Wales,14176.94105
2021-10-31,Wales,14086.26668
2021-10-30,Wales,14016.76228
2021-10-29,Wales,13943.59809
2021-10-28,Wales,13861.03204
2021-10-27,Wales,13778.56064
2021-10-26,Wales,13696.72024
2021-10-25,Wales,13613.46009
2021-10-24,Wales,13520.04088
2021-10-23,Wales,13447.91784
2021-10-22,Wales,13378.72894
2021-10-21,Wales,13295.3426
2021-10-20,Wales,13203.18538
2021-10-19,Wales,13094.68533
2021-10-18,Wales,12979.33894
2021-10-17,Wales,12851.43571
2021-10-16,Wales,12760.88754
2021-10-15,Wales,12663.80854
2021-10-14,Wales,12561.30296
2021-10-13,Wales,12460.02783
2021-10-12,Wales,12356.76505
2021-10-11,Wales,12250.06334
2021-10-10,Wales,12158.34782
2021-10-09,Wales,12099.25489
2021-10-08,Wales,12037.03851
2021-10-07,Wales,11966.90312
2021-10-06,Wales,11890.6155
2021-10-05,Wales,11802.84371
2021-10-04,Wales,11712.29554
2021-10-03,Wales,11618.84478
2021-10-02,Wales,11559.43635
2021-10-01,Wales,11506.71649
2021-09-30,Wales,11444.84716
2021-09-29,Wales,11369.22209
2021-09-28,Wales,11294.22801
2021-09-27,Wales,11212.26141
2021-09-26,Wales,11132.40865
2021-09-25,Wales,11062.84115
2021-09-24,Wales,10992.95815
2021-09-23,Wales,10907.74191
2021-09-22,Wales,10803.31179
2021-09-21,Wales,10697.65123
2021-09-20,Wales,10593.9783
2021-09-19,Wales,10487.52899
2021-09-18,Wales,10406.88748
2021-09-17,Wales,10336.27884
2021-09-16,Wales,10249.8637
2021-09-15,Wales,10163.06997
2021-09-14,Wales,10076.97033
2021-09-13,Wales,9990.96534
2021-09-12,Wales,9896.757382
2021-09-11,Wales,9837.222748
2021-09-10,Wales,9775.88977
2021-09-09,Wales,9712.853099
2021-09-08,Wales,9639.688915
2021-09-07,Wales,9564.537087
2021-09-06,Wales,9492.1932
2021-09-05,Wales,9400.635432
2021-09-04,Wales,9334.128274
2021-09-03,Wales,9265.980521
2021-09-02,Wales,9191.93294
2021-09-01,Wales,9107.347697
2021-08-31,Wales,9016.799525
2021-08-30,Wales,8921.455771
2021-08-29,Wales,8865.044576
2021-08-28,Wales,8819.675841
2021-08-27,Wales,8771.846214
2021-08-26,Wales,8710.039989
2021-08-25,Wales,8641.040389
2021-08-24,Wales,8569.390599
2021-08-23,Wales,8501.369046
2021-08-22,Wales,8436.723331
2021-08-21,Wales,8393.216039
2021-08-20,Wales,8349.361698
2021-08-19,Wales,8298.282433
2021-08-18,Wales,8239.662746
2021-08-17,Wales,8183.44085
2021-08-16,Wales,8128.670249
2021-08-15,Wales,8078.66368
2021-08-14,Wales,8044.021906
2021-08-13,Wales,8012.377371
2021-08-12,Wales,7976.978399
2021-08-11,Wales,7937.257093
2021-08-10,Wales,7899.902029
2021-08-09,Wales,7870.055837
2021-08-08,Wales,7839.862597
2021-08-07,Wales,7821.405914
2021-08-06,Wales,7803.10698
2021-08-05,Wales,7780.801211
2021-08-04,Wales,7755.939901
2021-08-03,Wales,7730.826193
2021-08-02,Wales,7707.605477
2021-08-01,Wales,7683.627564
2021-07-31,Wales,7667.063874
2021-07-30,Wales,7651.983029
2021-07-29,Wales,7633.463246
2021-07-28,Wales,7611.725375
2021-07-27,Wales,7590.019054
2021-07-26,Wales,7565.788742
2021-07-25,Wales,7541.968578
2021-07-24,Wales,7525.247139
2021-07-23,Wales,7506.885105
2021-07-22,Wales,7485.304984
2021-07-21,Wales,7459.339428
2021-07-20,Wales,7434.03642
2021-07-19,Wales,7408.133964
2021-07-18,Wales,7379.423568
2021-07-17,Wales,7359.894189
2021-07-16,Wales,7339.702262
2021-07-15,Wales,7309.540572
2021-07-14,Wales,7274.23625
2021-07-13,Wales,7236.187088
2021-07-12,Wales,7201.513764
2021-07-11,Wales,7172.614068
2021-07-10,Wales,7150.119
2021-07-09,Wales,7129.422275
2021-07-08,Wales,7104.876464
2021-07-07,Wales,7082.381396
2021-07-06,Wales,7057.835585
2021-07-05,Wales,7033.510623
2021-07-04,Wales,7008.996362
2021-07-03,Wales,6991.486176
2021-07-02,Wales,6975.805883
2021-07-01,Wales,6957.664699
2021-06-30,Wales,6937.315022
2021-06-29,Wales,6918.479741
2021-06-28,Wales,6898.382464
2021-06-27,Wales,6878.569136
2021-06-26,Wales,6867.084977
2021-06-25,Wales,6859.134406
2021-06-24,Wales,6847.240099
2021-06-23,Wales,6834.209997
2021-06-22,Wales,6821.179894
2021-06-21,Wales,6810.326733
2021-06-20,Wales,6799.536672
2021-06-19,Wales,6793.636844
2021-06-18,Wales,6787.484616
2021-06-17,Wales,6781.994936
2021-06-16,Wales,6774.990862
2021-06-15,Wales,6769.027933
2021-06-14,Wales,6762.907255
2021-06-13,Wales,6757.890824
2021-06-12,Wales,6754.357236
2021-06-11,Wales,6751.675496
2021-06-10,Wales,6747.574011
2021-06-09,Wales,6743.125477
2021-06-08,Wales,6739.055542
2021-06-07,Wales,6735.364205
2021-06-06,Wales,6732.051467
2021-06-05,Wales,6729.906075
2021-06-04,Wales,6727.476734
2021-06-03,Wales,6725.425991
2021-06-02,Wales,6722.649602
