Date,Nation,Cumulative cases per 100k
2021-08-07,Northern Ireland,8292.496101
2021-08-06,Northern Ireland,8236.521687
2021-08-05,Northern Ireland,8171.525948
2021-08-04,Northern Ireland,8098.089204
2021-08-03,Northern Ireland,8025.65483
2021-08-02,Northern Ireland,7958.865378
2021-08-01,Northern Ireland,7896.612965
2021-07-31,Northern Ireland,7851.400832
2021-07-30,Northern Ireland,7805.133573
2021-07-29,Northern Ireland,7750.741847
2021-07-28,Northern Ireland,7686.695721
2021-07-27,Northern Ireland,7618.745631
2021-07-26,Northern Ireland,7542.671073
2021-07-25,Northern Ireland,7474.61547
2021-07-24,Northern Ireland,7420.223744
2021-07-23,Northern Ireland,7364.829648
2021-07-22,Northern Ireland,7298.989809
2021-07-21,Northern Ireland,7229.087736
2021-07-20,Northern Ireland,7152.696641
2021-07-19,Northern Ireland,7074.722857
2021-07-18,Northern Ireland,6991.10415
2021-07-17,Northern Ireland,6940.985683
2021-07-16,Northern Ireland,6882.056917
2021-07-15,Northern Ireland,6811.574525
2021-07-14,Northern Ireland,6745.998467
2021-07-13,Northern Ireland,6688.757901
2021-07-12,Northern Ireland,6644.548137
2021-07-11,Northern Ireland,6618.644803
2021-07-10,Northern Ireland,6593.691082
2021-07-09,Northern Ireland,6569.581462
2021-07-08,Northern Ireland,6538.982818
2021-07-07,Northern Ireland,6507.012512
2021-07-06,Northern Ireland,6475.464255
2021-07-05,Northern Ireland,6448.242014
2021-07-04,Northern Ireland,6422.813487
2021-07-03,Northern Ireland,6403.029881
2021-07-02,Northern Ireland,6385.092745
2021-07-01,Northern Ireland,6365.203627
2021-06-30,Northern Ireland,6343.520795
2021-06-29,Northern Ireland,6322.418283
2021-06-28,Northern Ireland,6301.896089
2021-06-27,Northern Ireland,6286.069205
2021-06-26,Northern Ireland,6275.623461
2021-06-25,Northern Ireland,6263.331248
2021-06-24,Northern Ireland,6250.300446
2021-06-23,Northern Ireland,6238.957846
2021-06-22,Northern Ireland,6228.775883
2021-06-21,Northern Ireland,6218.541165
2021-06-20,Northern Ireland,6209.09779
2021-06-19,Northern Ireland,6202.661524
2021-06-18,Northern Ireland,6196.541795
2021-06-17,Northern Ireland,6189.577966
2021-06-16,Northern Ireland,6180.081836
2021-06-15,Northern Ireland,6172.168393
2021-06-14,Northern Ireland,6164.41322
2021-06-13,Northern Ireland,6157.765928
2021-06-12,Northern Ireland,6153.967476
2021-06-11,Northern Ireland,6150.64383
2021-06-10,Northern Ireland,6145.315446
2021-06-09,Northern Ireland,6139.090205
2021-06-08,Northern Ireland,6134.289383
2021-06-07,Northern Ireland,6129.277536
2021-06-06,Northern Ireland,6125.057034
2021-06-05,Northern Ireland,6122.630245
2021-06-04,Northern Ireland,6118.831793
2021-06-03,Northern Ireland,6115.191609
2021-06-02,Northern Ireland,6110.760082
2021-06-01,Northern Ireland,6106.223041
2021-05-31,Northern Ireland,6102.582858
2021-05-30,Northern Ireland,6099.734019
2021-05-29,Northern Ireland,6097.940305
2021-05-28,Northern Ireland,6094.933197
2021-05-27,Northern Ireland,6091.240258
2021-05-26,Northern Ireland,6086.861486
2021-05-25,Northern Ireland,6083.063034
2021-05-24,Northern Ireland,6080.055926
2021-05-23,Northern Ireland,6075.993692
2021-05-22,Northern Ireland,6073.250366
2021-05-21,Northern Ireland,6069.92672
2021-05-20,Northern Ireland,6065.969999
2021-05-19,Northern Ireland,6061.802252
2021-05-18,Northern Ireland,6056.895918
2021-05-17,Northern Ireland,6051.936828
2021-05-16,Northern Ireland,6046.6612
2021-05-15,Northern Ireland,6043.337554
2021-05-14,Northern Ireland,6040.172177
2021-05-13,Northern Ireland,6037.270582
2021-05-12,Northern Ireland,6032.944567
2021-05-11,Northern Ireland,6027.985476
2021-05-10,Northern Ireland,6022.868117
2021-05-09,Northern Ireland,6017.539732
2021-05-08,Northern Ireland,6013.530255
2021-05-07,Northern Ireland,6008.887702
2021-05-06,Northern Ireland,6004.878225
2021-05-05,Northern Ireland,6001.185285
2021-05-04,Northern Ireland,5996.753757
2021-05-03,Northern Ireland,5991.31986
2021-05-02,Northern Ireland,5986.835577
2021-05-01,Northern Ireland,5983.775712
2021-04-30,Northern Ireland,5980.188285
2021-04-29,Northern Ireland,5975.651245
2021-04-28,Northern Ireland,5970.90318
2021-04-27,Northern Ireland,5965.838576
2021-04-26,Northern Ireland,5960.404679
2021-04-25,Northern Ireland,5955.181808
2021-04-24,Northern Ireland,5951.277843
2021-04-23,Northern Ireland,5947.584903
2021-04-22,Northern Ireland,5943.733695
2021-04-21,Northern Ireland,5939.513192
2021-04-20,Northern Ireland,5933.710001
2021-04-19,Northern Ireland,5927.220978
2021-04-18,Northern Ireland,5920.362662
2021-04-17,Northern Ireland,5916.669722
2021-04-16,Northern Ireland,5912.027169
2021-04-15,Northern Ireland,5906.90981
2021-04-14,Northern Ireland,5900.842838
2021-04-13,Northern Ireland,5892.401833
2021-04-12,Northern Ireland,5887.33723
2021-04-11,Northern Ireland,5881.745064
2021-04-10,Northern Ireland,5876.944242
2021-04-09,Northern Ireland,5872.301689
2021-04-08,Northern Ireland,5865.812667
2021-04-07,Northern Ireland,5859.112619
2021-04-06,Northern Ireland,5853.414941
2021-04-05,Northern Ireland,5848.666875
2021-04-04,Northern Ireland,5845.607011
2021-04-03,Northern Ireland,5843.602272
2021-04-02,Northern Ireland,5840.858946
2021-04-01,Northern Ireland,5836.743956
2021-03-31,Northern Ireland,5831.837622
2021-03-30,Northern Ireland,5825.665137
2021-03-29,Northern Ireland,5820.283996
2021-03-28,Northern Ireland,5813.478436
2021-03-27,Northern Ireland,5808.835883
2021-03-26,Northern Ireland,5802.76891
2021-03-25,Northern Ireland,5795.699569
2021-03-24,Northern Ireland,5786.625488
2021-03-23,Northern Ireland,5777.867946
2021-03-22,Northern Ireland,5770.587579
2021-03-21,Northern Ireland,5761.830036
2021-03-20,Northern Ireland,5756.026845
2021-03-19,Northern Ireland,5749.959873
2021-03-18,Northern Ireland,5743.154312
2021-03-17,Northern Ireland,5733.974719
2021-03-16,Northern Ireland,5726.905378
2021-03-15,Northern Ireland,5717.778541
2021-03-14,Northern Ireland,5708.704461
2021-03-13,Northern Ireland,5702.954026
2021-03-12,Northern Ireland,5695.937441
2021-03-11,Northern Ireland,5686.916116
2021-03-10,Northern Ireland,5677.261717
2021-03-09,Northern Ireland,5667.132511
2021-03-08,Northern Ireland,5658.005674
2021-03-07,Northern Ireland,5646.557561
2021-03-06,Northern Ireland,5638.116556
2021-03-05,Northern Ireland,5630.625164
2021-03-04,Northern Ireland,5622.975503
2021-03-03,Northern Ireland,5614.428986
2021-03-02,Northern Ireland,5605.829712
2021-03-01,Northern Ireland,5594.750893
2021-02-28,Northern Ireland,5584.990981
2021-02-27,Northern Ireland,5578.501958
2021-02-26,Northern Ireland,5570.324734
2021-02-25,Northern Ireland,5561.197898
2021-02-24,Northern Ireland,5548.53639
2021-02-23,Northern Ireland,5534.767001
2021-02-22,Northern Ireland,5521.736199
2021-02-21,Northern Ireland,5508.81091
2021-02-20,Northern Ireland,5499.367536
2021-02-19,Northern Ireland,5487.497372
2021-02-18,Northern Ireland,5472.303563
2021-02-17,Northern Ireland,5458.112124
2021-02-16,Northern Ireland,5440.86082
2021-02-15,Northern Ireland,5425.24496
2021-02-14,Northern Ireland,5406.09443
2021-02-13,Northern Ireland,5393.802217
2021-02-12,Northern Ireland,5384.200573
2021-02-11,Northern Ireland,5370.325671
2021-02-10,Northern Ireland,5355.712181
2021-02-09,Northern Ireland,5338.302609
2021-02-08,Northern Ireland,5321.948161
2021-02-07,Northern Ireland,5303.483463
2021-02-06,Northern Ireland,5289.292023
2021-02-05,Northern Ireland,5273.465139
2021-02-04,Northern Ireland,5251.782307
2021-02-03,Northern Ireland,5231.471139
2021-02-02,Northern Ireland,5207.625299
2021-02-01,Northern Ireland,5184.940098
2021-01-31,Northern Ireland,5158.825739
2021-01-30,Northern Ireland,5139.042133
2021-01-29,Northern Ireland,5118.625453
2021-01-28,Northern Ireland,5091.98353
2021-01-27,Northern Ireland,5065.710902
2021-01-26,Northern Ireland,5034.584696
2021-01-25,Northern Ireland,5002.61439
2021-01-24,Northern Ireland,4971.013377
2021-01-23,Northern Ireland,4948.539201
2021-01-22,Northern Ireland,4924.640606
2021-01-21,Northern Ireland,4893.989206
2021-01-20,Northern Ireland,4856.162952
2021-01-19,Northern Ireland,4817.123304
2021-01-18,Northern Ireland,4773.704884
2021-01-17,Northern Ireland,4728.123457
2021-01-16,Northern Ireland,4697.472058
2021-01-15,Northern Ireland,4662.547399
2021-01-14,Northern Ireland,4620.658912
2021-01-13,Northern Ireland,4574.971972
2021-01-12,Northern Ireland,4522.268447
2021-01-11,Northern Ireland,4466.452301
2021-01-10,Northern Ireland,4403.144763
2021-01-09,Northern Ireland,4359.35705
2021-01-08,Northern Ireland,4309.13307
2021-01-07,Northern Ireland,4247.40822
2021-01-06,Northern Ireland,4185.947153
2021-01-05,Northern Ireland,4109.345032
2021-01-04,Northern Ireland,4028.838946
2021-01-03,Northern Ireland,3929.3406
2021-01-02,Northern Ireland,3848.676245
2021-01-01,Northern Ireland,3752.818082
2020-12-31,Northern Ireland,3691.620795
2020-12-30,Northern Ireland,3606.419401
2020-12-29,Northern Ireland,3496.633579
2020-12-28,Northern Ireland,3382.943792
2020-12-27,Northern Ireland,3314.466139
2020-12-26,Northern Ireland,3260.865757
2020-12-25,Northern Ireland,3224.991486
2020-12-24,Northern Ireland,3208.267745
2020-12-23,Northern Ireland,3177.616345
2020-12-22,Northern Ireland,3137.785352
2020-12-21,Northern Ireland,3101.489031
2020-12-20,Northern Ireland,3065.773028
2020-12-19,Northern Ireland,3041.188601
2020-12-18,Northern Ireland,3016.815199
2020-12-17,Northern Ireland,2989.909496
2020-12-16,Northern Ireland,2959.943928
2020-12-15,Northern Ireland,2929.187016
2020-12-14,Northern Ireland,2902.703362
2020-12-13,Northern Ireland,2873.951189
2020-12-12,Northern Ireland,2854.114827
2020-12-11,Northern Ireland,2836.230448
2020-12-10,Northern Ireland,2810.432626
2020-12-09,Northern Ireland,2785.215123
2020-12-08,Northern Ireland,2762.740948
2020-12-07,Northern Ireland,2739.633696
2020-12-06,Northern Ireland,2716.157151
2020-12-05,Northern Ireland,2698.061746
2020-12-04,Northern Ireland,2679.016729
2020-12-03,Northern Ireland,2657.492166
2020-12-02,Northern Ireland,2633.224277
2020-12-01,Northern Ireland,2612.280033
2020-11-30,Northern Ireland,2592.390915
2020-11-29,Northern Ireland,2567.384437
2020-11-28,Northern Ireland,2554.511905
2020-11-27,Northern Ireland,2537.682651
2020-11-26,Northern Ireland,2521.328204
2020-11-25,Northern Ireland,2504.815488
2020-11-24,Northern Ireland,2483.765731
2020-11-23,Northern Ireland,2467.04199
2020-11-22,Northern Ireland,2448.366266
2020-11-21,Northern Ireland,2434.544121
2020-11-20,Northern Ireland,2419.825118
2020-11-19,Northern Ireland,2401.149394
2020-11-18,Northern Ireland,2383.581553
2020-11-17,Northern Ireland,2361.63494
2020-11-16,Northern Ireland,2332.988279
2020-11-15,Northern Ireland,2303.550274
2020-11-14,Northern Ireland,2284.980063
2020-11-13,Northern Ireland,2263.930306
2020-11-12,Northern Ireland,2240.664786
2020-11-11,Northern Ireland,2212.862226
2020-11-10,Northern Ireland,2182.105314
2020-11-09,Northern Ireland,2147.602706
2020-11-08,Northern Ireland,2115.05208
2020-11-07,Northern Ireland,2093.844055
2020-11-06,Northern Ireland,2071.21161
2020-11-05,Northern Ireland,2046.574427
2020-11-04,Northern Ireland,2018.71911
2020-11-03,Northern Ireland,1989.49213
2020-11-02,Northern Ireland,1956.888748
2020-11-01,Northern Ireland,1922.069602
2020-10-31,Northern Ireland,1899.015107
2020-10-30,Northern Ireland,1872.689723
2020-10-29,Northern Ireland,1838.187115
2020-10-28,Northern Ireland,1804.053801
2020-10-27,Northern Ireland,1766.491328
2020-10-26,Northern Ireland,1725.499698
2020-10-25,Northern Ireland,1680.973396
2020-10-24,Northern Ireland,1647.103864
2020-10-23,Northern Ireland,1610.965811
2020-10-22,Northern Ireland,1568.180466
2020-10-21,Northern Ireland,1515.21316
2020-10-20,Northern Ireland,1460.241115
2020-10-19,Northern Ireland,1408.012396
2020-10-18,Northern Ireland,1356.205728
2020-10-17,Northern Ireland,1317.060567
2020-10-16,Northern Ireland,1275.805155
2020-10-15,Northern Ireland,1228.430014
2020-10-14,Northern Ireland,1174.776876
2020-10-13,Northern Ireland,1122.442644
2020-10-12,Northern Ireland,1069.000531
2020-10-11,Northern Ireland,1015.030855
2020-10-10,Northern Ireland,974.9888377
2020-10-09,Northern Ireland,935.8436768
2020-10-08,Northern Ireland,895.2740964
2020-10-07,Northern Ireland,848.6375436
2020-10-06,Northern Ireland,799.0993953
2020-10-05,Northern Ireland,759.690453
2020-10-04,Northern Ireland,725.2406012
2020-10-03,Northern Ireland,695.5915711
2020-10-02,Northern Ireland,665.5204906
2020-10-01,Northern Ireland,631.7564705
2020-09-30,Northern Ireland,608.7547318
2020-09-29,Northern Ireland,577.9978197
2020-09-28,Northern Ireland,558.8472895
2020-09-27,Northern Ireland,544.497581
2020-09-26,Northern Ireland,531.3085106
2020-09-25,Northern Ireland,518.4359779
2020-09-24,Northern Ireland,507.3571588
2020-09-23,Northern Ireland,494.0098196
2020-09-22,Northern Ireland,483.0365131
2020-09-21,Northern Ireland,474.8065332
2020-09-20,Northern Ireland,468.2647543
2020-09-19,Northern Ireland,462.5670759
2020-09-18,Northern Ireland,454.7591462
2020-09-17,Northern Ireland,446.845704
2020-09-16,Northern Ireland,438.9322618
2020-09-15,Northern Ireland,432.601508
2020-09-14,Northern Ireland,427.3258798
2020-09-13,Northern Ireland,421.5226889
2020-09-12,Northern Ireland,416.8801361
2020-09-11,Northern Ireland,411.9210456
2020-09-10,Northern Ireland,408.2808622
2020-09-09,Northern Ireland,404.7989477
2020-09-08,Northern Ireland,399.8398572
2020-09-07,Northern Ireland,397.1492868
2020-09-06,Northern Ireland,393.4563471
2020-09-05,Northern Ireland,388.7610381
2020-09-04,Northern Ireland,384.3295104
2020-09-03,Northern Ireland,378.051513
2020-09-02,Northern Ireland,372.7231285
2020-09-01,Northern Ireland,368.133332
2020-08-31,Northern Ireland,365.1789803
2020-08-30,Northern Ireland,362.5411662
2020-08-29,Northern Ireland,360.8002089
2020-08-28,Northern Ireland,358.8482265
2020-08-27,Northern Ireland,354.8387491
2020-08-26,Northern Ireland,351.1985657
2020-08-25,Northern Ireland,347.6638948
2020-08-24,Northern Ireland,344.5512742
2020-08-23,Northern Ireland,342.3355104
2020-08-22,Northern Ireland,340.014234
2020-08-21,Northern Ireland,337.9039828
2020-08-20,Northern Ireland,333.9472617
2020-08-19,Northern Ireland,330.4653471
2020-08-18,Northern Ireland,328.4606084
2020-08-17,Northern Ireland,326.2976008
2020-08-16,Northern Ireland,323.6597868
2020-08-15,Northern Ireland,322.6046611
2020-08-14,Northern Ireland,321.4967792
2020-08-13,Northern Ireland,318.64794
2020-08-12,Northern Ireland,316.1683948
2020-08-11,Northern Ireland,314.2164124
2020-08-10,Northern Ireland,312.3171863
2020-08-09,Northern Ireland,310.1541787
2020-08-08,Northern Ireland,308.8352717
2020-08-07,Northern Ireland,307.4636084
2020-08-06,Northern Ireland,306.6195079
2020-08-05,Northern Ireland,305.7226511
2020-08-04,Northern Ireland,304.1927189
2020-08-03,Northern Ireland,303.3486184
2020-08-02,Northern Ireland,302.3990053
2020-08-01,Northern Ireland,301.9769551
2020-07-31,Northern Ireland,301.4493923
2020-07-30,Northern Ireland,300.8163169
2020-07-29,Northern Ireland,300.2887541
2020-07-28,Northern Ireland,299.8139475
2020-07-27,Northern Ireland,299.1281159
2020-07-26,Northern Ireland,298.6005531
2020-07-25,Northern Ireland,298.5477968
2020-07-24,Northern Ireland,298.3367717
2020-07-23,Northern Ireland,297.7036963
2020-07-22,Northern Ireland,297.0706209
2020-07-21,Northern Ireland,296.6485707
2020-07-20,Northern Ireland,296.0682516
2020-07-19,Northern Ireland,295.9099827
2020-07-18,Northern Ireland,295.7517139
2020-07-17,Northern Ireland,295.4351762
2020-07-16,Northern Ireland,295.0658822
2020-07-15,Northern Ireland,294.1162691
2020-07-14,Northern Ireland,293.3776812
2020-07-13,Northern Ireland,293.0083872
2020-07-12,Northern Ireland,292.8501184
2020-07-11,Northern Ireland,292.6390933
2020-07-10,Northern Ireland,292.3225556
2020-07-09,Northern Ireland,292.1115305
2020-07-08,Northern Ireland,291.847749
2020-07-07,Northern Ireland,291.5312114
2020-07-06,Northern Ireland,291.3201862
2020-07-05,Northern Ireland,290.9508923
2020-07-04,Northern Ireland,290.8453797
2020-07-03,Northern Ireland,290.7926234
2020-07-02,Northern Ireland,290.3705732
2020-07-01,Northern Ireland,290.2123043
2020-06-30,Northern Ireland,290.0012792
2020-06-29,Northern Ireland,289.8957666
2020-06-28,Northern Ireland,289.6847415
2020-06-27,Northern Ireland,289.4209601
2020-06-26,Northern Ireland,289.209935
2020-06-25,Northern Ireland,289.0516661
2020-06-24,Northern Ireland,288.840641
2020-06-23,Northern Ireland,288.6296159
2020-06-22,Northern Ireland,288.2075656
2020-06-21,Northern Ireland,287.9965405
2020-06-20,Northern Ireland,287.8382717
2020-06-19,Northern Ireland,287.6272465
2020-06-18,Northern Ireland,286.9941711
2020-06-17,Northern Ireland,286.6248772
2020-06-16,Northern Ireland,286.3610958
2020-06-15,Northern Ireland,285.7807767
2020-06-14,Northern Ireland,284.7784073
2020-06-13,Northern Ireland,284.3563571
2020-06-12,Northern Ireland,283.8287943
2020-06-11,Northern Ireland,283.3012314
2020-06-10,Northern Ireland,282.7736686
2020-06-09,Northern Ireland,281.9295681
2020-06-08,Northern Ireland,281.349249
2020-06-07,Northern Ireland,280.6634174
2020-06-06,Northern Ireland,280.4523922
2020-06-05,Northern Ireland,280.030342
2020-06-04,Northern Ireland,278.8169475
2020-06-03,Northern Ireland,278.2366284
2020-06-02,Northern Ireland,277.7090656
2020-06-01,Northern Ireland,276.65394
2020-05-31,Northern Ireland,275.4933018
2020-05-30,Northern Ireland,274.1743948
2020-05-29,Northern Ireland,273.5413194
2020-05-28,Northern Ireland,272.4861937
2020-05-27,Northern Ireland,271.0617741
2020-05-26,Northern Ireland,269.4263294
2020-05-25,Northern Ireland,268.0546661
2020-05-24,Northern Ireland,266.15544
2020-05-23,Northern Ireland,264.7310204
2020-05-22,Northern Ireland,261.9349375
2020-05-21,Northern Ireland,260.1939802
2020-05-20,Northern Ireland,257.2396284
2020-05-19,Northern Ireland,253.599445
2020-05-18,Northern Ireland,250.0120178
2020-05-17,Northern Ireland,246.8993972
2020-05-16,Northern Ireland,245.0529274
2020-05-15,Northern Ireland,242.9954324
2020-05-14,Northern Ireland,239.6717867
2020-05-13,Northern Ireland,235.978847
2020-05-12,Northern Ireland,232.1276384
2020-05-11,Northern Ireland,227.5378419
2020-05-10,Northern Ireland,223.792146
2020-05-09,Northern Ireland,220.7322816
2020-05-08,Northern Ireland,217.988955
2020-05-07,Northern Ireland,214.2960153
2020-05-06,Northern Ireland,209.3369248
2020-05-05,Northern Ireland,205.2746912
2020-05-04,Northern Ireland,201.7400203
2020-05-03,Northern Ireland,197.941568
2020-05-02,Northern Ireland,195.4092665
2020-05-01,Northern Ireland,191.0304952
2020-04-30,Northern Ireland,186.1769173
2020-04-29,Northern Ireland,180.3737263
2020-04-28,Northern Ireland,175.625661
2020-04-27,Northern Ireland,171.9327213
2020-04-26,Northern Ireland,168.2925379
2020-04-25,Northern Ireland,165.9712615
2020-04-24,Northern Ireland,163.2806911
2020-04-23,Northern Ireland,159.0601886
2020-04-22,Northern Ireland,155.2617363
2020-04-21,Northern Ireland,150.2498896
2020-04-20,Northern Ireland,143.4970856
2020-04-19,Northern Ireland,137.6411383
2020-04-18,Northern Ireland,135.4781308
2020-04-17,Northern Ireland,131.0466031
2020-04-16,Northern Ireland,122.9221358
2020-04-15,Northern Ireland,115.8527941
2020-04-14,Northern Ireland,108.9417212
2020-04-13,Northern Ireland,104.035387
2020-04-12,Northern Ireland,98.44322121
2020-04-11,Northern Ireland,94.59201266
2020-04-10,Northern Ireland,91.16285437
2020-04-09,Northern Ireland,86.36203275
2020-04-08,Northern Ireland,81.24467345
2020-04-07,Northern Ireland,75.91628902
2020-04-06,Northern Ireland,69.163485
2020-04-05,Northern Ireland,63.67683172
2020-04-04,Northern Ireland,60.6169674
2020-04-03,Northern Ireland,56.23819604
2020-04-02,Northern Ireland,50.90981161
2020-04-01,Northern Ireland,45.42315834
2020-03-31,Northern Ireland,40.14753019
2020-03-30,Northern Ireland,34.34433923
2020-03-29,Northern Ireland,30.07108043
2020-03-28,Northern Ireland,26.85294726
2020-03-27,Northern Ireland,22.89622615
2020-03-26,Northern Ireland,19.3615553
2020-03-25,Northern Ireland,15.35207791
2020-03-24,Northern Ireland,12.39772614
2020-03-23,Northern Ireland,10.28747488
2020-03-22,Northern Ireland,8.229979908
2020-03-21,Northern Ireland,7.280366842
2020-03-20,Northern Ireland,6.225241212
2020-03-19,Northern Ireland,5.328384428
2020-03-18,Northern Ireland,4.589796487
2020-03-17,Northern Ireland,3.903964828
2020-03-16,Northern Ireland,3.481914576
2020-03-15,Northern Ireland,3.059864325
2020-03-14,Northern Ireland,2.954351762
2020-03-13,Northern Ireland,2.426788947
2020-03-12,Northern Ireland,1.846469851
2020-03-11,Northern Ireland,1.635444725
2020-03-10,Northern Ireland,1.055125629
2020-03-09,Northern Ireland,0.791344222
2020-03-08,Northern Ireland,0.633075378
2020-03-07,Northern Ireland,0.474806533
2020-03-06,Northern Ireland,0.211025126
2020-03-05,Northern Ireland,0.105512563
2020-03-04,Northern Ireland,null
2020-03-03,Northern Ireland,null
2020-03-02,Northern Ireland,null
2020-03-01,Northern Ireland,null
2020-02-29,Northern Ireland,null
2020-02-28,Northern Ireland,null
2020-02-27,Northern Ireland,null
2020-02-26,Northern Ireland,null
2020-02-25,Northern Ireland,null
2020-02-24,Northern Ireland,null
2020-02-23,Northern Ireland,null
2020-02-22,Northern Ireland,null
2020-02-21,Northern Ireland,null
2020-02-20,Northern Ireland,null
2020-02-19,Northern Ireland,null
2020-02-18,Northern Ireland,null
2020-02-17,Northern Ireland,null
2020-02-16,Northern Ireland,null
2020-02-15,Northern Ireland,null
2020-02-14,Northern Ireland,null
2020-02-13,Northern Ireland,null
2020-02-12,Northern Ireland,null
2020-02-11,Northern Ireland,null
2020-02-10,Northern Ireland,null
2020-02-09,Northern Ireland,null
2020-02-08,Northern Ireland,null
2020-02-07,Northern Ireland,null
2020-02-06,Northern Ireland,null
2020-02-05,Northern Ireland,null
2020-02-04,Northern Ireland,null
2020-02-03,Northern Ireland,null
2020-02-02,Northern Ireland,null
2020-02-01,Northern Ireland,null
2020-01-31,Northern Ireland,null
2020-01-30,Northern Ireland,null
2022-01-09,Scotland,19334.7
2022-01-08,Scotland,19332.94369
2022-01-07,Scotland,19297.37846
2022-01-06,Scotland,19208.99592
2022-01-05,Scotland,19060.49642
2022-01-04,Scotland,18732.17661
2022-01-03,Scotland,18410.57102
2022-01-02,Scotland,18089.13008
2022-01-01,Scotland,17828.83061
2021-12-31,Scotland,17704.82795
2021-12-30,Scotland,17410.35365
2021-12-29,Scotland,17041.73023
2021-12-28,Scotland,16649.90891
2021-12-27,Scotland,16315.78962
2021-12-26,Scotland,15999.47125
2021-12-25,Scotland,15871.8645
2021-12-24,Scotland,15789.22655
2021-12-23,Scotland,15625.61549
2021-12-22,Scotland,15418.46263
2021-12-21,Scotland,15219.0485
2021-12-20,Scotland,15040.98449
2021-12-19,Scotland,14893.03384
2021-12-18,Scotland,14796.58327
2021-12-17,Scotland,14706.55419
2021-12-16,Scotland,14604.12119
2021-12-15,Scotland,14489.44892
2021-12-14,Scotland,14364.20221
2021-12-13,Scotland,14249.71289
2021-12-12,Scotland,14147.27989
2021-12-11,Scotland,14086.39454
2021-12-10,Scotland,14027.26551
2021-12-09,Scotland,13959.15369
2021-12-08,Scotland,13886.59622
2021-12-07,Scotland,13811.14816
2021-12-06,Scotland,13743.05464
2021-12-05,Scotland,13674.13785
2021-12-04,Scotland,13628.71168
2021-12-03,Scotland,13589.87166
2021-12-02,Scotland,13541.55489
2021-12-01,Scotland,13488.0058
2021-11-30,Scotland,13431.40146
2021-11-29,Scotland,13371.11985
2021-11-28,Scotland,13307.85617
2021-11-27,Scotland,13265.21082
2021-11-26,Scotland,13230.74328
2021-11-25,Scotland,13189.83594
2021-11-24,Scotland,13144.22682
2021-11-23,Scotland,13091.24486
2021-11-22,Scotland,13038.51903
2021-11-21,Scotland,12980.68894
2021-11-20,Scotland,12940.89758
2021-11-19,Scotland,12900.37444
2021-11-18,Scotland,12849.42321
2021-11-17,Scotland,12794.68495
2021-11-16,Scotland,12733.98256
2021-11-15,Scotland,12673.97537
2021-11-14,Scotland,12607.34544
2021-11-13,Scotland,12562.99866
2021-11-12,Scotland,12520.55455
2021-11-11,Scotland,12468.2861
2021-11-10,Scotland,12409.46808
2021-11-09,Scotland,12349.22306
2021-11-08,Scotland,12286.03256
2021-11-07,Scotland,12216.10955
2021-11-06,Scotland,12174.01305
2021-11-05,Scotland,12133.28866
2021-11-04,Scotland,12082.41061
2021-11-03,Scotland,12031.22155
2021-11-02,Scotland,11976.64794
2021-11-01,Scotland,11920.92176
2021-10-31,Scotland,11860.53038
2021-10-30,Scotland,11822.64169
2021-10-29,Scotland,11785.52139
2021-10-28,Scotland,11738.92435
2021-10-27,Scotland,11693.24205
2021-10-26,Scotland,11644.74233
2021-10-25,Scotland,11591.39448
2021-10-24,Scotland,11531.09458
2021-10-23,Scotland,11488.66876
2021-10-22,Scotland,11449.66409
2021-10-21,Scotland,11404.95142
2021-10-20,Scotland,11358.53732
2021-10-19,Scotland,11306.57988
2021-10-18,Scotland,11256.01285
2021-10-17,Scotland,11202.04297
2021-10-16,Scotland,11159.98305
2021-10-15,Scotland,11120.66737
2021-10-14,Scotland,11073.68613
2021-10-13,Scotland,11024.78393
2021-10-12,Scotland,10976.65012
2021-10-11,Scotland,10928.69925
2021-10-10,Scotland,10877.23577
2021-10-09,Scotland,10842.8597
2021-10-08,Scotland,10803.90991
2021-10-07,Scotland,10762.2159
2021-10-06,Scotland,10714.75899
2021-10-05,Scotland,10666.51541
2021-10-04,Scotland,10614.72262
2021-10-03,Scotland,10560.84422
2021-10-02,Scotland,10524.63866
2021-10-01,Scotland,10490.61019
2021-09-30,Scotland,10453.28865
2021-09-29,Scotland,10410.09445
2021-09-28,Scotland,10362.78391
2021-09-27,Scotland,10304.69768
2021-09-26,Scotland,10247.76403
2021-09-25,Scotland,10208.70448
2021-09-24,Scotland,10169.82787
2021-09-23,Scotland,10120.4683
2021-09-22,Scotland,10063.82737
2021-09-21,Scotland,10000.01485
2021-09-20,Scotland,9930.860221
2021-09-19,Scotland,9857.845378
2021-09-18,Scotland,9806.967333
2021-09-17,Scotland,9759.32748
2021-09-16,Scotland,9697.966472
2021-09-15,Scotland,9632.928194
2021-09-14,Scotland,9558.833953
2021-09-13,Scotland,9472.024775
2021-09-12,Scotland,9379.580776
2021-09-11,Scotland,9318.238062
2021-09-10,Scotland,9252.083797
2021-09-09,Scotland,9165.073375
2021-09-08,Scotland,9064.158849
2021-09-07,Scotland,8950.58427
2021-09-06,Scotland,8828.795292
2021-09-05,Scotland,8699.157813
2021-09-04,Scotland,8609.51293
2021-09-03,Scotland,8518.294687
2021-09-02,Scotland,8406.147108
2021-09-01,Scotland,8268.459884
2021-08-31,Scotland,8131.412981
2021-08-30,Scotland,8004.135541
2021-08-29,Scotland,7884.871256
2021-08-28,Scotland,7803.806668
2021-08-27,Scotland,7717.162144
2021-08-26,Scotland,7607.027001
