Year,RegionIRE,ValueIRE,RegionEUR,ValueEUR,Rank,Detail
1974,null,null,NLD,463.5741185,16,
1975,null,null,NLD,467.4084218,16,
1976,null,null,NLD,471.4138993,16,
1977,null,null,NLD,474.255392,16,
1978,null,null,NLD,477.1311195,16,
1979,null,null,NLD,480.3149606,16,
1980,null,null,NLD,484.2177337,16,
1981,null,null,NLD,487.7096885,16,
1982,null,null,NLD,489.9007189,16,
1983,null,null,NLD,491.6809312,16,
1984,null,null,NLD,493.6665526,16,
1985,null,null,NLD,496.097227,16,
1986,null,null,NLD,498.8702499,16,
1987,null,null,NLD,502.0540911,16,
1988,null,null,NLD,505.3406368,16,
1989,null,null,NLD,508.3533037,16,
1990,null,null,NLD,511.8794933,16,
1991,null,null,NLD,515.9192058,16,
1992,null,null,NLD,519.8219788,16,
1993,null,null,NLD,523.450873,16,
1994,null,null,NLD,526.6347141,16,
1995,null,null,NLD,529.2365628,16,
1996,null,null,NLD,531.6672372,16,
1997,null,null,NLD,534.4402602,16,
1998,null,null,NLD,537.7268059,16,
1999,null,null,NLD,541.3214653,16,
2000,null,null,NLD,545.2242383,16,
2001,null,null,NLD,549.3324204,16,
2002,null,null,NLD,552.8586101,16,
2003,null,null,NLD,555.4604587,16,
2004,null,null,NLD,557.4118453,16,
2005,null,null,NLD,558.7127696,16,
2006,null,null,NLD,559.6028757,16,
2007,null,null,NLD,560.8353304,16,
2008,null,null,NLD,563.0263608,16,
2009,null,null,NLD,565.9020883,16,
2010,null,null,NLD,568.8120507,16,
2011,null,null,NLD,571.4823691,16,
2012,null,null,NLD,573.6049298,16,
2013,null,null,NLD,575.2824375,16,
2014,null,null,NLD,577.3707634,16,
2015,null,null,NLD,579.9383773,16,
2016,null,null,NLD,583.1906881,16,
1841,null,null,NOR,100,17,
1842,null,null,NOR,101.3556619,17,
1843,null,null,NOR,102.5518341,17,
1844,null,null,NOR,103.8277512,17,
1845,null,null,NOR,105.1834131,17,
1846,null,null,NOR,106.6188198,17,
1847,null,null,NOR,107.7352472,17,
1848,null,null,NOR,108.692185,17,
1849,null,null,NOR,109.8086124,17,
1850,null,null,NOR,111.0047847,17,
1851,null,null,NOR,112.3604466,17,
1852,null,null,NOR,113.6363636,17,
1853,null,null,NOR,114.8325359,17,
1854,null,null,NOR,116.1881978,17,
1855,null,null,NOR,117.9425837,17,
1856,null,null,NOR,119.6969697,17,
1857,null,null,NOR,121.291866,17,
1858,null,null,NOR,123.046252,17,
1859,null,null,NOR,125.199362,17,
1860,null,null,NOR,127.2727273,17,
1861,null,null,NOR,128.708134,17,
1862,null,null,NOR,129.7448166,17,
1863,null,null,NOR,131.2599681,17,
1864,null,null,NOR,133.0143541,17,
1865,null,null,NOR,134.76874,17,
1866,null,null,NOR,136.1244019,17,
1867,null,null,NOR,136.8421053,17,
1868,null,null,NOR,137.4800638,17,
1869,null,null,NOR,137.8787879,17,
1870,null,null,NOR,138.3572568,17,
1871,null,null,NOR,139.1547049,17,
1872,null,null,NOR,139.9521531,17,
1873,null,null,NOR,140.9090909,17,
1874,null,null,NOR,142.185008,17,
1875,null,null,NOR,143.7799043,17,
1876,null,null,NOR,145.8532695,17,
1877,null,null,NOR,147.6874003,17,
1878,null,null,NOR,149.6810207,17,
1879,null,null,NOR,151.6746411,17,
1880,null,null,NOR,153.030303,17,
1881,null,null,NOR,153.3492823,17,
1882,null,null,NOR,153.1100478,17,
1883,null,null,NOR,153.030303,17,
1884,null,null,NOR,153.8277512,17,
1885,null,null,NOR,155.0239234,17,
1886,null,null,NOR,156.1403509,17,
1887,null,null,NOR,157.0972887,17,
1888,null,null,NOR,157.6555024,17,
1889,null,null,NOR,158.2137161,17,
1890,null,null,NOR,159.2503987,17,
1891,null,null,NOR,160.5263158,17,
1892,null,null,NOR,161.5629984,17,
1893,null,null,NOR,162.5199362,17,
1894,null,null,NOR,164.0350877,17,
1895,null,null,NOR,166.108453,17,
1896,null,null,NOR,168.4210526,17,
1897,null,null,NOR,170.8133971,17,
1898,null,null,NOR,173.3652313,17,
1899,null,null,NOR,175.7575758,17,
1900,null,null,NOR,177.830941,17,
1901,null,null,NOR,179.8245614,17,
1902,null,null,NOR,181.4194577,17,
1903,null,null,NOR,182.4561404,17,
1904,null,null,NOR,183.1738437,17,
1905,null,null,NOR,184.1307815,17,
1906,null,null,NOR,184.9282297,17,
1907,null,null,NOR,185.7256778,17,
1908,null,null,NOR,187.0813397,17,
1909,null,null,NOR,188.7559809,17,
1910,null,null,NOR,190.1116427,17,
1911,null,null,NOR,191.4673046,17,
1912,null,null,NOR,193.2216906,17,
1913,null,null,NOR,195.1355662,17,
1914,null,null,NOR,197.1291866,17,
1915,null,null,NOR,199.2025518,17,
1916,null,null,NOR,201.1164274,17,
1917,null,null,NOR,203.4290271,17,
1918,null,null,NOR,205.5821372,17,
1919,null,null,NOR,207.5757576,17,
1920,null,null,NOR,210.1275917,17,
1921,null,null,NOR,212.7591707,17,
1922,null,null,NOR,214.9122807,17,
1923,null,null,NOR,216.3476874,17,
1924,null,null,NOR,217.6236045,17,
1925,null,null,NOR,219.0590112,17,
1926,null,null,NOR,220.3349282,17,
1927,null,null,NOR,221.291866,17,
1928,null,null,NOR,222.0893142,17,
1929,null,null,NOR,222.8867624,17,
1930,null,null,NOR,223.8437002,17,
1931,null,null,NOR,225.199362,17,
1932,null,null,NOR,226.6347687,17,
1933,null,null,NOR,227.9106858,17,
1934,null,null,NOR,229.1866029,17,
1935,null,null,NOR,230.3827751,17,
1936,null,null,NOR,231.5789474,17,
1937,null,null,NOR,232.7751196,17,
1938,null,null,NOR,234.1307815,17,
1939,null,null,NOR,235.5661882,17,
1940,null,null,NOR,237.0813397,17,
1941,null,null,NOR,238.4370016,17,
1942,null,null,NOR,239.9521531,17,
1943,null,null,NOR,241.7862839,17,
1944,null,null,NOR,244.0191388,17,
1945,null,null,NOR,246.4912281,17,
1946,null,null,NOR,249.3620415,17,
1947,null,null,NOR,252.3923445,17,
1948,null,null,NOR,255.2631579,17,
1949,null,null,NOR,257.8947368,17,
1950,null,null,NOR,260.3668262,17,
1951,null,null,NOR,262.8389155,17,
1952,null,null,NOR,265.3907496,17,
1953,null,null,NOR,268.0223285,17,
1954,null,null,NOR,270.6539075,17,
1955,null,null,NOR,273.2854864,17,
1956,null,null,NOR,275.9170654,17,
1957,null,null,NOR,278.4688995,17,
1958,null,null,NOR,280.9409888,17,
1959,null,null,NOR,283.3333333,17,
1960,null,null,NOR,285.5661882,17,
1961,null,null,NOR,287.8787879,17,
1962,null,null,NOR,290.1913876,17,
1963,null,null,NOR,292.4242424,17,
1964,null,null,NOR,294.5773525,17,
1965,null,null,NOR,296.8899522,17,
1966,null,null,NOR,299.3620415,17,
1967,null,null,NOR,301.9138756,17,
1968,null,null,NOR,304.5454545,17,
1969,null,null,NOR,307.0972887,17,
1970,null,null,NOR,309.1706539,17,
1971,null,null,NOR,311.2440191,17,
1972,null,null,NOR,313.6363636,17,
1973,null,null,NOR,315.8692185,17,
1974,null,null,NOR,317.7830941,17,
1975,null,null,NOR,319.5374801,17,
1976,null,null,NOR,321.0526316,17,
1977,null,null,NOR,322.4082935,17,
1978,null,null,NOR,323.6842105,17,
1979,null,null,NOR,324.800638,17,
1980,null,null,NOR,325.8373206,17,
1981,null,null,NOR,326.953748,17,
1982,null,null,NOR,328.1499203,17,
1983,null,null,NOR,329.1866029,17,
1984,null,null,NOR,330.1435407,17,
1985,null,null,NOR,331.1004785,17,
1986,null,null,NOR,332.2966507,17,
1987,null,null,NOR,333.8118022,17,
1988,null,null,NOR,335.645933,17,
1989,null,null,NOR,337.0015949,17,
1990,null,null,NOR,338.277512,17,
1991,null,null,NOR,339.8724083,17,
1992,null,null,NOR,341.8660287,17,
1993,null,null,NOR,343.9393939,17,
1994,null,null,NOR,345.8532695,17,
1995,null,null,NOR,347.6874003,17,
1996,null,null,NOR,349.4417863,17,
1997,null,null,NOR,351.3556619,17,
1998,null,null,NOR,353.4290271,17,
1999,null,null,NOR,355.8213716,17,
2000,null,null,NOR,358.2137161,17,
2001,null,null,NOR,359.9681021,17,
2002,null,null,NOR,361.9617225,17,
2003,null,null,NOR,364.0350877,17,
2004,null,null,NOR,366.1881978,17,
2005,null,null,NOR,368.7400319,17,
2006,null,null,NOR,371.6905901,17,
2007,null,null,NOR,375.5980861,17,
2008,null,null,NOR,380.3030303,17,
2009,null,null,NOR,385.0877193,17,
2010,null,null,NOR,389.9521531,17,
2011,null,null,NOR,395.0558214,17,
2012,null,null,NOR,400.2392344,17,
2013,null,null,NOR,405.1036683,17,
2014,null,null,NOR,409.7288676,17,
2015,null,null,NOR,413.7958533,17,
2016,null,null,NOR,417.5438596,17,
1841,null,null,POL,100,18,
1842,null,null,POL,100.8061799,18,
1843,null,null,POL,101.6453319,18,
1844,null,null,POL,102.5173513,18,
1845,null,null,POL,103.422137,18,
1846,null,null,POL,104.3595895,18,
1847,null,null,POL,105.3296099,18,
1848,null,null,POL,106.3320976,18,
1849,null,null,POL,107.3669493,18,
1850,null,null,POL,106.3487932,18,
1851,null,null,POL,109.5333043,18,
1852,null,null,POL,110.6645701,18,
1853,null,null,POL,111.8277209,18,
1854,null,null,POL,113.0226123,18,
1855,null,null,POL,114.2490864,18,
1856,null,null,POL,115.5069703,18,
1857,null,null,POL,116.7960741,18,
1858,null,null,POL,118.116189,18,
1859,null,null,POL,119.4670859,18,
1860,null,null,POL,120.848513,18,
1861,null,null,POL,122.2601944,18,
1862,null,null,POL,123.7018278,18,
1863,null,null,POL,125.173083,18,
1864,null,null,POL,126.6735998,18,
1865,null,null,POL,128.2029861,18,
1866,null,null,POL,129.7608159,18,
1867,null,null,POL,131.3466277,18,
1868,null,null,POL,132.9599222,18,
1869,null,null,POL,134.6001603,18,
1870,null,null,POL,137.9671075,18,
1871,null,null,POL,137.9591025,18,
1872,null,null,POL,139.6765136,18,
1873,null,null,POL,141.4182786,18,
1874,null,null,POL,143.183632,18,
1875,null,null,POL,144.9717577,18,
1876,null,null,POL,146.7817868,18,
1877,null,null,POL,148.6127958,18,
1878,null,null,POL,150.4638056,18,
1879,null,null,POL,152.3337789,18,
1880,null,null,POL,154.2216196,18,
1881,null,null,POL,156.1261705,18,
1882,null,null,POL,158.0462125,18,
1883,null,null,POL,159.9804629,18,
1884,null,null,POL,161.9275744,18,
1885,null,null,POL,163.8861339,18,
1886,null,null,POL,165.8546616,18,
1887,null,null,POL,167.8316099,18,
1888,null,null,POL,169.8153632,18,
1889,null,null,POL,171.8042366,18,
1890,null,null,POL,186.9611785,18,
1891,null,null,POL,175.7902589,18,
1892,null,null,POL,177.7836911,18,
1893,null,null,POL,179.7748105,18,
1894,null,null,POL,181.7615855,18,
1895,null,null,POL,183.7419159,18,
1896,null,null,POL,185.7136337,18,
1897,null,null,POL,187.6745043,18,
1898,null,null,POL,189.6222275,18,
1899,null,null,POL,191.5544389,18,
1900,null,null,POL,202.4717409,18,
1901,null,null,POL,195.3625604,18,
1902,null,null,POL,197.233439,18,
1903,null,null,POL,199.0787481,18,
1904,null,null,POL,200.8958352,18,
1905,null,null,POL,202.6819985,18,
1906,null,null,POL,204.4344906,18,
1907,null,null,POL,206.1505218,18,
1908,null,null,POL,207.8272647,18,
1909,null,null,POL,209.4618582,18,
1910,null,null,POL,217.965942,18,
1911,null,null,POL,212.5930134,18,
1912,null,null,POL,214.0837291,18,
1913,null,null,POL,218.5058667,18,
1914,null,null,POL,216.9007163,18,
1915,null,null,POL,218.2210823,18,
1916,null,null,POL,219.4787649,18,
1917,null,null,POL,220.6708287,18,
1918,null,null,POL,221.794358,18,
1919,null,null,POL,222.8464637,18,
1920,null,null,POL,196.074452,18,
1921,null,null,POL,199.0358569,18,
1922,null,null,POL,203.9851661,18,
1923,null,null,POL,209.1717149,18,
1924,null,null,POL,212.632141,18,
1925,null,null,POL,216.1743739,18,
1926,null,null,POL,219.3648377,18,
1927,null,null,POL,222.089003,18,
1928,null,null,POL,225.0422271,18,
1929,null,null,POL,227.8809218,18,
1930,null,null,POL,230.7277972,18,
1931,null,null,POL,234.0900552,18,
1932,null,null,POL,237.4195905,18,
1933,null,null,POL,240.6836804,18,
1934,null,null,POL,243.5469172,18,
1935,null,null,POL,246.4755993,18,
1936,null,null,POL,249.2733906,18,
1937,null,null,POL,251.8912071,18,
1938,null,null,POL,254.1081704,18,
1939,null,null,POL,256.5869153,18,
1940,null,null,POL,245.5920863,18,
1941,null,null,POL,222.9335677,18,
1942,null,null,POL,221.7260611,18,
1943,null,null,POL,220.4065566,18,
1944,null,null,POL,218.9753873,18,
1945,null,null,POL,217.4330993,18,
1946,null,null,POL,196.0008259,18,
1947,null,null,POL,194.1601737,18,
1948,null,null,POL,196.1726201,18,
1949,null,null,POL,199.690311,18,
1950,null,null,POL,203.077111,18,
1951,null,null,POL,206.6602473,18,
1952,null,null,POL,210.4969845,18,
1953,null,null,POL,214.5055159,18,
1954,null,null,POL,218.5467701,18,
1955,null,null,POL,222.6861923,18,
1956,null,null,POL,226.9646861,18,
1957,null,null,POL,230.9813982,18,
1958,null,null,POL,234.728148,18,
1959,null,null,POL,238.4830785,18,
1960,null,null,POL,242.0662147,18,
1961,null,null,POL,245.2484978,18,
1962,null,null,POL,248.1199153,18,
1963,null,null,POL,250.8358998,18,
1964,null,null,POL,253.4046322,18,
1965,null,null,POL,255.7443057,18,
1966,null,null,POL,257.9530883,18,
1967,null,null,POL,260.0227994,18,
1968,null,null,POL,262.0679685,18,
1969,null,null,POL,264.0804149,18,
1970,null,null,POL,266.0846806,18,
1971,null,null,POL,268.1462111,18,
1972,null,null,POL,270.2895483,18,
1973,null,null,POL,272.6701251,18,
1974,null,null,POL,275.2224962,18,
1975,null,null,POL,277.8893967,18,
1976,null,null,POL,280.5890199,18,
1977,null,null,POL,283.2231977,18,
1978,null,null,POL,285.742846,18,
1979,null,null,POL,288.4261079,18,
1980,null,null,POL,291.052105,18,
1981,null,null,POL,293.7026442,18,
1982,null,null,POL,296.361364,18,
1983,null,null,POL,299.1755167,18,
1984,null,null,POL,301.8996819,18,
1985,null,null,POL,304.5338597,18,
1986,null,null,POL,306.8080878,18,
1987,null,null,POL,308.7469081,18,
1988,null,null,POL,309.7776733,18,
1989,null,null,POL,310.620283,18,
1990,null,null,POL,311.8392038,18,
1991,null,null,POL,312.9517757,18,
1992,null,null,POL,313.9089149,18,
1993,null,null,POL,314.7106212,18,
1994,null,null,POL,315.373256,18,
1995,null,null,POL,315.8068318,18,
1996,null,null,POL,316.0440714,18,
1997,null,null,POL,316.2485883,18,
1998,null,null,POL,316.3631178,18,
1999,null,null,POL,316.3385758,18,
2000,null,null,POL,316.2485883,18,
2001,null,null,POL,316.1586009,18,
2002,null,null,POL,316.0113487,18,
2003,null,null,POL,315.7986511,18,
2004,null,null,POL,315.6104956,18,
2005,null,null,POL,315.4714241,18,
2006,null,null,POL,315.2750878,18,
2007,null,null,POL,315.1032936,18,
2008,null,null,POL,315.144197,18,
2009,null,null,POL,315.4059787,18,
2010,null,null,POL,315.6432183,18,
2011,null,null,POL,315.8068318,18,
2012,null,null,POL,315.8068318,18,
2013,null,null,POL,315.6186763,18,
2014,null,null,POL,315.3814366,18,
2015,null,null,POL,315.1687391,18,
2016,null,null,POL,314.9969448,18,
1841,null,null,PRT,100,19,
1842,null,null,PRT,100.2960969,19,
1843,null,null,PRT,100.6191117,19,
1844,null,null,PRT,100.9152086,19,
1845,null,null,PRT,101.2113055,19,
1846,null,null,PRT,101.5074024,19,
1847,null,null,PRT,101.8304172,19,
1848,null,null,PRT,102.1265141,19,
1849,null,null,PRT,102.3956931,19,
1850,null,null,PRT,102.7187079,19,
1851,null,null,PRT,103.0148048,19,
1852,null,null,PRT,103.3378197,19,
1853,null,null,PRT,103.6339166,19,
1854,null,null,PRT,103.8492598,19,
1855,null,null,PRT,104.0915209,19,
1856,null,null,PRT,104.3068641,19,
1857,null,null,PRT,104.6837147,19,
1858,null,null,PRT,105.6527591,19,
1859,null,null,PRT,106.6756393,19,
1860,null,null,PRT,107.6716016,19,
1861,null,null,PRT,109.6635262,19,
1862,null,null,PRT,110.7133244,19,
1863,null,null,PRT,111.1978466,19,
1864,null,null,PRT,112.4091521,19,
1865,null,null,PRT,113.0820996,19,
1866,null,null,PRT,113.7550471,19,
1867,null,null,PRT,114.4279946,19,
1868,null,null,PRT,115.1009421,19,
1869,null,null,PRT,115.8008075,19,
1870,null,null,PRT,116.473755,19,
1871,null,null,PRT,117.1736205,19,
1872,null,null,PRT,117.8734859,19,
1873,null,null,PRT,118.5733513,19,
1874,null,null,PRT,119.2732167,19,
1875,null,null,PRT,120,19,
1876,null,null,PRT,120.6998654,19,
1877,null,null,PRT,121.4266487,19,
1878,null,null,PRT,122.153432,19,
1879,null,null,PRT,123.0417227,19,
1880,null,null,PRT,124.0915209,19,
1881,null,null,PRT,125.1951548,19,
1882,null,null,PRT,126.2718708,19,
1883,null,null,PRT,127.3755047,19,
1884,null,null,PRT,128.4791386,19,
1885,null,null,PRT,129.6096904,19,
1886,null,null,PRT,130.7402423,19,
1887,null,null,PRT,131.8707941,19,
1888,null,null,PRT,133.0282638,19,
1889,null,null,PRT,134.1857335,19,
1890,null,null,PRT,135.3432032,19,
1891,null,null,PRT,136.4199192,19,
1892,null,null,PRT,137.3889637,19,
1893,null,null,PRT,138.384926,19,
1894,null,null,PRT,139.3808883,19,
1895,null,null,PRT,140.3768506,19,
1896,null,null,PRT,141.3728129,19,
1897,null,null,PRT,142.3956931,19,
1898,null,null,PRT,143.3916555,19,
1899,null,null,PRT,144.4414536,19,
1900,null,null,PRT,145.4643338,19,
1901,null,null,PRT,146.6218035,19,
1902,null,null,PRT,147.8869448,19,
1903,null,null,PRT,149.1520861,19,
1904,null,null,PRT,150.4441454,19,
1905,null,null,PRT,151.7362046,19,
1906,null,null,PRT,153.0551817,19,
1907,null,null,PRT,154.3741588,19,
1908,null,null,PRT,155.6931359,19,
1909,null,null,PRT,157.039031,19,
1910,null,null,PRT,158.384926,19,
1911,null,null,PRT,159.7577389,19,
1912,null,null,PRT,160.538358,19,
1913,null,null,PRT,160.7537012,19,
1914,null,null,PRT,160.9690444,19,
1915,null,null,PRT,161.1843876,19,
1916,null,null,PRT,161.3997308,19,
1917,null,null,PRT,161.6419919,19,
1918,null,null,PRT,161.8573351,19,
1919,null,null,PRT,162.0726783,19,
1920,null,null,PRT,162.2880215,19,
1921,null,null,PRT,163.4185734,19,
1922,null,null,PRT,165.4374159,19,
1923,null,null,PRT,167.5100942,19,
1924,null,null,PRT,169.5827725,19,
1925,null,null,PRT,171.6823688,19,
1926,null,null,PRT,173.8088829,19,
1927,null,null,PRT,175.9892328,19,
1928,null,null,PRT,178.1695828,19,
1929,null,null,PRT,180.3768506,19,
1930,null,null,PRT,182.6110363,19,
1931,null,null,PRT,184.8990579,19,
1932,null,null,PRT,187.1870794,19,
1933,null,null,PRT,189.5020188,19,
1934,null,null,PRT,191.8438762,19,
1935,null,null,PRT,194.2395693,19,
1936,null,null,PRT,196.6352624,19,
1937,null,null,PRT,199.0847914,19,
1938,null,null,PRT,201.5612382,19,
1939,null,null,PRT,204.064603,19,
1940,null,null,PRT,206.5948856,19,
1941,null,null,PRT,208.8021534,19,
1942,null,null,PRT,210.6594886,19,
1943,null,null,PRT,212.5437416,19,
1944,null,null,PRT,214.4549125,19,
1945,null,null,PRT,216.3660834,19,
1946,null,null,PRT,218.3041723,19,
1947,null,null,PRT,220.269179,19,
1948,null,null,PRT,222.2341857,19,
1949,null,null,PRT,224.1991925,19,
1950,null,null,PRT,227.2678331,19,
1951,null,null,PRT,228.5329744,19,
1952,null,null,PRT,229.5020188,19,
1953,null,null,PRT,230.9286676,19,
1954,null,null,PRT,232.3553163,19,
1955,null,null,PRT,233.9973082,19,
1956,null,null,PRT,235.6931359,19,
1957,null,null,PRT,237.3620458,19,
1958,null,null,PRT,239.2732167,19,
1959,null,null,PRT,241.2382234,19,
1960,null,null,PRT,243.2570659,19,
1961,null,null,PRT,243.0955585,19,
1962,null,null,PRT,242.7994616,19,
1963,null,null,PRT,244.4683715,19,
1964,null,null,PRT,245.5720054,19,
1965,null,null,PRT,245.7335128,19,
1966,null,null,PRT,245.1951548,19,
1967,null,null,PRT,245.0336474,19,
1968,null,null,PRT,245.3566622,19,
1969,null,null,PRT,244.87214,19,
1970,null,null,PRT,243.4454913,19,
1971,null,null,PRT,241.9919246,19,
1972,null,null,PRT,241.4535666,19,
1973,null,null,PRT,241.615074,19,
1974,null,null,PRT,244.8990579,19,
1975,null,null,PRT,253.3243607,19,
1976,null,null,PRT,259.0040377,19,
1977,null,null,PRT,260.1076716,19,
1978,null,null,PRT,261.076716,19,
1979,null,null,PRT,261.7765814,19,
1980,null,null,PRT,263.2032301,19,
1981,null,null,PRT,265.141319,19,
1982,null,null,PRT,265.410498,19,
1983,null,null,PRT,265.7335128,19,
1984,null,null,PRT,266.0834455,19,
1985,null,null,PRT,266.4064603,19,
1986,null,null,PRT,266.6756393,19,
1987,null,null,PRT,266.8909825,19,
1988,null,null,PRT,267.0524899,19,
1989,null,null,PRT,267.1063257,19,
1990,null,null,PRT,267.1063257,19,
1991,null,null,PRT,266.487214,19,
1992,null,null,PRT,266.2718708,19,
1993,null,null,PRT,266.5948856,19,
1994,null,null,PRT,267.3216689,19,
1995,null,null,PRT,268.2368775,19,
1996,null,null,PRT,269.2597577,19,
1997,null,null,PRT,270.4710633,19,
1998,null,null,PRT,271.8438762,19,
1999,null,null,PRT,273.3781965,19,
2000,null,null,PRT,275.3162853,19,
2001,null,null,PRT,277.2543742,19,
2002,null,null,PRT,278.7617766,19,
2003,null,null,PRT,279.8115747,19,
2004,null,null,PRT,280.4845222,19,
2005,null,null,PRT,281.0228802,19,
2006,null,null,PRT,281.5074024,19,
2007,null,null,PRT,282.0726783,19,
2008,null,null,PRT,282.4764468,19,
2009,null,null,PRT,282.7456258,19,
2010,null,null,PRT,282.8802153,19,
2011,null,null,PRT,282.4764468,19,
2012,null,null,PRT,281.3189771,19,
2013,null,null,PRT,279.7846568,19,
2014,null,null,PRT,278.2772544,19,
2015,null,null,PRT,277.1197847,19,
2016,null,null,PRT,276.2584118,19,
1841,null,null,ROU,100,20,
1842,null,null,ROU,100.3367451,20,
1843,null,null,ROU,100.6844478,20,
1844,null,null,ROU,101.043128,20,
1845,null,null,ROU,101.4128083,20,
1846,null,null,ROU,101.7935134,20,
1847,null,null,ROU,102.1852705,20,
1848,null,null,ROU,102.5881089,20,
1849,null,null,ROU,103.00206,20,
1850,null,null,ROU,102.0635942,20,
1851,null,null,ROU,103.8634377,20,
1852,null,null,ROU,104.3109379,20,
1853,null,null,ROU,104.7696985,20,
1854,null,null,ROU,105.2397614,20,
1855,null,null,ROU,105.7211707,20,
1856,null,null,ROU,106.2139723,20,
1857,null,null,ROU,106.7182143,20,
1858,null,null,ROU,107.2339464,20,
1859,null,null,ROU,107.7612203,20,
1860,null,null,ROU,108.3000897,20,
1861,null,null,ROU,108.8506098,20,
1862,null,null,ROU,109.4128378,20,
1863,null,null,ROU,109.9868325,20,
1864,null,null,ROU,110.5726544,20,
1865,null,null,ROU,111.1703658,20,
1866,null,null,ROU,111.7800307,20,
1867,null,null,ROU,112.4017144,20,
1868,null,null,ROU,113.035484,20,
1869,null,null,ROU,113.6814082,20,
1870,null,null,ROU,117.1052164,20,
1871,null,null,ROU,115.0100022,20,
1872,null,null,ROU,115.6928167,20,
1873,null,null,ROU,116.388075,20,
1874,null,null,ROU,117.095853,20,
1875,null,null,ROU,117.8162279,20,
1876,null,null,ROU,118.5492783,20,
1877,null,null,ROU,119.2950838,20,
1878,null,null,ROU,120.0537257,20,
1879,null,null,ROU,120.8252861,20,
1880,null,null,ROU,121.6098484,20,
1881,null,null,ROU,122.4074974,20,
1882,null,null,ROU,123.2183185,20,
1883,null,null,ROU,124.0423986,20,
1884,null,null,ROU,124.8798255,20,
1885,null,null,ROU,125.7306878,20,
1886,null,null,ROU,126.5950753,20,
1887,null,null,ROU,127.4730786,20,
1888,null,null,ROU,128.3647891,20,
1889,null,null,ROU,129.2702992,20,
1890,null,null,ROU,132.3382078,20,
1891,null,null,ROU,131.123091,20,
1892,null,null,ROU,132.0705611,20,
1893,null,null,ROU,133.0322072,20,
1894,null,null,ROU,134.0081252,20,
1895,null,null,ROU,134.9984112,20,
1896,null,null,ROU,136.0031623,20,
1897,null,null,ROU,137.0224755,20,
1898,null,null,ROU,138.0564485,20,
1899,null,null,ROU,139.1051795,20,
1900,null,null,ROU,140.337442,20,
1901,null,null,ROU,141.2473086,20,
1902,null,null,ROU,142.3409041,20,
1903,null,null,ROU,143.449652,20,
1904,null,null,ROU,144.5736513,20,
1905,null,null,ROU,145.713001,20,
1906,null,null,ROU,146.8678001,20,
1907,null,null,ROU,148.0381473,20,
1908,null,null,ROU,149.2241415,20,
1909,null,null,ROU,150.4258809,20,
1910,null,null,ROU,151.3858261,20,
1911,null,null,ROU,152.8769881,20,
1912,null,null,ROU,154.1265509,20,
1913,null,null,ROU,159.8188306,20,
1914,null,null,ROU,156.6741794,20,
1915,null,null,ROU,157.972437,20,
1916,null,null,ROU,159.287117,20,
1917,null,null,ROU,160.6183135,20,
1918,null,null,ROU,161.9661197,20,
1919,null,null,ROU,163.330628,20,
1920,null,null,ROU,157.4330941,20,
1921,null,null,ROU,159.206449,20,
1922,null,null,ROU,161.5921855,20,
1923,null,null,ROU,163.8503426,20,
1924,null,null,ROU,166.1084996,20,
1925,null,null,ROU,168.519752,20,
1926,null,null,ROU,170.9437624,20,
1927,null,null,ROU,173.1764035,20,
1928,null,null,ROU,175.549382,20,
1929,null,null,ROU,177.9989083,20,
1930,null,null,ROU,180.4101607,20,
1931,null,null,ROU,183.1403619,20,
1932,null,null,ROU,185.6791938,20,
1933,null,null,ROU,187.9245928,20,
1934,null,null,ROU,190.399635,20,
1935,null,null,ROU,192.2495376,20,
1936,null,null,ROU,194.6352742,20,
1937,null,null,ROU,196.9061891,20,
1938,null,null,ROU,199.0367667,20,
1939,null,null,ROU,200.9504591,20,
1940,null,null,ROU,202.9406991,20,
1941,null,null,ROU,201.2438919,20,
1942,null,null,ROU,202.0731586,20,
1943,null,null,ROU,202.0859165,20,
1944,null,null,ROU,203.4382592,20,
1945,null,null,ROU,203.221374,20,
1946,null,null,ROU,203.7572079,20,
1947,null,null,ROU,202.2007381,20,
1948,null,null,ROU,202.7620879,20,
1949,null,null,ROU,205.1988562,20,
1950,null,null,ROU,208.0949107,20,
1951,null,null,ROU,210.0468769,20,
1952,null,null,ROU,212.1646965,20,
1953,null,null,ROU,214.9331715,20,
1954,null,null,ROU,217.3954557,20,
1955,null,null,ROU,221.0314712,20,
1956,null,null,ROU,224.3230221,20,
1957,null,null,ROU,227.4614777,20,
1958,null,null,ROU,230.3575321,20,
1959,null,null,ROU,232.5263835,20,
1960,null,null,ROU,234.7845405,20,
1961,null,null,ROU,236.8768442,20,
1962,null,null,ROU,238.3312504,20,
1963,null,null,ROU,240.0152997,20,
1964,null,null,ROU,241.469706,20,
1965,null,null,ROU,242.7455009,20,
1966,null,null,ROU,244.1999071,20,
1967,null,null,ROU,246.0370518,20,
1968,null,null,ROU,251.5995177,20,
1969,null,null,ROU,255.286565,20,
1970,null,null,ROU,258.3867467,20,
1971,null,null,ROU,261.1552217,20,
1972,null,null,ROU,263.6175059,20,
1973,null,null,ROU,265.7225675,20,
1974,null,null,ROU,268.2869153,20,
1975,null,null,ROU,271.0426324,20,
1976,null,null,ROU,273.6069802,20,
1977,null,null,ROU,276.3244234,20,
1978,null,null,ROU,278.5315486,20,
1979,null,null,ROU,280.687642,20,
1980,null,null,ROU,282.3334175,20,
