date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate,date2
29/06/2020,region,E12000002,North West,3,123,2020-06-29
28/06/2020,region,E12000002,North West,43,95,2020-06-28
27/06/2020,region,E12000002,North West,27,93,2020-06-27
26/06/2020,region,E12000002,North West,39,105,2020-06-26
25/06/2020,region,E12000002,North West,23,127,2020-06-25
24/06/2020,region,E12000002,North West,8,159,2020-06-24
23/06/2020,region,E12000002,North West,22,126,2020-06-23
22/06/2020,region,E12000002,North West,53,158,2020-06-22
21/06/2020,region,E12000002,North West,38,99,2020-06-21
20/06/2020,region,E12000002,North West,68,118,2020-06-20
19/06/2020,region,E12000002,North West,37,163,2020-06-19
18/06/2020,region,E12000002,North West,52,179,2020-06-18
17/06/2020,region,E12000002,North West,48,184,2020-06-17
16/06/2020,region,E12000002,North West,52,211,2020-06-16
15/06/2020,region,E12000002,North West,67,165,2020-06-15
14/06/2020,region,E12000002,North West,98,148,2020-06-14
13/06/2020,region,E12000002,North West,91,128,2020-06-13
12/06/2020,region,E12000002,North West,91,170,2020-06-12
11/06/2020,region,E12000002,North West,65,177,2020-06-11
10/06/2020,region,E12000002,North West,27,225,2020-06-10
09/06/2020,region,E12000002,North West,97,218,2020-06-09
08/06/2020,region,E12000002,North West,14,165,2020-06-08
07/06/2020,region,E12000002,North West,76,129,2020-06-07
06/06/2020,region,E12000002,North West,79,132,2020-06-06
05/06/2020,region,E12000002,North West,70,203,2020-06-05
04/06/2020,region,E12000002,North West,93,239,2020-06-04
03/06/2020,region,E12000002,North West,95,256,2020-06-03
02/06/2020,region,E12000002,North West,73,286,2020-06-02
01/06/2020,region,E12000002,North West,86,262,2020-06-01
31/05/2020,region,E12000002,North West,82,233,2020-05-31
30/05/2020,region,E12000002,North West,122,216,2020-05-30
29/05/2020,region,E12000002,North West,95,303,2020-05-29
28/05/2020,region,E12000002,North West,78,324,2020-05-28
27/05/2020,region,E12000002,North West,102,295,2020-05-27
26/05/2020,region,E12000002,North West,147,309,2020-05-26
25/05/2020,region,E12000002,North West,121,268,2020-05-25
24/05/2020,region,E12000002,North West,170,263,2020-05-24
23/05/2020,region,E12000002,North West,198,288,2020-05-23
22/05/2020,region,E12000002,North West,227,376,2020-05-22
21/05/2020,region,E12000002,North West,163,427,2020-05-21
20/05/2020,region,E12000002,North West,195,498,2020-05-20
19/05/2020,region,E12000002,North West,151,583,2020-05-19
18/05/2020,region,E12000002,North West,176,410,2020-05-18
17/05/2020,region,E12000002,North West,134,302,2020-05-17
16/05/2020,region,E12000002,North West,174,407,2020-05-16
15/05/2020,region,E12000002,North West,212,394,2020-05-15
14/05/2020,region,E12000002,North West,237,428,2020-05-14
13/05/2020,region,E12000002,North West,187,526,2020-05-13
12/05/2020,region,E12000002,North West,156,550,2020-05-12
11/05/2020,region,E12000002,North West,168,530,2020-05-11
10/05/2020,region,E12000002,North West,194,346,2020-05-10
09/05/2020,region,E12000002,North West,285,344,2020-05-09
08/05/2020,region,E12000002,North West,263,483,2020-05-08
07/05/2020,region,E12000002,North West,600,508,2020-05-07
06/05/2020,region,E12000002,North West,232,585,2020-05-06
05/05/2020,region,E12000002,North West,340,576,2020-05-05
04/05/2020,region,E12000002,North West,303,427,2020-05-04
03/05/2020,region,E12000002,North West,690,493,2020-05-03
02/05/2020,region,E12000002,North West,492,413,2020-05-02
01/05/2020,region,E12000002,North West,420,726,2020-05-01
30/04/2020,region,E12000002,North West,417,773,2020-04-30
29/04/2020,region,E12000002,North West,283,795,2020-04-29
28/04/2020,region,E12000002,North West,340,710,2020-04-28
27/04/2020,region,E12000002,North West,394,622,2020-04-27
26/04/2020,region,E12000002,North West,380,428,2020-04-26
25/04/2020,region,E12000002,North West,457,549,2020-04-25
24/04/2020,region,E12000002,North West,570,750,2020-04-24
23/04/2020,region,E12000002,North West,473,858,2020-04-23
22/04/2020,region,E12000002,North West,421,912,2020-04-22
21/04/2020,region,E12000002,North West,460,693,2020-04-21
20/04/2020,region,E12000002,North West,457,674,2020-04-20
19/04/2020,region,E12000002,North West,634,607,2020-04-19
18/04/2020,region,E12000002,North West,550,863,2020-04-18
17/04/2020,region,E12000002,North West,594,580,2020-04-17
16/04/2020,region,E12000002,North West,0,779,2020-04-16
15/04/2020,region,E12000002,North West,0,692,2020-04-15
14/04/2020,region,E12000002,North West,0,633,2020-04-14
13/04/2020,region,E12000002,North West,0,609,2020-04-13
12/04/2020,region,E12000002,North West,0,487,2020-04-12
11/04/2020,region,E12000002,North West,0,610,2020-04-11
10/04/2020,region,E12000002,North West,0,602,2020-04-10
09/04/2020,region,E12000002,North West,0,804,2020-04-09
08/04/2020,region,E12000002,North West,0,851,2020-04-08
07/04/2020,region,E12000002,North West,0,791,2020-04-07
06/04/2020,region,E12000002,North West,0,874,2020-04-06
05/04/2020,region,E12000002,North West,0,627,2020-04-05
04/04/2020,region,E12000002,North West,0,601,2020-04-04
03/04/2020,region,E12000002,North West,0,682,2020-04-03
02/04/2020,region,E12000002,North West,0,678,2020-04-02
01/04/2020,region,E12000002,North West,0,618,2020-04-01
31/03/2020,region,E12000002,North West,0,555,2020-03-31
30/03/2020,region,E12000002,North West,0,508,2020-03-30
29/03/2020,region,E12000002,North West,0,359,2020-03-29
28/03/2020,region,E12000002,North West,0,322,2020-03-28
27/03/2020,region,E12000002,North West,0,333,2020-03-27
26/03/2020,region,E12000002,North West,0,358,2020-03-26
25/03/2020,region,E12000002,North West,0,255,2020-03-25
24/03/2020,region,E12000002,North West,0,256,2020-03-24
23/03/2020,region,E12000002,North West,0,175,2020-03-23
22/03/2020,region,E12000002,North West,0,117,2020-03-22
21/03/2020,region,E12000002,North West,0,115,2020-03-21
20/03/2020,region,E12000002,North West,0,82,2020-03-20
19/03/2020,region,E12000002,North West,0,98,2020-03-19
18/03/2020,region,E12000002,North West,0,84,2020-03-18
17/03/2020,region,E12000002,North West,0,55,2020-03-17
16/03/2020,region,E12000002,North West,0,56,2020-03-16
15/03/2020,region,E12000002,North West,0,24,2020-03-15
14/03/2020,region,E12000002,North West,0,25,2020-03-14
13/03/2020,region,E12000002,North West,0,43,2020-03-13
12/03/2020,region,E12000002,North West,0,40,2020-03-12
11/03/2020,region,E12000002,North West,0,17,2020-03-11
10/03/2020,region,E12000002,North West,0,15,2020-03-10
09/03/2020,region,E12000002,North West,0,7,2020-03-09
08/03/2020,region,E12000002,North West,0,5,2020-03-08
07/03/2020,region,E12000002,North West,0,8,2020-03-07
06/03/2020,region,E12000002,North West,0,2,2020-03-06
05/03/2020,region,E12000002,North West,0,10,2020-03-05
04/03/2020,region,E12000002,North West,0,2,2020-03-04
03/03/2020,region,E12000002,North West,0,7,2020-03-03
02/03/2020,region,E12000002,North West,0,6,2020-03-02
01/03/2020,region,E12000002,North West,0,7,2020-03-01
29/02/2020,region,E12000002,North West,0,0,2020-02-29
28/02/2020,region,E12000002,North West,0,1,2020-02-28
27/02/2020,region,E12000002,North West,0,,2020-02-27
26/02/2020,region,E12000002,North West,0,,2020-02-26
25/02/2020,region,E12000002,North West,0,,2020-02-25
24/02/2020,region,E12000002,North West,0,,2020-02-24
23/02/2020,region,E12000002,North West,0,,2020-02-23
22/02/2020,region,E12000002,North West,0,,2020-02-22
21/02/2020,region,E12000002,North West,0,,2020-02-21
20/02/2020,region,E12000002,North West,0,,2020-02-20
19/02/2020,region,E12000002,North West,0,,2020-02-19
18/02/2020,region,E12000002,North West,0,,2020-02-18
17/02/2020,region,E12000002,North West,0,,2020-02-17
16/02/2020,region,E12000002,North West,0,,2020-02-16
15/02/2020,region,E12000002,North West,0,,2020-02-15
14/02/2020,region,E12000002,North West,0,,2020-02-14
13/02/2020,region,E12000002,North West,0,,2020-02-13
12/02/2020,region,E12000002,North West,0,,2020-02-12
11/02/2020,region,E12000002,North West,0,,2020-02-11
10/02/2020,region,E12000002,North West,0,,2020-02-10
09/02/2020,region,E12000002,North West,0,,2020-02-09
08/02/2020,region,E12000002,North West,0,,2020-02-08
07/02/2020,region,E12000002,North West,0,,2020-02-07
06/02/2020,region,E12000002,North West,0,,2020-02-06
05/02/2020,region,E12000002,North West,0,,2020-02-05
04/02/2020,region,E12000002,North West,0,,2020-02-04
03/02/2020,region,E12000002,North West,0,,2020-02-03
02/02/2020,region,E12000002,North West,0,,2020-02-02
01/02/2020,region,E12000002,North West,0,,2020-02-01
31/01/2020,region,E12000002,North West,0,,2020-01-31
30/01/2020,region,E12000002,North West,0,,2020-01-30
29/01/2020,region,E12000002,North West,0,,2020-01-29
28/01/2020,region,E12000002,North West,0,,2020-01-28
27/01/2020,region,E12000002,North West,0,,2020-01-27
26/01/2020,region,E12000002,North West,0,,2020-01-26
25/01/2020,region,E12000002,North West,0,,2020-01-25
24/01/2020,region,E12000002,North West,0,,2020-01-24
23/01/2020,region,E12000002,North West,0,,2020-01-23
22/01/2020,region,E12000002,North West,0,,2020-01-22
21/01/2020,region,E12000002,North West,0,,2020-01-21
20/01/2020,region,E12000002,North West,0,,2020-01-20
19/01/2020,region,E12000002,North West,0,,2020-01-19
18/01/2020,region,E12000002,North West,0,,2020-01-18
17/01/2020,region,E12000002,North West,0,,2020-01-17
16/01/2020,region,E12000002,North West,0,,2020-01-16
15/01/2020,region,E12000002,North West,0,,2020-01-15
14/01/2020,region,E12000002,North West,0,,2020-01-14
13/01/2020,region,E12000002,North West,0,,2020-01-13
12/01/2020,region,E12000002,North West,0,,2020-01-12
11/01/2020,region,E12000002,North West,0,,2020-01-11
10/01/2020,region,E12000002,North West,0,,2020-01-10
09/01/2020,region,E12000002,North West,0,,2020-01-09
08/01/2020,region,E12000002,North West,0,,2020-01-08
07/01/2020,region,E12000002,North West,0,,2020-01-07
06/01/2020,region,E12000002,North West,0,,2020-01-06
05/01/2020,region,E12000002,North West,0,,2020-01-05
04/01/2020,region,E12000002,North West,0,,2020-01-04
03/01/2020,region,E12000002,North West,0,,2020-01-03
02/12/2020,region,E12000003,Yorkshire and The Humber,1347,,2020-12-02
01/12/2020,region,E12000003,Yorkshire and The Humber,1237,114,2020-12-01
30/11/2020,region,E12000003,Yorkshire and The Humber,1119,1264,2020-11-30
29/11/2020,region,E12000003,Yorkshire and The Humber,1181,980,2020-11-29
28/11/2020,region,E12000003,Yorkshire and The Humber,1663,1055,2020-11-28
27/11/2020,region,E12000003,Yorkshire and The Humber,1424,1294,2020-11-27
26/11/2020,region,E12000003,Yorkshire and The Humber,1805,1384,2020-11-26
25/11/2020,region,E12000003,Yorkshire and The Humber,1984,1589,2020-11-25
24/11/2020,region,E12000003,Yorkshire and The Humber,1335,1759,2020-11-24
23/11/2020,region,E12000003,Yorkshire and The Humber,1667,2059,2020-11-23
22/11/2020,region,E12000003,Yorkshire and The Humber,1748,1350,2020-11-22
21/11/2020,region,E12000003,Yorkshire and The Humber,2220,1365,2020-11-21
20/11/2020,region,E12000003,Yorkshire and The Humber,2711,1935,2020-11-20
19/11/2020,region,E12000003,Yorkshire and The Humber,3025,2087,2020-11-19
18/11/2020,region,E12000003,Yorkshire and The Humber,2907,2581,2020-11-18
17/11/2020,region,E12000003,Yorkshire and The Humber,2540,3052,2020-11-17
16/11/2020,region,E12000003,Yorkshire and The Humber,3595,3266,2020-11-16
15/11/2020,region,E12000003,Yorkshire and The Humber,3306,2094,2020-11-15
14/11/2020,region,E12000003,Yorkshire and The Humber,3332,2504,2020-11-14
13/11/2020,region,E12000003,Yorkshire and The Humber,3832,3077,2020-11-13
12/11/2020,region,E12000003,Yorkshire and The Humber,4583,3198,2020-11-12
11/11/2020,region,E12000003,Yorkshire and The Humber,3163,3701,2020-11-11
10/11/2020,region,E12000003,Yorkshire and The Humber,3001,3771,2020-11-10
09/11/2020,region,E12000003,Yorkshire and The Humber,2804,4489,2020-11-09
08/11/2020,region,E12000003,Yorkshire and The Humber,3731,2892,2020-11-08
07/11/2020,region,E12000003,Yorkshire and The Humber,4014,2834,2020-11-07
06/11/2020,region,E12000003,Yorkshire and The Humber,3592,3634,2020-11-06
05/11/2020,region,E12000003,Yorkshire and The Humber,4084,3585,2020-11-05
04/11/2020,region,E12000003,Yorkshire and The Humber,3617,3508,2020-11-04
03/11/2020,region,E12000003,Yorkshire and The Humber,2994,3947,2020-11-03
02/11/2020,region,E12000003,Yorkshire and The Humber,2906,4668,2020-11-02
01/11/2020,region,E12000003,Yorkshire and The Humber,3800,2818,2020-11-01
31/10/2020,region,E12000003,Yorkshire and The Humber,3638,2631,2020-10-31
30/10/2020,region,E12000003,Yorkshire and The Humber,3425,3464,2020-10-30
29/10/2020,region,E12000003,Yorkshire and The Humber,3387,3456,2020-10-29
28/10/2020,region,E12000003,Yorkshire and The Humber,3765,3582,2020-10-28
27/10/2020,region,E12000003,Yorkshire and The Humber,3565,3579,2020-10-27
26/10/2020,region,E12000003,Yorkshire and The Humber,3000,3850,2020-10-26
25/10/2020,region,E12000003,Yorkshire and The Humber,2380,2152,2020-10-25
24/10/2020,region,E12000003,Yorkshire and The Humber,3261,2250,2020-10-24
23/10/2020,region,E12000003,Yorkshire and The Humber,2745,2979,2020-10-23
22/10/2020,region,E12000003,Yorkshire and The Humber,2861,3301,2020-10-22
21/10/2020,region,E12000003,Yorkshire and The Humber,4129,3492,2020-10-21
20/10/2020,region,E12000003,Yorkshire and The Humber,3189,3567,2020-10-20
19/10/2020,region,E12000003,Yorkshire and The Humber,2699,3824,2020-10-19
18/10/2020,region,E12000003,Yorkshire and The Humber,2897,2217,2020-10-18
17/10/2020,region,E12000003,Yorkshire and The Humber,2127,2368,2020-10-17
16/10/2020,region,E12000003,Yorkshire and The Humber,1755,2430,2020-10-16
15/10/2020,region,E12000003,Yorkshire and The Humber,2515,2488,2020-10-15
14/10/2020,region,E12000003,Yorkshire and The Humber,2717,2772,2020-10-14
13/10/2020,region,E12000003,Yorkshire and The Humber,2230,2529,2020-10-13
12/10/2020,region,E12000003,Yorkshire and The Humber,1953,2742,2020-10-12
11/10/2020,region,E12000003,Yorkshire and The Humber,2003,1619,2020-10-11
10/10/2020,region,E12000003,Yorkshire and The Humber,2289,1916,2020-10-10
09/10/2020,region,E12000003,Yorkshire and The Humber,1160,1867,2020-10-09
08/10/2020,region,E12000003,Yorkshire and The Humber,2347,2424,2020-10-08
07/10/2020,region,E12000003,Yorkshire and The Humber,1655,2657,2020-10-07
06/10/2020,region,E12000003,Yorkshire and The Humber,2437,2414,2020-10-06
05/10/2020,region,E12000003,Yorkshire and The Humber,2194,2266,2020-10-05
04/10/2020,region,E12000003,Yorkshire and The Humber,3606,1676,2020-10-04
03/10/2020,region,E12000003,Yorkshire and The Humber,1759,1656,2020-10-03
02/10/2020,region,E12000003,Yorkshire and The Humber,718,2204,2020-10-02
01/10/2020,region,E12000003,Yorkshire and The Humber,823,2133,2020-10-01
30/09/2020,region,E12000003,Yorkshire and The Humber,1059,1786,2020-09-30
29/09/2020,region,E12000003,Yorkshire and The Humber,829,1381,2020-09-29
28/09/2020,region,E12000003,Yorkshire and The Humber,525,1449,2020-09-28
27/09/2020,region,E12000003,Yorkshire and The Humber,636,1024,2020-09-27
26/09/2020,region,E12000003,Yorkshire and The Humber,682,822,2020-09-26
25/09/2020,region,E12000003,Yorkshire and The Humber,762,801,2020-09-25
24/09/2020,region,E12000003,Yorkshire and The Humber,808,923,2020-09-24
23/09/2020,region,E12000003,Yorkshire and The Humber,683,728,2020-09-23
22/09/2020,region,E12000003,Yorkshire and The Humber,505,714,2020-09-22
21/09/2020,region,E12000003,Yorkshire and The Humber,492,616,2020-09-21
20/09/2020,region,E12000003,Yorkshire and The Humber,445,665,2020-09-20
19/09/2020,region,E12000003,Yorkshire and The Humber,529,559,2020-09-19
18/09/2020,region,E12000003,Yorkshire and The Humber,517,557,2020-09-18
17/09/2020,region,E12000003,Yorkshire and The Humber,402,569,2020-09-17
16/09/2020,region,E12000003,Yorkshire and The Humber,511,545,2020-09-16
15/09/2020,region,E12000003,Yorkshire and The Humber,387,419,2020-09-15
14/09/2020,region,E12000003,Yorkshire and The Humber,356,387,2020-09-14
13/09/2020,region,E12000003,Yorkshire and The Humber,413,297,2020-09-13
12/09/2020,region,E12000003,Yorkshire and The Humber,418,314,2020-09-12
11/09/2020,region,E12000003,Yorkshire and The Humber,387,384,2020-09-11
10/09/2020,region,E12000003,Yorkshire and The Humber,343,461,2020-09-10
09/09/2020,region,E12000003,Yorkshire and The Humber,294,393,2020-09-09
