date,company,value
2007-08-01,Facebook (Meta),0.00
2007-09-01,Facebook (Meta),0.00
2007-10-01,Facebook (Meta),0.00
2007-11-01,Facebook (Meta),0.00
2007-12-01,Facebook (Meta),0.00
2008-01-01,Facebook (Meta),0.00
2008-02-01,Facebook (Meta),0.00
2008-03-01,Facebook (Meta),0.00
2008-04-01,Facebook (Meta),0.00
2008-05-01,Facebook (Meta),0.00
2008-06-01,Facebook (Meta),0.00
2008-07-01,Facebook (Meta),0.00
2008-08-01,Facebook (Meta),0.00
2008-09-01,Facebook (Meta),0.00
2008-10-01,Facebook (Meta),0.00
2008-11-01,Facebook (Meta),0.00
2008-12-01,Facebook (Meta),0.00
2009-01-01,Facebook (Meta),0.00
2009-02-01,Facebook (Meta),0.00
2009-03-01,Facebook (Meta),0.00
2009-04-01,Facebook (Meta),0.00
2009-05-01,Facebook (Meta),0.00
2009-06-01,Facebook (Meta),0.00
2009-07-01,Facebook (Meta),0.00
2009-08-01,Facebook (Meta),0.00
2009-09-01,Facebook (Meta),0.00
2009-10-01,Facebook (Meta),0.00
2009-11-01,Facebook (Meta),0.00
2009-12-01,Facebook (Meta),0.00
2010-01-01,Facebook (Meta),0.00
2010-02-01,Facebook (Meta),0.00
2010-03-01,Facebook (Meta),0.00
2010-04-01,Facebook (Meta),0.00
2010-05-01,Facebook (Meta),0.00
2010-06-01,Facebook (Meta),0.00
2010-07-01,Facebook (Meta),0.00
2010-08-01,Facebook (Meta),0.00
2010-09-01,Facebook (Meta),0.00
2010-10-01,Facebook (Meta),0.00
2010-11-01,Facebook (Meta),0.00
2010-12-01,Facebook (Meta),0.00
2011-01-01,Facebook (Meta),0.00
2011-02-01,Facebook (Meta),0.00
2011-03-01,Facebook (Meta),0.00
2011-04-01,Facebook (Meta),0.00
2011-05-01,Facebook (Meta),0.00
2011-06-01,Facebook (Meta),0.00
2011-07-01,Facebook (Meta),0.00
2011-08-01,Facebook (Meta),0.00
2011-09-01,Facebook (Meta),0.00
2011-10-01,Facebook (Meta),0.00
2011-11-01,Facebook (Meta),0.00
2011-12-01,Facebook (Meta),0.00
2012-01-01,Facebook (Meta),0.00
2012-02-01,Facebook (Meta),0.00
2012-03-01,Facebook (Meta),0.00
2012-04-01,Facebook (Meta),0.00
2012-05-01,Facebook (Meta),0.00
2012-06-01,Facebook (Meta),70.40
2012-07-01,Facebook (Meta),73.96
2012-08-01,Facebook (Meta),51.64
2012-09-01,Facebook (Meta),43.62
2012-10-01,Facebook (Meta),52.32
2012-11-01,Facebook (Meta),45.73
2012-12-01,Facebook (Meta),60.66
2013-01-01,Facebook (Meta),57.67
2013-02-01,Facebook (Meta),67.12
2013-03-01,Facebook (Meta),64.91
2013-04-01,Facebook (Meta),60.93
2013-05-01,Facebook (Meta),67.08
2013-06-01,Facebook (Meta),58.82
2013-07-01,Facebook (Meta),60.10
2013-08-01,Facebook (Meta),89.62
2013-09-01,Facebook (Meta),100.56
2013-10-01,Facebook (Meta),122.33
2013-11-01,Facebook (Meta),122.27
2013-12-01,Facebook (Meta),115.40
2014-01-01,Facebook (Meta),137.63
2014-02-01,Facebook (Meta),159.54
2014-03-01,Facebook (Meta),174.56
2014-04-01,Facebook (Meta),153.60
2014-05-01,Facebook (Meta),153.42
2014-06-01,Facebook (Meta),162.45
2014-07-01,Facebook (Meta),172.69
2014-08-01,Facebook (Meta),188.89
2014-09-01,Facebook (Meta),194.54
2014-10-01,Facebook (Meta),205.51
2014-11-01,Facebook (Meta),209.06
2014-12-01,Facebook (Meta),216.62
2015-01-01,Facebook (Meta),217.51
2015-02-01,Facebook (Meta),212.47
2015-03-01,Facebook (Meta),221.04
2015-04-01,Facebook (Meta),230.12
2015-05-01,Facebook (Meta),221.20
2015-06-01,Facebook (Meta),222.38
2015-07-01,Facebook (Meta),240.85
2015-08-01,Facebook (Meta),264.88
2015-09-01,Facebook (Meta),251.97
2015-10-01,Facebook (Meta),253.30
2015-11-01,Facebook (Meta),287.31
2015-12-01,Facebook (Meta),294.79
2016-01-01,Facebook (Meta),295.98
2016-02-01,Facebook (Meta),319.38
2016-03-01,Facebook (Meta),304.32
2016-04-01,Facebook (Meta),324.76
2016-05-01,Facebook (Meta),336.66
2016-06-01,Facebook (Meta),340.18
2016-07-01,Facebook (Meta),326.88
2016-08-01,Facebook (Meta),355.87
2016-09-01,Facebook (Meta),362.13
2016-10-01,Facebook (Meta),368.31
2016-11-01,Facebook (Meta),376.12
2016-12-01,Facebook (Meta),342.14
2017-01-01,Facebook (Meta),332.40
2017-02-01,Facebook (Meta),376.52
2017-03-01,Facebook (Meta),391.71
2017-04-01,Facebook (Meta),410.52
2017-05-01,Facebook (Meta),435.33
2017-06-01,Facebook (Meta),438.96
2017-07-01,Facebook (Meta),437.57
2017-08-01,Facebook (Meta),491.54
2017-09-01,Facebook (Meta),499.43
2017-10-01,Facebook (Meta),496.24
2017-11-01,Facebook (Meta),522.93
2017-12-01,Facebook (Meta),514.85
2018-01-01,Facebook (Meta),512.76
2018-02-01,Facebook (Meta),543.07
2018-03-01,Facebook (Meta),518.02
2018-04-01,Facebook (Meta),464.19
2018-05-01,Facebook (Meta),498.06
2018-06-01,Facebook (Meta),555.34
2018-07-01,Facebook (Meta),562.70
2018-08-01,Facebook (Meta),498.28
2018-09-01,Facebook (Meta),507.37
2018-10-01,Facebook (Meta),474.83
2018-11-01,Facebook (Meta),436.85
2018-12-01,Facebook (Meta),404.68
2019-01-01,Facebook (Meta),377.28
2019-02-01,Facebook (Meta),475.73
2019-03-01,Facebook (Meta),460.78
2019-04-01,Facebook (Meta),475.73
2019-05-01,Facebook (Meta),552.10
2019-06-01,Facebook (Meta),506.62
2019-07-01,Facebook (Meta),550.96
2019-08-01,Facebook (Meta),554.13
2019-09-01,Facebook (Meta),529.71
2019-10-01,Facebook (Meta),508.05
2019-11-01,Facebook (Meta),546.54
2019-12-01,Facebook (Meta),575.03
2020-01-01,Facebook (Meta),585.32
2020-02-01,Facebook (Meta),575.53
2020-03-01,Facebook (Meta),548.63
2020-04-01,Facebook (Meta),475.46
2020-05-01,Facebook (Meta),583.24
2020-06-01,Facebook (Meta),641.30
2020-07-01,Facebook (Meta),647.45
2020-08-01,Facebook (Meta),722.66
2020-09-01,Facebook (Meta),835.27
2020-10-01,Facebook (Meta),746.10
2020-11-01,Facebook (Meta),749.41
2020-12-01,Facebook (Meta),788.89
2021-01-01,Facebook (Meta),778.04
2021-02-01,Facebook (Meta),735.64
2021-03-01,Facebook (Meta),733.62
2021-04-01,Facebook (Meta),838.72
2021-05-01,Facebook (Meta),921.75
2021-06-01,Facebook (Meta),932.10
2021-07-01,Facebook (Meta),985.92
2021-08-01,Facebook (Meta),1004.57
2021-09-01,Facebook (Meta),1069.64
2021-10-01,Facebook (Meta),956.89
2021-11-01,Facebook (Meta),900.09
2021-12-01,Facebook (Meta),902.57
2022-01-01,Facebook (Meta),935.64
2022-02-01,Facebook (Meta),871.41
2022-03-01,Facebook (Meta),574.41
2022-04-01,Facebook (Meta),605.25
2022-05-01,Facebook (Meta),542.54
2022-06-01,Facebook (Meta),524.05
2022-07-01,Facebook (Meta),436.39
2022-08-01,Facebook (Meta),427.59
2022-09-01,Facebook (Meta),437.88
2022-10-01,Facebook (Meta),364.65
2022-11-01,Facebook (Meta),247.02
