date,series,value
2021-12-11,2021,91932
2021-12-12,2021,92141
2021-12-13,2021,92439
2021-12-14,2021,92373
2021-12-15,2021,92336
2021-12-16,2021,92441
2021-12-17,2021,92972
2021-12-18,2021,93797
2021-12-19,2021,94302
2021-12-20,2021,94571
2021-12-21,2021,95201
2021-12-22,2021,95926
2021-12-23,2021,96168
2021-12-24,2021,94020
2021-12-25,2021,91014
2021-12-26,2021,90063
2021-12-27,2021,89304
2021-12-28,2021,88383
2021-12-29,2021,87304
2021-12-30,2021,86243
2021-12-31,2021,85713
2021-01-01,2022,85816
2021-01-02,2022,85734
2021-01-03,2022,85613
2021-01-04,2022,85757
2021-01-05,2022,85662
2021-01-06,2022,85463
2021-01-07,2022,86728
2021-01-08,2022,88927
2021-01-09,2022,89244
2021-01-10,2022,89037
2021-01-11,2022,88425
2021-01-12,2022,87947
2021-01-13,2022,87821
2021-01-14,2022,87724
2021-01-15,2022,87115
2021-01-16,2022,85829
2021-01-17,2022,85088
2021-01-18,2022,84839
2021-01-19,2022,84581
2021-01-20,2022,84536
2021-01-21,2022,84595
2021-01-22,2022,84564
2021-01-23,2022,85145
2021-01-24,2022,85548
2021-01-25,2022,85654
2021-01-26,2022,85932
2021-01-27,2022,86095
2021-01-28,2022,86218
2021-01-29,2022,86005
2021-01-30,2022,85976
2021-01-31,2022,85487
2021-02-01,2022,84719
2021-02-02,2022,83681
2021-02-03,2022,82331
2021-02-04,2022,81291
2021-02-05,2022,81627
2021-02-06,2022,82089
2021-02-07,2022,83219
2021-02-08,2022,84674
2021-02-09,2022,86261
2021-02-10,2022,88361
2021-02-11,2022,90058
2021-02-12,2022,90841
2021-02-13,2022,90877
2021-02-14,2022,91087
2021-02-15,2022,91330
2021-02-16,2022,91554
2021-02-17,2022,91372
2021-02-18,2022,91457
2021-02-19,2022,91992
2021-02-20,2022,92466
2021-02-21,2022,92461
2021-02-22,2022,92181
2021-02-23,2022,92266
2021-02-24,2022,92384
2021-02-25,2022,92700
2021-02-26,2022,92891
2021-02-27,2022,93207
2021-02-28,2022,93676
2021-03-01,2022,94409
2021-03-02,2022,94822
2021-03-03,2022,95303
2021-03-04,2022,95443
2021-03-05,2022,94930
2021-03-06,2022,94704
2021-03-07,2022,94430
2021-03-08,2022,94101
2021-03-09,2022,93547
2021-03-10,2022,93308
2021-03-11,2022,92849
2021-03-12,2022,92450
2021-03-13,2022,92659
2021-03-14,2022,92779
2021-03-15,2022,92727
2021-03-16,2022,92693
2021-03-17,2022,92398
2021-03-18,2022,92275
2021-03-19,2022,92339
2021-03-20,2022,92105
2021-03-21,2022,91871
2021-03-22,2022,91530
2021-03-23,2022,91357
2021-03-24,2022,91277
2021-03-25,2022,91405
2021-03-26,2022,91453
2021-03-27,2022,91709
2021-03-28,2022,92257
2021-03-29,2022,93458
2021-03-30,2022,95120
2021-03-31,2022,97085
2021-04-01,2022,97078
2021-04-02,2022,96417
2021-04-03,2022,95264
2021-04-04,2022,93989
2021-04-05,2022,92310
2021-04-06,2022,90312
2021-04-07,2022,87738
2021-04-08,2022,87165
2021-04-09,2022,87426
2021-04-10,2022,87732
2021-04-11,2022,88061
2021-04-12,2022,88431
2021-04-13,2022,88758
2021-04-14,2022,89248
2021-04-15,2022,88816
2021-04-16,2022,88483
2021-04-17,2022,88097
2021-04-18,2022,88001
2021-04-19,2022,88382
2021-04-20,2022,88706
2021-04-21,2022,88810
2021-04-22,2022,89329
2021-04-23,2022,89681
2021-04-24,2022,90126
2021-04-25,2022,90531
2021-04-26,2022,90748
2021-04-27,2022,91088
2021-04-28,2022,91653
2021-04-29,2022,92410
2021-04-30,2022,92860
2021-05-01,2022,93087
2021-05-02,2022,93150
2021-05-03,2022,93518
2021-05-04,2022,93788
2021-05-05,2022,93994
2021-05-06,2022,93998
2021-05-07,2022,94025
2021-05-08,2022,94327
2021-05-09,2022,94821
2021-05-10,2022,95129
2021-05-11,2022,95212
2021-05-12,2022,95346
2021-05-13,2022,95469
2021-05-14,2022,95788
2021-05-15,2022,96104
2021-05-16,2022,96303
2021-05-17,2022,96311
2021-05-18,2022,96494
2021-05-19,2022,96632
2021-05-20,2022,96615
2021-05-21,2022,96557
2021-05-22,2022,96455
2021-05-23,2022,96418
2021-05-24,2022,96450
2021-05-25,2022,96484
2021-05-26,2022,96449
2021-05-27,2022,96450
2021-05-28,2022,96626
2021-05-29,2022,96587
2021-05-30,2022,96501
2021-05-31,2022,96379
2021-06-01,2022,96618
2021-06-02,2022,96788
2021-06-03,2022,97094
2021-06-04,2022,97287
2021-06-05,2022,97915
2021-06-06,2022,98568
2021-06-07,2022,99353
2021-06-08,2022,99736
2021-06-09,2022,100364
2021-06-10,2022,101133
2021-06-11,2022,101807
2021-06-12,2022,102140
2021-06-13,2022,102466
2021-06-14,2022,102623
2021-06-15,2022,103163
2021-06-16,2022,103036
2021-06-17,2022,103023
2021-06-18,2022,103001
2021-06-19,2022,103068
2021-06-20,2022,103309
2021-06-21,2022,103569
2021-06-22,2022,103404
2021-06-23,2022,103821
2021-06-24,2022,103865
2021-06-25,2022,104195
2021-06-26,2022,104479
2021-06-27,2022,104512
2021-06-28,2022,104765
2021-06-29,2022,104956
2021-06-30,2022,105090
2021-07-01,2022,105240
2021-07-02,2022,105450
2021-07-03,2022,105502
2021-07-04,2022,105064
2021-07-05,2022,104783
2021-07-06,2022,104984
2021-07-07,2022,105193
2021-07-08,2022,105662
2021-07-09,2022,105902
2021-07-10,2022,106185
2021-07-11,2022,107017
2021-07-12,2022,107552
2021-07-13,2022,null
2021-07-14,2022,null
2021-07-15,2022,null
2021-07-16,2022,null
2021-07-17,2022,null
2021-07-18,2022,null
2021-07-19,2022,null
2021-07-20,2022,null
2021-07-21,2022,null
2021-07-22,2022,null
2021-07-23,2022,null
2021-07-24,2022,null
2021-07-25,2022,null
2021-07-26,2022,null
2021-07-27,2022,null
2021-07-28,2022,null
2021-07-29,2022,null
2021-07-30,2022,null
2021-07-31,2022,null
2021-08-01,2022,null
2021-08-02,2022,null
2021-08-03,2022,null
2021-08-04,2022,null
2021-08-05,2022,null
2021-08-06,2022,null
2021-08-07,2022,null
2021-08-08,2022,null
2021-08-09,2022,null
2021-08-10,2022,null
2021-08-11,2022,null
2021-08-12,2022,null
2021-08-13,2022,null
2021-08-14,2022,null
2021-08-15,2022,null
2021-08-16,2022,null
2021-08-17,2022,null
2021-08-18,2022,null
2021-08-19,2022,null
2021-08-20,2022,null
2021-08-21,2022,null
2021-08-22,2022,null
2021-08-23,2022,null
2021-08-24,2022,null
2021-08-25,2022,null
2021-08-26,2022,null
2021-08-27,2022,null
2021-08-28,2022,null
2021-08-29,2022,null
2021-08-30,2022,null
2021-08-31,2022,null
2021-09-01,2022,null
2021-09-02,2022,null
2021-09-03,2022,null
2021-09-04,2022,null
2021-09-05,2022,null
2021-09-06,2022,null
2021-09-07,2022,null
2021-09-08,2022,null
2021-09-09,2022,null
2021-09-10,2022,null
2021-09-11,2022,null
2021-09-12,2022,null
2021-09-13,2022,null
2021-09-14,2022,null
2021-09-15,2022,null
2021-09-16,2022,null
2021-09-17,2022,null
2021-09-18,2022,null
2021-09-19,2022,null
2021-09-20,2022,null
2021-09-21,2022,null
2021-09-22,2022,null
2021-09-23,2022,null
2021-09-24,2022,null
2021-09-25,2022,null
2021-09-26,2022,null
2021-09-27,2022,null
2021-09-28,2022,null
2021-09-29,2022,null
2021-09-30,2022,null
2021-10-01,2022,null
2021-10-02,2022,null
2021-10-03,2022,null
2021-10-04,2022,null
2021-10-05,2022,null
2021-10-06,2022,null
2021-10-07,2022,null
2021-10-08,2022,null
2021-10-09,2022,null
2021-10-10,2022,null
2021-10-11,2022,null
2021-10-12,2022,null
2021-10-13,2022,null
2021-10-14,2022,null
2021-10-15,2022,null
2021-10-16,2022,null
2021-10-17,2022,null
2021-10-18,2022,null
2021-10-19,2022,null
2021-10-20,2022,null
2021-10-21,2022,null
2021-10-22,2022,null
2021-10-23,2022,null
2021-10-24,2022,null
2021-10-25,2022,null
2021-10-26,2022,null
2021-10-27,2022,null
2021-10-28,2022,null
2021-10-29,2022,null
2021-10-30,2022,null
2021-10-31,2022,null
2021-11-01,2022,null
2021-11-02,2022,null
2021-11-03,2022,null
2021-11-04,2022,null
2021-11-05,2022,null
2021-11-06,2022,null
2021-11-07,2022,null
2021-11-08,2022,null
2021-11-09,2022,null
2021-11-10,2022,null
2021-11-11,2022,null
2021-11-12,2022,null
2021-11-13,2022,null
2021-11-14,2022,null
2021-11-15,2022,null
2021-11-16,2022,null
2021-11-17,2022,null
2021-11-18,2022,null
2021-11-19,2022,null
2021-11-20,2022,null
2021-11-21,2022,null
2021-11-22,2022,null
2021-11-23,2022,null
2021-11-24,2022,null
2021-11-25,2022,null
2021-11-26,2022,null
2021-11-27,2022,null
2021-11-28,2022,null
2021-11-29,2022,null
2021-11-30,2022,null
2021-12-01,2022,null
2021-12-02,2022,null
2021-12-03,2022,null
2021-12-04,2022,null
2021-12-05,2022,null
2021-12-06,2022,null
2021-12-07,2022,null
2021-12-08,2022,null
2021-12-09,2022,null
2021-12-10,2022,null
2021-12-11,2022,null
2021-12-12,2022,null
2021-12-13,2022,null
2021-12-14,2022,null
2021-12-15,2022,null
2021-12-16,2022,null
2021-12-17,2022,null
2021-12-18,2022,null
2021-12-19,2022,null
2021-12-20,2022,null
2021-12-21,2022,null
2021-12-22,2022,null
2021-12-23,2022,null
2021-12-24,2022,null
2021-12-25,2022,null
2021-12-26,2022,null
2021-12-27,2022,null
2021-12-28,2022,null
2021-12-29,2022,null
2021-12-30,2022,null
2021-12-31,2022,null
