date,metric,value
2001-09-30,Morttage approvals,103750 
2001-10-31,Morttage approvals,99264 
2001-11-30,Morttage approvals,101028 
2001-12-31,Morttage approvals,108911 
2002-01-31,Morttage approvals,120621 
2002-02-28,Morttage approvals,124830 
2002-03-31,Morttage approvals,123467 
2002-04-30,Morttage approvals,120427 
2002-05-31,Morttage approvals,119332 
2002-06-30,Morttage approvals,117429 
2002-07-31,Morttage approvals,115241 
2002-08-31,Morttage approvals,111579 
2002-09-30,Morttage approvals,116430 
2002-10-31,Morttage approvals,120030 
2002-11-30,Morttage approvals,120000 
2002-12-31,Morttage approvals,112514 
2003-01-31,Morttage approvals,107930 
2003-02-28,Morttage approvals,99857 
2003-03-31,Morttage approvals,96710 
2003-04-30,Morttage approvals,100727 
2003-05-31,Morttage approvals,99979 
2003-06-30,Morttage approvals,106148 
2003-07-31,Morttage approvals,114523 
2003-08-31,Morttage approvals,122764 
2003-09-30,Morttage approvals,128991 
2003-10-31,Morttage approvals,128820 
2003-11-30,Morttage approvals,131747 
2003-12-31,Morttage approvals,132644 
2004-01-31,Morttage approvals,127256 
2004-02-29,Morttage approvals,127525 
2004-03-31,Morttage approvals,122898 
2004-04-30,Morttage approvals,119863 
2004-05-31,Morttage approvals,121505 
2004-06-30,Morttage approvals,110944 
2004-07-31,Morttage approvals,99590 
2004-08-31,Morttage approvals,92983 
2004-09-30,Morttage approvals,86485 
2004-10-31,Morttage approvals,86216 
2004-11-30,Morttage approvals,73666 
2004-12-31,Morttage approvals,83496 
2005-01-31,Morttage approvals,81653 
2005-02-28,Morttage approvals,86278 
2005-03-31,Morttage approvals,91608 
2005-04-30,Morttage approvals,98074 
2005-05-31,Morttage approvals,94768 
2005-06-30,Morttage approvals,94659 
2005-07-31,Morttage approvals,98495 
2005-08-31,Morttage approvals,102789 
2005-09-30,Morttage approvals,104117 
2005-10-31,Morttage approvals,109662 
2005-11-30,Morttage approvals,111785 
2005-12-31,Morttage approvals,123590 
2006-01-31,Morttage approvals,119819 
2006-02-28,Morttage approvals,114058 
2006-03-31,Morttage approvals,117471 
2006-04-30,Morttage approvals,110068 
2006-05-31,Morttage approvals,115426 
2006-06-30,Morttage approvals,118794 
2006-07-31,Morttage approvals,117688 
2006-08-31,Morttage approvals,118711 
2006-09-30,Morttage approvals,123152 
2006-10-31,Morttage approvals,126278 
2006-11-30,Morttage approvals,126185 
2006-12-31,Morttage approvals,121138 
2007-01-31,Morttage approvals,118474 
2007-02-28,Morttage approvals,119033 
2007-03-31,Morttage approvals,114732 
2007-04-30,Morttage approvals,108703 
2007-05-31,Morttage approvals,114624 
2007-06-30,Morttage approvals,114169 
2007-07-31,Morttage approvals,112802 
2007-08-31,Morttage approvals,107819 
2007-09-30,Morttage approvals,99305 
2007-10-31,Morttage approvals,86262 
2007-11-30,Morttage approvals,79417 
2007-12-31,Morttage approvals,74534 
2008-01-31,Morttage approvals,71398 
2008-02-29,Morttage approvals,70928 
2008-03-31,Morttage approvals,60332 
2008-04-30,Morttage approvals,56871 
2008-05-31,Morttage approvals,40674 
2008-06-30,Morttage approvals,35424 
2008-07-31,Morttage approvals,33058 
2008-08-31,Morttage approvals,32633 
2008-09-30,Morttage approvals,32338 
2008-10-31,Morttage approvals,31604 
2008-11-30,Morttage approvals,26366 
2008-12-31,Morttage approvals,31603 
2009-01-31,Morttage approvals,32456 
2009-02-28,Morttage approvals,40712 
2009-03-31,Morttage approvals,42141 
2009-04-30,Morttage approvals,45346 
2009-05-31,Morttage approvals,47594 
2009-06-30,Morttage approvals,50533 
2009-07-31,Morttage approvals,53399 
2009-08-31,Morttage approvals,52632 
2009-09-30,Morttage approvals,55532 
2009-10-31,Morttage approvals,56090 
2009-11-30,Morttage approvals,57288 
2009-12-31,Morttage approvals,58110 
2010-01-31,Morttage approvals,46443 
2010-02-28,Morttage approvals,47738 
2010-03-31,Morttage approvals,49126 
2010-04-30,Morttage approvals,50229 
2010-05-31,Morttage approvals,50012 
2010-06-30,Morttage approvals,49432 
2010-07-31,Morttage approvals,48793 
2010-08-31,Morttage approvals,47397 
2010-09-30,Morttage approvals,46821 
2010-10-31,Morttage approvals,46866 
2010-11-30,Morttage approvals,46190 
2010-12-31,Morttage approvals,41706 
2011-01-31,Morttage approvals,42901 
2011-02-28,Morttage approvals,47393 
2011-03-31,Morttage approvals,48390 
2011-04-30,Morttage approvals,46043 
2011-05-31,Morttage approvals,47014 
2011-06-30,Morttage approvals,49394 
2011-07-31,Morttage approvals,50861 
2011-08-31,Morttage approvals,52908 
2011-09-30,Morttage approvals,50958 
2011-10-31,Morttage approvals,51763 
2011-11-30,Morttage approvals,52048 
2011-12-31,Morttage approvals,51756 
2012-01-31,Morttage approvals,55590 
2012-02-29,Morttage approvals,50187 
2012-03-31,Morttage approvals,51394 
2012-04-30,Morttage approvals,51884 
2012-05-31,Morttage approvals,49243 
2012-06-30,Morttage approvals,47846 
2012-07-31,Morttage approvals,47285 
2012-08-31,Morttage approvals,48126 
2012-09-30,Morttage approvals,50318 
2012-10-31,Morttage approvals,52262 
2012-11-30,Morttage approvals,53199 
2012-12-31,Morttage approvals,54595 
2013-01-31,Morttage approvals,52291 
2013-02-28,Morttage approvals,52448 
2013-03-31,Morttage approvals,54405 
2013-04-30,Morttage approvals,56160 
2013-05-31,Morttage approvals,58868 
2013-06-30,Morttage approvals,58906 
2013-07-31,Morttage approvals,60729 
2013-08-31,Morttage approvals,62974 
2013-09-30,Morttage approvals,67302 
2013-10-31,Morttage approvals,68591 
2013-11-30,Morttage approvals,70474 
2013-12-31,Morttage approvals,71891 
2014-01-31,Morttage approvals,74047 
2014-02-28,Morttage approvals,69990 
2014-03-31,Morttage approvals,68373 
2014-04-30,Morttage approvals,64990 
2014-05-31,Morttage approvals,61966 
2014-06-30,Morttage approvals,67868 
2014-07-31,Morttage approvals,67048 
2014-08-31,Morttage approvals,65387 
2014-09-30,Morttage approvals,62146 
2014-10-31,Morttage approvals,60350 
2014-11-30,Morttage approvals,59552 
2014-12-31,Morttage approvals,60044 
2015-01-31,Morttage approvals,59112 
2015-02-28,Morttage approvals,61443 
2015-03-31,Morttage approvals,62894 
2015-04-30,Morttage approvals,69051 
2015-05-31,Morttage approvals,64943 
2015-06-30,Morttage approvals,68221 
2015-07-31,Morttage approvals,71063 
2015-08-31,Morttage approvals,72385 
2015-09-30,Morttage approvals,71022 
2015-10-31,Morttage approvals,69985 
2015-11-30,Morttage approvals,70424 
2015-12-31,Morttage approvals,71236 
2016-01-31,Morttage approvals,72351 
2016-02-29,Morttage approvals,71950 
2016-03-31,Morttage approvals,70834 
2016-04-30,Morttage approvals,68762 
2016-05-31,Morttage approvals,67581 
2016-06-30,Morttage approvals,65785 
2016-07-31,Morttage approvals,62956 
2016-08-31,Morttage approvals,61459 
2016-09-30,Morttage approvals,64345 
2016-10-31,Morttage approvals,67439 
2016-11-30,Morttage approvals,68004 
2016-12-31,Morttage approvals,68250 
2017-01-31,Morttage approvals,68007 
2017-02-28,Morttage approvals,68269 
2017-03-31,Morttage approvals,68342 
2017-04-30,Morttage approvals,66990 
2017-05-31,Morttage approvals,65718 
2017-06-30,Morttage approvals,65705 
2017-07-31,Morttage approvals,69245 
2017-08-31,Morttage approvals,67228 
2017-09-30,Morttage approvals,66237 
2017-10-31,Morttage approvals,64404 
2017-11-30,Morttage approvals,65190 
2017-12-31,Morttage approvals,61739 
2018-01-31,Morttage approvals,65747 
2018-02-28,Morttage approvals,63359 
2018-03-31,Morttage approvals,63577 
2018-04-30,Morttage approvals,63284 
2018-05-31,Morttage approvals,65015 
2018-06-30,Morttage approvals,66061 
2018-07-31,Morttage approvals,65722 
2018-08-31,Morttage approvals,67210 
2018-09-30,Morttage approvals,65955 
2018-10-31,Morttage approvals,66981 
2018-11-30,Morttage approvals,64026 
2018-12-31,Morttage approvals,63658 
2019-01-31,Morttage approvals,65263 
2019-02-28,Morttage approvals,64945 
2019-03-31,Morttage approvals,62725 
2019-04-30,Morttage approvals,65605 
2019-05-31,Morttage approvals,65364 
2019-06-30,Morttage approvals,66775 
2019-07-31,Morttage approvals,68391 
2019-08-31,Morttage approvals,66946 
2019-09-30,Morttage approvals,66347 
2019-10-31,Morttage approvals,64949 
2019-11-30,Morttage approvals,64838 
2019-12-31,Morttage approvals,66429 
2020-01-31,Morttage approvals,69685 
2020-02-29,Morttage approvals,73043 
2020-03-31,Morttage approvals,56945 
2020-04-30,Morttage approvals,15831 
2020-05-31,Morttage approvals,9301 
2020-06-01,Morttage approvals,40475 
2020-07-01,Morttage approvals,68158 
2020-08-01,Morttage approvals,86717 
2020-09-01,Morttage approvals,92682 
2020-10-01,Morttage approvals,98678 
2020-11-01,Morttage approvals,104547 
2020-12-01,Morttage approvals,101620 
2021-01-01,Morttage approvals,97468 
2021-02-01,Morttage approvals,87440 
2021-03-01,Morttage approvals,82635 
2021-04-01,Morttage approvals,85326 
2021-05-01,Morttage approvals,85961 
2021-06-01,Morttage approvals,79896 
2021-07-01,Morttage approvals,75476 
2021-08-01,Morttage approvals,73455 
2021-09-01,Morttage approvals,71851 
2021-10-01,Morttage approvals,67199 
