date,value
1994-01-01,1737.90
1994-04-01,1837.90
1994-07-01,1692.43
1994-10-01,1477.76
1995-01-01,1912.71
1995-04-01,1986.22
1995-07-01,2365.42
1995-10-01,2444.04
1996-01-01,2666.23
1996-04-01,2661.85
1996-07-01,2146.29
1996-10-01,2625.81
1997-01-01,3363.54
1997-04-01,3242.14
1997-07-01,4456.08
1997-10-01,6471.16
1998-01-01,7532.89
1998-04-01,9675.42
1998-07-01,9478.31
1998-10-01,3856.34
1999-01-01,6146.94
1999-04-01,7543.17
1999-07-01,7191.78
1999-10-01,7350.86
2000-01-01,8191.61
2000-04-01,9138.75
2000-07-01,13505.53
2000-10-01,14878.84
2001-01-01,17176.23
2001-04-01,16325.17
2001-07-01,17769.03
2001-10-01,14727.50
2002-01-01,13464.91
2002-04-01,14840.19
2002-07-01,14115.39
2002-10-01,13094.18
2003-01-01,13146.67
2003-04-01,15043.45
2003-07-01,16119.60
2003-10-01,16990.38
2004-01-01,23979.96
2004-04-01,21193.53
2004-07-01,19055.86
2004-10-01,21548.05
2005-01-01,25287.57
2005-04-01,26308.42
2005-07-01,27799.10
2005-10-01,29416.41
2006-01-01,37264.93
2006-04-01,40237.41
2006-07-01,34650.24
2006-10-01,40045.88
2007-01-01,43575.87
2007-04-01,38502.96
2007-07-01,37738.88
2007-10-01,34182.22
2008-01-01,33177.67
2008-04-01,22444.81
2008-07-01,12013.15
