date,region,value
Oct-Dec 2019,UK,2.405
Jan-March 2022,UK,1.776
Oct-Dec 2019,England,2.322
Jan-March 2022,England,1.704
Oct-Dec 2019,Wales,0.047
Jan-March 2022,Wales,0.038
Oct-Dec 2019,Scotland,0.036
Jan-March 2022,Scotland,0.024
