date,value
2017-06-02,48.48
2017-06-09,46.566
2017-06-16,45.3
2017-06-23,43.09
2017-06-30,44.626
2017-07-07,44.96
2017-07-14,45.506
2017-07-21,46.406
2017-07-28,48.266
2017-08-04,49.52
2017-08-11,49.076
2017-08-18,47.524
2017-08-25,47.676
2017-09-01,46.68
2017-09-08,48.575
2017-09-15,49.066
2017-09-22,50.124
2017-09-29,51.774
2017-10-06,50.232
2017-10-13,50.77
2017-10-20,51.74
2017-10-27,52.506
2017-11-03,54.594
2017-11-10,57.052
2017-11-17,55.814
2017-11-24,57.4675
2017-12-01,57.812
2017-12-08,56.916
2017-12-15,57.168
2017-12-22,57.868
2017-12-29,59.88
2018-01-05,61.3625
2018-01-12,63.256
2018-01-19,63.77
2018-01-26,65.138
2018-02-02,65.318
2018-02-09,62.014
2018-02-16,60.562
2018-02-23,62.47
2018-03-02,62.07
2018-03-09,61.654
2018-03-16,61.276
2018-03-23,64.106
2018-03-30,64.9675
2018-04-06,63.074
2018-04-13,66.022
2018-04-20,67.546
2018-04-27,67.912
2018-05-04,68.382
2018-05-11,70.556
2018-05-18,71.296
2018-05-25,70.978
2018-06-01,66.9575
2018-06-08,65.35
2018-06-15,66.206
2018-06-22,66.324
2018-06-29,74.026
2018-07-06,73.7275
2018-07-13,71.964
2018-07-20,68.952
2018-07-27,70.01
2018-08-03,69.462
2018-08-10,67.904
2018-08-17,66.146
2018-08-24,68.102
2018-08-31,69.656
2018-09-07,68.5125
2018-09-14,68.958
2018-09-21,70.276
2018-09-28,72.838
2018-10-05,75.126
2018-10-12,72.956
2018-10-19,70.238
2018-10-26,67.426
2018-11-02,65.056
2018-11-09,61.574
2018-11-16,56.916
2018-11-23,54.98666667
2018-11-30,51.014
2018-12-07,52.626
2018-12-14,51.542
2018-12-21,46.98
2018-12-28,45.22333333
2019-01-04,46.99666667
2019-01-11,50.78
2019-01-18,51.924
2019-01-25,52.875
2019-02-01,53.634
2019-02-08,53.526
2019-02-15,53.878
2019-02-22,56.745
2019-03-01,56.122
2019-03-08,56.348
2019-03-15,57.81
2019-03-22,59.436
2019-03-29,59.49
2019-04-05,62.36
2019-04-12,64.102
2019-04-19,63.8
2019-04-26,65.276
2019-05-03,62.9
2019-05-10,61.814
2019-05-17,62.104
2019-05-24,60.722
2019-05-31,56.9275
2019-06-07,52.972
2019-06-14,52.522
2019-06-21,54.754
2019-06-28,58.382
2019-07-05,57.32333333
2019-07-12,59.024
2019-07-19,56.748
2019-07-26,56.054
2019-08-02,56.546
2019-08-09,53.276
2019-08-16,55.306
2019-08-23,55.496
2019-08-30,55.206
2019-09-06,55.7275
2019-09-13,56.16
2019-09-20,59.332
2019-09-27,56.896
2019-10-04,53.122
2019-10-11,53.272
2019-10-18,53.488
2019-10-25,55.204
2019-11-01,55.17
2019-11-08,56.69
2019-11-15,56.915
2019-11-22,56.9
2019-11-29,58.07
2019-12-06,57.64
2019-12-13,59.248
2019-12-20,60.75
2019-12-27,61.29
2020-01-03,61.7425
2020-01-10,60.84
2020-01-17,58.288
2020-01-24,56.1525
2020-01-31,52.696
2020-02-07,50.36
2020-02-14,50.832
2020-02-21,53.135
2020-02-28,48.362
2020-03-06,45.574
2020-03-13,32.386
2020-03-20,24.194
2020-03-27,19.438
2020-04-03,21.686
2020-04-10,24.405
2020-04-17,20.12
2020-04-24,3.324
2020-05-01,15.712
2020-05-08,23.464
2020-05-15,26.398
2020-05-22,33.096
2020-05-29,34.185
2020-06-05,37.322
2020-06-12,37.872
2020-06-19,38.35
2020-06-26,39.22
2020-07-03,39.8475
2020-07-10,40.442
2020-07-17,40.57
2020-07-24,41.338
2020-07-31,40.686
2020-08-07,41.568
2020-08-14,42.076
2020-08-21,42.726
2020-08-28,42.932
2020-09-04,41.842
2020-09-11,37.375
2020-09-18,39.554
2020-09-25,39.78
2020-10-02,38.992
2020-10-09,40.188
2020-10-16,40.33
2020-10-23,40.426
2020-10-30,37.316
2020-11-06,37.708
2020-11-13,40.658
2020-11-20,41.516
2020-11-27,44.4
2020-12-04,45.37
2020-12-11,46.038
2020-12-18,47.968
2020-12-25,47.7325
2021-01-01,47.985
2021-01-08,50.094
2021-01-15,52.752
2021-01-22,52.8275
2021-01-29,52.524
2021-02-05,55.396
2021-02-12,58.54
2021-02-19,60.17
2021-02-26,62.304
2021-03-05,62.292
2021-03-12,65.022
2021-03-19,63.222
2021-03-26,59.95
2021-04-02,60.66
2021-04-09,59.348
2021-04-16,61.926
2021-04-23,62.182
2021-04-30,63.472
2021-05-07,65.1
2021-05-14,65.066
2021-05-21,64.114
2021-05-28,66.398
2021-06-04,68.7425
2021-06-11,70.112
2021-06-18,71.546
2021-06-25,73.484
2021-07-02,74.068
2021-07-09,73.345
2021-07-16,73.188
2021-07-23,69.684
2021-07-30,72.75
2021-08-06,69.5
2021-08-13,68.334
2021-08-20,65.048
2021-08-27,67.59
2021-09-03,69.15
2021-09-10,68.9825
2021-09-17,71.688
2021-09-24,72.18
2021-10-01,75.454
2021-10-08,78.504
2021-10-15,81.176
2021-10-22,83.476
2021-10-29,83.844
2021-11-05,81.788
2021-11-12,81.93
2021-11-19,78.992
2021-11-26,77.79333333
2021-12-03,66.89
2021-12-10,71.314
2021-12-17,71.184
2021-12-24,71.625
2021-12-31,76.048
2022-01-07,77.858
2022-01-14,81.516
2022-01-21,85.9275
2022-01-28,86.94
2022-02-04,89.596
2022-02-11,90.614
2022-02-18,92.892
2022-02-25,92.175
2022-03-04,106.798
2022-03-11,113.39
2022-03-18,100.43
2022-03-25,113.692
2022-04-01,103.892
2022-04-08,99.212
2022-04-15,101.46
