Year,RegionIRE,ValueIRE,RegionEUR,ValueEUR,Detail
1902,,,FIN,184.478022,
1903,,,FIN,185.8516484,
1904,,,FIN,187.8434066,
1905,,,FIN,189.6978022,
1906,,,FIN,191.4835165,
1907,,,FIN,193.75,
1908,,,FIN,196.4972527,
1909,,,FIN,199.1071429,
1910,,,FIN,201.1675824,
1911,,,FIN,203.4340659,
1912,,,FIN,205.9065934,
1913,,,FIN,207.8983516,
1914,,,FIN,209.6840659,
1915,,,FIN,211.7445055,
1916,,,FIN,213.2554945,
1917,,,FIN,214.5604396,
1918,,,FIN,214.6291209,
1919,,,FIN,214.0796703,
1920,,,FIN,215.1785714,
1921,,,FIN,217.7197802,
1922,,,FIN,220.467033,
1923,,,FIN,222.7335165,
1924,,,FIN,224.7252747,
1925,,,FIN,226.9230769,
1926,,,FIN,229.3269231,
1927,,,FIN,231.3186813,
1928,,,FIN,233.2417582,
1929,,,FIN,235.1648352,
1930,,,FIN,236.8818681,
1931,,,FIN,238.7362637,
1932,,,FIN,240.5906593,
1933,,,FIN,242.1703297,
1934,,,FIN,243.75,
1935,,,FIN,245.6043956,
1936,,,FIN,247.3214286,
1937,,,FIN,249.0384615,
1938,,,FIN,251.0989011,
1939,,,FIN,253.1593407,
1940,,,FIN,253.9835165,
1941,,,FIN,254.2582418,
1942,,,FIN,254.6703297,
1943,,,FIN,255.5631868,
1944,,,FIN,256.5247253,
1945,,,FIN,258.1043956,
1946,,,FIN,261.4010989,
1947,,,FIN,265.0412088,
1948,,,FIN,268.6813187,
1949,,,FIN,272.1840659,
1950,,,FIN,275.3434066,
1951,,,FIN,277.9532967,
1952,,,FIN,280.9752747,
1953,,,FIN,284.271978,
1954,,,FIN,287.5686813,
1955,,,FIN,290.8653846,
1956,,,FIN,294.0934066,
1957,,,FIN,296.978022,
1958,,,FIN,299.4505495,
1959,,,FIN,301.8543956,
1960,,,FIN,304.2582418,
1961,,,FIN,306.3873626,
1962,,,FIN,308.4478022,
1963,,,FIN,310.6456044,
1964,,,FIN,312.4313187,
1965,,,FIN,313.4615385,
1966,,,FIN,314.6291209,
1967,,,FIN,316.3461538,
1968,,,FIN,317.7197802,
1969,,,FIN,317.5824176,
1970,,,FIN,316.3461538,
1971,,,FIN,316.7582418,
1972,,,FIN,318.6813187,
1973,,,FIN,320.467033,
1974,,,FIN,322.1840659,
1975,,,FIN,323.5576923,
1976,,,FIN,324.5879121,
1977,,,FIN,325.4807692,
1978,,,FIN,326.4423077,
1979,,,FIN,327.2664835,
1980,,,FIN,328.2967033,
1981,,,FIN,329.6703297,
1982,,,FIN,331.5247253,
1983,,,FIN,333.5164835,
1984,,,FIN,335.3021978,
1985,,,FIN,336.6758242,
1986,,,FIN,337.706044,
1987,,,FIN,338.7362637,
1988,,,FIN,339.7664835,
1989,,,FIN,340.7967033,
1990,,,FIN,342.4450549,
1991,,,FIN,344.3681319,
1992,,,FIN,346.2912088,
1993,,,FIN,347.9395604,
1994,,,FIN,349.4505495,
1995,,,FIN,350.8241758,
1996,,,FIN,351.9917582,
1997,,,FIN,353.021978,
1998,,,FIN,353.9148352,
1999,,,FIN,354.739011,
2000,,,FIN,355.4945055,
2001,,,FIN,356.3186813,
2002,,,FIN,357.2115385,
2003,,,FIN,358.0357143,
2004,,,FIN,359.0659341,
2005,,,FIN,360.3021978,
2006,,,FIN,361.6758242,
2007,,,FIN,363.2554945,
2008,,,FIN,364.9038462,
2009,,,FIN,366.6895604,
2010,,,FIN,368.3379121,
2011,,,FIN,370.0549451,
2012,,,FIN,371.8406593,
2013,,,FIN,373.5576923,
2014,,,FIN,375.1373626,
2015,,,FIN,376.3736264,
2016,,,FIN,377.4038462,
1841,,,FRA,100,
1842,,,FRA,100.4535212,
1843,,,FRA,100.9098947,
1844,,,FRA,101.3691206,
1845,,,FRA,101.8283465,
1846,,,FRA,102.1962977,
1847,,,FRA,102.5671012,
1848,,,FRA,102.9379047,
1849,,,FRA,103.3087082,
1850,,,FRA,103.682364,
1851,,,FRA,104.0503152,
1852,,,FRA,104.4211187,
1853,,,FRA,104.7919222,
1854,,,FRA,105.1627257,
1855,,,FRA,105.5363815,
1856,,,FRA,105.7075216,
1857,,,FRA,105.8786617,
1858,,,FRA,106.0498018,
1859,,,FRA,106.2209418,
1860,,,FRA,106.3920819,
1861,,,FRA,106.648792,
1862,,,FRA,107.0195955,
1863,,,FRA,107.5615391,
1864,,,FRA,107.9893893,
1865,,,FRA,108.4457629,
1866,,,FRA,108.6169029,
1867,,,FRA,109.0447531,
1868,,,FRA,109.3299866,
1869,,,FRA,110.927294,
1870,,,FRA,109.6437434,
1871,,,FRA,107.6214381,
1872,,,FRA,107.4731167,
1873,,,FRA,108.0664024,
1874,,,FRA,108.5142189,
1875,,,FRA,109.0190821,
1876,,,FRA,109.5239453,
1877,,,FRA,110.0316609,
1878,,,FRA,110.5650475,
1879,,,FRA,110.9814883,
1880,,,FRA,111.3694059,
1881,,,FRA,111.7858467,
1882,,,FRA,112.2022876,
1883,,,FRA,112.5873527,
1884,,,FRA,113.0351693,
1885,,,FRA,113.3318121,
1886,,,FRA,113.6883539,
1887,,,FRA,113.7767763,
1888,,,FRA,113.8651987,
1889,,,FRA,114.1047948,
1890,,,FRA,114.1333181,
1891,,,FRA,114.0448957,
1892,,,FRA,114.0734191,
1893,,,FRA,114.1333181,
1894,,,FRA,114.2531162,
1895,,,FRA,114.3729142,
1896,,,FRA,114.6410337,
1897,,,FRA,115.0859979,
1898,,,FRA,115.4425397,
1899,,,FRA,115.6507601,
1900,,,FRA,115.7990815,
1901,,,FRA,115.9188796,
1902,,,FRA,116.1271,
1903,,,FRA,116.3353205,
1904,,,FRA,116.5435409,
1905,,,FRA,116.6319633,
1906,,,FRA,116.7802847,
1907,,,FRA,116.7802847,
1908,,,FRA,117.0769275,
1909,,,FRA,117.2566245,
1910,,,FRA,117.584643,
1911,,,FRA,117.8213868,
1912,,,FRA,117.9697082,
1913,,,FRA,118.266351,
1914,,,FRA,118.3034314,
1915,,,FRA,115.4653584,
1916,,,FRA,113.7625146,
1917,,,FRA,112.0625232,
1918,,,FRA,109.9346815,
1919,,,FRA,110.3853504,
1920,,,FRA,111.2410508,
1921,,,FRA,111.9256111,
1922,,,FRA,112.4390313,
1923,,,FRA,113.7511053,
1924,,,FRA,114.9776092,
1925,,,FRA,115.8333096,
1926,,,FRA,116.5749166,
1927,,,FRA,116.77458,
1928,,,FRA,117.0883368,
1929,,,FRA,117.601757,
1930,,,FRA,118.6856442,
1931,,,FRA,119.3987279,
1932,,,FRA,119.3987279,
1933,,,FRA,119.4842979,
1934,,,FRA,119.655438,
1935,,,FRA,119.6269146,
1936,,,FRA,119.5413446,
1937,,,FRA,119.5983913,
1938,,,FRA,119.6839613,
1939,,,FRA,119.5128212,
1940,,,FRA,116.9457201,
1941,,,FRA,112.9524516,
1942,,,FRA,112.3819847,
1943,,,FRA,111.2410508,
1944,,,FRA,110.9558173,
1945,,,FRA,113.237685,
1946,,,FRA,114.9205625,
1947,,,FRA,116.032973,
1948,,,FRA,117.2594769,
1949,,,FRA,118.3148407,
1950,,,FRA,121.275564,
1951,,,FRA,122.2567672,
1952,,,FRA,123.1752189,
1953,,,FRA,124.062295,
1954,,,FRA,124.9950084,
1955,,,FRA,126.1245329,
1956,,,FRA,127.3767078,
1957,,,FRA,128.7886135,
1958,,,FRA,130.2204855,
1959,,,FRA,131.5753444,
1960,,,FRA,132.8731567,
1961,,,FRA,134.4248267,
1962,,,FRA,137.1659203,
1963,,,FRA,139.1910779,
1964,,,FRA,140.7826806,
1965,,,FRA,142.0519695,
1966,,,FRA,143.3412248,
1967,,,FRA,144.4707493,
1968,,,FRA,145.5660458,
1969,,,FRA,146.8096637,
1970,,,FRA,148.0875096,
1971,,,FRA,149.5536096,
1972,,,FRA,150.8713882,
1973,,,FRA,152.1235631,
1974,,,FRA,153.1418466,
1975,,,FRA,153.8977153,
1976,,,FRA,154.4795915,
1977,,,FRA,155.1042528,
1978,,,FRA,155.7431758,
1979,,,FRA,156.4106221,
1980,,,FRA,157.1921618,
1981,,,FRA,158.0164865,
1982,,,FRA,158.8664822,
1983,,,FRA,159.5282239,
1984,,,FRA,160.4324139,
1985,,,FRA,161.1283836,
1986,,,FRA,161.7986822,
1987,,,FRA,162.5516986,
1988,,,FRA,163.3104196,
1989,,,FRA,164.924841,
1990,,,FRA,165.9146011,
1991,,,FRA,166.9015089,
1992,,,FRA,167.7201289,
1993,,,FRA,168.4303602,
1994,,,FRA,169.0436122,
1995,,,FRA,169.6397501,
1996,,,FRA,170.2273311,
1997,,,FRA,170.8177643,
1998,,,FRA,171.4338686,
1999,,,FRA,172.3038307,
2000,,,FRA,173.4761402,
2001,,,FRA,174.7311675,
2002,,,FRA,175.9947517,
2003,,,FRA,177.2326649,
2004,,,FRA,178.5304772,
2005,,,FRA,179.8682221,
2006,,,FRA,181.1146924,
2007,,,FRA,182.2242505,
2008,,,FRA,183.2311247,
2009,,,FRA,184.1609858,
2010,,,FRA,185.0594712,
2011,,,FRA,185.9408426,
2012,,,FRA,186.8279187,
2013,,,FRA,187.7777461,
2014,,,FRA,189.0441827,
2015,,,FRA,190.2136399,
2016,,,FRA,190.9837702,
1841,,,GBR,100,
1842,,,GBR,101.0109613,
1843,,,GBR,101.8774996,
1844,,,GBR,102.8921641,
1845,,,GBR,103.8364687,
1846,,,GBR,104.6956007,
1847,,,GBR,104.1253148,
1848,,,GBR,102.5144423,
1849,,,GBR,101.5738409,
1850,,,GBR,100.6554585,
1851,,,GBR,99.78151385,
1852,,,GBR,100.2666272,
1853,,,GBR,100.9035698,
1854,,,GBR,101.6367945,
1855,,,GBR,102.5662865,
1856,,,GBR,103.6068731,
1857,,,GBR,104.3771293,
1858,,,GBR,105.2510739,
1859,,,GBR,106.1324248,
1860,,,GBR,106.9767442,
1861,,,GBR,107.8655014,
1862,,,GBR,108.8764627,
1863,,,GBR,109.7244853,
1864,,,GBR,110.5095541,
1865,,,GBR,111.4242334,
1866,,,GBR,112.2611465,
1867,,,GBR,113.2128574,
1868,,,GBR,114.2238187,
1869,,,GBR,115.2681084,
1870,,,GBR,116.2790698,
1871,,,GBR,117.334469,
1872,,,GBR,118.0343653,
1873,,,GBR,119.1564213,
1874,,,GBR,120.3562435,
1875,,,GBR,121.6079099,
1876,,,GBR,122.9447489,
1877,,,GBR,124.3371352,
1878,,,GBR,125.6554585,
1879,,,GBR,127.0330321,
1880,,,GBR,128.2143386,
1881,,,GBR,129.369723,
1882,,,GBR,130.373278,
1883,,,GBR,131.2768479,
1884,,,GBR,132.2915124,
1885,,,GBR,133.3691305,
1886,,,GBR,134.4726707,
1887,,,GBR,135.5280699,
1888,,,GBR,136.5760628,
1889,,,GBR,137.6758999,
1890,,,GBR,138.8127685,
1891,,,GBR,139.9866686,
1892,,,GBR,141.2161161,
1893,,,GBR,142.5344393,
1894,,,GBR,143.9009036,
1895,,,GBR,145.2414457,
1896,,,GBR,146.6412383,
1897,,,GBR,148.0780625,
1898,,,GBR,149.5371056,
1899,,,GBR,150.9887424,
1900,,,GBR,152.4033477,
1901,,,GBR,153.8216561,
1902,,,GBR,155.1362761,
1903,,,GBR,156.4434899,
1904,,,GBR,157.7951415,
1905,,,GBR,159.1653088,
1906,,,GBR,160.5725078,
1907,,,GBR,161.9648941,
1908,,,GBR,163.3980151,
1909,,,GBR,164.8644645,
1910,,,GBR,166.3309139,
1911,,,GBR,167.6344245,
1912,,,GBR,168.219523,
1913,,,GBR,169.0453266,
1914,,,GBR,170.5265887,
1915,,,GBR,171.6042068,
1916,,,GBR,172.2485558,
1917,,,GBR,172.6188713,
1918,,,GBR,172.4744482,
1919,,,GBR,172.3226189,
1920,,,GBR,173.3854244,
1921,,,GBR,163.205451,
1922,,,GBR,164.3163976,
1923,,,GBR,165.1459043,
1924,,,GBR,166.3272108,
1925,,,GBR,166.8604651,
1926,,,GBR,167.5011109,
1927,,,GBR,168.0825063,
1928,,,GBR,168.7824026,
1929,,,GBR,169.1304992,
1930,,,GBR,169.8489113,
1931,,,GBR,170.6191675,
1932,,,GBR,171.585691,
1933,,,GBR,172.2707747,
1934,,,GBR,172.8114353,
1935,,,GBR,173.5594727,
1936,,,GBR,174.3482447,
1937,,,GBR,175.118501,
1938,,,GBR,175.8776478,
1939,,,GBR,177.7181158,
1940,,,GBR,178.5883573,
1941,,,GBR,178.5513257,
1942,,,GBR,179.2327063,
1943,,,GBR,180.6732336,
1944,,,GBR,181.5138498,
1945,,,GBR,182.1285735,
1946,,,GBR,182.258184,
1947,,,GBR,183.3765368,
1948,,,GBR,185.2095986,
1949,,,GBR,186.3131388,
1950,,,GBR,185.6280551,
1951,,,GBR,186.2316694,
1952,,,GBR,186.7501111,
1953,,,GBR,187.3537254,
1954,,,GBR,187.990668,
1955,,,GBR,188.6609391,
1956,,,GBR,189.54229,
1957,,,GBR,190.4532662,
1958,,,GBR,191.2753666,
1959,,,GBR,192.4011258,
1960,,,GBR,193.9416383,
1961,,,GBR,195.5525107,
1962,,,GBR,197.348541,
1963,,,GBR,198.5816916,
1964,,,GBR,199.9370464,
1965,,,GBR,201.266479,
1966,,,GBR,202.3515035,
1967,,,GBR,203.5217005,
1968,,,GBR,204.466005,
1969,,,GBR,205.3806843,
1970,,,GBR,206.0139239,
1971,,,GBR,207.0322915,
1972,,,GBR,207.6692342,
1973,,,GBR,208.1543475,
1974,,,GBR,208.2061917,
1975,,,GBR,208.1728633,
1976,,,GBR,208.1395349,
1977,,,GBR,208.0395497,
1978,,,GBR,207.9951118,
1979,,,GBR,208.2210043,
1980,,,GBR,208.5394756,
1981,,,GBR,208.7949933,
1982,,,GBR,208.6357577,
1983,,,GBR,208.7949933,
1984,,,GBR,209.0875426,
1985,,,GBR,209.6726411,
1986,,,GBR,210.3243964,
1987,,,GBR,211.0131832,
1988,,,GBR,211.6723448,
1989,,,GBR,212.2796623,
1990,,,GBR,212.9054955,
1991,,,GBR,213.5646571,
1992,,,GBR,214.1460524,
1993,,,GBR,214.6570878,
1994,,,GBR,215.2051548,
1995,,,GBR,215.7754407,
1996,,,GBR,216.3272108,
1997,,,GBR,216.882684,
1998,,,GBR,217.5159236,
1999,,,GBR,218.241742,
2000,,,GBR,219.0231077,
2001,,,GBR,219.867427,
2002,,,GBR,220.8006221,
2003,,,GBR,221.8338024,
2004,,,GBR,223.0965783,
2005,,,GBR,224.6333876,
2006,,,GBR,226.2924011,
2007,,,GBR,228.0625093,
2008,,,GBR,229.8622426,
2009,,,GBR,231.6101318,
2010,,,GBR,233.4320841,
2011,,,GBR,235.2614427,
2012,,,GBR,236.9056436,
2013,,,GBR,238.4942971,
2014,,,GBR,240.2977337,
2015,,,GBR,242.215968,
2016,,,GBR,243.9934824,
1841,,,GRC,100,
1842,,,GRC,100.9275776,
1843,,,GRC,101.8551552,
1844,,,GRC,102.7827328,
1845,,,GRC,103.7459864,
1846,,,GRC,104.673564,
1847,,,GRC,105.6368177,
1848,,,GRC,106.6357474,
1849,,,GRC,107.5990011,
1850,,,GRC,108.5979308,
1851,,,GRC,109.5968605,
1852,,,GRC,110.5957902,
1853,,,GRC,111.630396,
1854,,,GRC,112.6650018,
1855,,,GRC,113.6996076,
1856,,,GRC,114.7342133,
1857,,,GRC,115.8044952,
1858,,,GRC,116.7677488,
1859,,,GRC,117.9450589,
1860,,,GRC,119.0153407,
1861,,,GRC,120.1212986,
1862,,,GRC,121.2272565,
1863,,,GRC,122.3688905,
1864,,,GRC,123.4748484,
1865,,,GRC,124.6164823,
1866,,,GRC,125.7581163,
1867,,,GRC,126.9354263,
1868,,,GRC,128.1127364,
1869,,,GRC,129.1830182,
1870,,,GRC,130.4673564,
1871,,,GRC,131.7873707,
1872,,,GRC,133.143061,
1873,,,GRC,134.4987513,
1874,,,GRC,135.8901177,
1875,,,GRC,137.2814841,
1876,,,GRC,138.6728505,
1877,,,GRC,140.099893,
1878,,,GRC,141.5269354,
1879,,,GRC,142.9896539,
1880,,,GRC,144.4523725,
1881,,,GRC,145.915091,
1882,,,GRC,147.4134856,
1883,,,GRC,148.9118801,
1884,,,GRC,150.4459508,
1885,,,GRC,151.9800214,
1886,,,GRC,153.514092,
1887,,,GRC,155.0838387,
1888,,,GRC,156.6892615,
1889,,,GRC,158.2946843,
1890,,,GRC,159.900107,
1891,,,GRC,161.5412059,
1892,,,GRC,163.1823047,
1893,,,GRC,164.8590796,
1894,,,GRC,166.5358544,
1895,,,GRC,168.2483054,
1896,,,GRC,169.9607563,
1897,,,GRC,171.7088833,
1898,,,GRC,173.4570103,
1899,,,GRC,175.2408134,
1900,,,GRC,177.0246165,
1901,,,GRC,178.2732786,
1902,,,GRC,179.5219408,
1903,,,GRC,180.7706029,
1904,,,GRC,182.0192651,
1905,,,GRC,183.3036033,
1906,,,GRC,184.5879415,
1907,,,GRC,185.8722797,
1908,,,GRC,187.1566179,
1909,,,GRC,188.4766322,
1910,,,GRC,189.7966465,
1911,,,GRC,191.0453086,
1912,,,GRC,192.2939707,
1913,,,GRC,193.5426329,
1914,,,GRC,194.8983232,
1915,,,GRC,196.2896896,
1916,,,GRC,197.681056,
1917,,,GRC,199.0724224,
1918,,,GRC,200.4994649,
1919,,,GRC,201.9265073,
1920,,,GRC,203.3535498,
1921,,,GRC,208.2411702,
1922,,,GRC,210.1320014,
1923,,,GRC,214.4131288,
1924,,,GRC,214.0563682,
1925,,,GRC,212.5579736,
1926,,,GRC,215.5547628,
1927,,,GRC,218.587228,
1928,,,GRC,221.3699608,
1929,,,GRC,223.8672851,
1930,,,GRC,226.5786657,
1931,,,GRC,229.7538352,
1932,,,GRC,232.4652158,
1933,,,GRC,235.1409204,
1934,,,GRC,238.6014984,
1935,,,GRC,242.3474848,
1936,,,GRC,245.6653585,
1937,,,GRC,248.7691759,
1938,,,GRC,251.9086693,
1939,,,GRC,255.2978951,
1940,,,GRC,259.7217267,
1941,,,GRC,262.6471638,
1942,,,GRC,261.8266143,
1943,,,GRC,260.3282198,
1944,,,GRC,259.864431,
1945,,,GRC,261.2201213,
1946,,,GRC,264.6450232,
1947,,,GRC,268.605066,
1948,,,GRC,276.4537995,
1949,,,GRC,280.2711381,
1950,,,GRC,269.9250803,
1951,,,GRC,272.7791652,
1952,,,GRC,275.8829825,
1953,,,GRC,278.8797717,
1954,,,GRC,281.5911523,
1955,,,GRC,284.1955048,
1956,,,GRC,286.5144488,
1957,,,GRC,288.8333928,
1958,,,GRC,291.5804495,
1959,,,GRC,294.6129147,
1960,,,GRC,297.074563,
1961,,,GRC,299.6075633,
1962,,,GRC,301.3913664,
1963,,,GRC,302.5330004,
1964,,,GRC,303.6032822,
1965,,,GRC,305.0303247,
1966,,,GRC,307.3135926,
1967,,,GRC,310.9525508,
1968,,,GRC,311.8444524,
1969,,,GRC,312.9860863,
1970,,,GRC,313.6996076,
1971,,,GRC,315.0552979,
1972,,,GRC,317.1245095,
1973,,,GRC,318.5515519,
1974,,,GRC,319.7288619,
1975,,,GRC,322.7613271,
1976,,,GRC,327.0424545,
1977,,,GRC,332.0727792,
1978,,,GRC,336.4252587,
1979,,,GRC,340.6350339,
1980,,,GRC,344.0242597,
1981,,,GRC,347.092401,
1982,,,GRC,349.1259365,
1983,,,GRC,351.0881199,
1984,,,GRC,352.7292187,
1985,,,GRC,354.0135569,
1986,,,GRC,355.0124866,
1987,,,GRC,355.833036,
1988,,,GRC,356.1541206,
1989,,,GRC,357.8665715,
1990,,,GRC,361.3985016,
1991,,,GRC,365.7509811,
1992,,,GRC,368.5693899,
1993,,,GRC,370.7099536,
1994,,,GRC,372.6007849,
1995,,,GRC,374.3489119,
1996,,,GRC,375.9900107,
1997,,,GRC,377.8451659,
1998,,,GRC,379.9500535,
1999,,,GRC,381.412772,
2000,,,GRC,382.9825187,
2001,,,GRC,384.9803782,
2002,,,GRC,386.3717446,
2003,,,GRC,387.2993222,
2004,,,GRC,388.2625758,
2005,,,GRC,389.4042098,
2006,,,GRC,390.5815198,
2007,,,GRC,391.5804495,
2008,,,GRC,392.6150553,
2009,,,GRC,393.6496611,
2010,,,GRC,394.1491259,
2011,,,GRC,393.578309,
2012,,,GRC,391.4377453,
2013,,,GRC,388.6193364,
2014,,,GRC,386.05066,
2015,,,GRC,383.5176597,
2016,,,GRC,381.3057438,
1841,,,HUN,100,
1842,,,HUN,100.2874811,
1843,,,HUN,100.5912412,
1844,,,HUN,100.9111383,
1845,,,HUN,101.2470348,
1846,,,HUN,101.5987969,
1847,,,HUN,101.9662943,
1848,,,HUN,102.3494001,
1849,,,HUN,102.7479901,
1850,,,HUN,102.1019659,
1851,,,HUN,103.5911389,
1852,,,HUN,104.0354611,
1853,,,HUN,104.4947936,
1854,,,HUN,104.9690221,
1855,,,HUN,105.4580332,
1856,,,HUN,105.9617142,
1857,,,HUN,106.479953,
1858,,,HUN,107.0126373,
1859,,,HUN,107.559655,
1860,,,HUN,108.1208933,
1861,,,HUN,108.6962386,
1862,,,HUN,109.2855763,
1863,,,HUN,109.8887906,
1864,,,HUN,110.5057639,
1865,,,HUN,111.1363767,
1866,,,HUN,111.7805072,
1867,,,HUN,112.4380313,
1868,,,HUN,113.108822,
1869,,,HUN,113.7927493,
1870,,,HUN,117.0581926,
1871,,,HUN,115.199476,
1872,,,HUN,115.9219975,
1873,,,HUN,116.6570988,
1874,,,HUN,117.4046303,
1875,,,HUN,118.1644376,
1876,,,HUN,118.936361,
1877,,,HUN,119.7202358,
1878,,,HUN,120.5158915,
1879,,,HUN,121.3231518,
1880,,,HUN,122.1418342,
1881,,,HUN,122.9717496,
1882,,,HUN,123.8127026,
1883,,,HUN,124.6644903,
1884,,,HUN,125.5269031,
1885,,,HUN,126.3997233,
1886,,,HUN,127.282726,
1887,,,HUN,128.1756779,
1888,,,HUN,129.0783375,
1889,,,HUN,129.9904547,
1890,,,HUN,131.0054675,
1891,,,HUN,131.8420179,
1892,,,HUN,132.7809189,
1893,,,HUN,133.7281871,
1894,,,HUN,134.6835261,
1895,,,HUN,135.6466297,
1896,,,HUN,136.6171812,
1897,,,HUN,137.5948539,
1898,,,HUN,138.5793102,
1899,,,HUN,139.5702019,
1900,,,HUN,140.9960687,
1901,,,HUN,141.5698435,
1902,,,HUN,142.5778414,
1903,,,HUN,143.5907703,
1904,,,HUN,144.6082255,
1905,,,HUN,145.6297906,
1906,,,HUN,146.6550371,
1907,,,HUN,147.6835248,
1908,,,HUN,148.7148012,
1909,,,HUN,149.7484018,
1910,,,HUN,151.2240703,
1911,,,HUN,151.8206561,
1912,,,HUN,152.8583193,
1913,,,HUN,155.1016106,
1914,,,HUN,154.9341491,
1915,,,HUN,155.9712511,
1916,,,HUN,157.0070809,
1917,,,HUN,158.0410755,
1918,,,HUN,159.0726595,
1919,,,HUN,160.1012456,
1920,,,HUN,157.2777812,
1921,,,HUN,158.8406673,
1922,,,HUN,160.3046366,
1923,,,HUN,161.6894724,
1924,,,HUN,162.8566911,
1925,,,HUN,164.1821768,
1926,,,HUN,165.8439798,
1927,,,HUN,167.248599,
1928,,,HUN,168.5543013,
1929,,,HUN,169.8006535,
1930,,,HUN,171.1063559,
1931,,,HUN,172.5703252,
1932,,,HUN,173.796894,
1933,,,HUN,175.0432463,
1934,,,HUN,176.4478654,
1935,,,HUN,177.7535678,
1936,,,HUN,178.9603533,
1937,,,HUN,180.1671387,
1938,,,HUN,181.3541409,
1939,,,HUN,182.541143,
1940,,,HUN,183.7281451,
1941,,,HUN,184.8557971,
1942,,,HUN,185.8845323,
1943,,,HUN,186.7945673,
1944,,,HUN,187.8826525,
1945,,,HUN,178.5251191,
1946,,,HUN,178.8812198,
1947,,,HUN,179.6132044,
1948,,,HUN,181.1760905,
1949,,,HUN,182.9961605,
1950,,,HUN,184.7370969,
1951,,,HUN,186.4186833,
1952,,,HUN,188.0211361,
1953,,,HUN,189.8214227,
1954,,,HUN,192.0173766,
1955,,,HUN,194.3715975,
1956,,,HUN,196.0729672,
1957,,,HUN,194.6485646,
1958,,,HUN,195.4992495,
1959,,,HUN,196.5873348,
1960,,,HUN,197.5171531,
1961,,,HUN,198.4074047,
1962,,,HUN,199.0800392,
1963,,,HUN,199.6339735,
1964,,,HUN,200.2868247,
1965,,,HUN,200.8605424,
1966,,,HUN,201.4936102,
1967,,,HUN,202.2453782,
1968,,,HUN,203.0564963,
1969,,,HUN,203.8280477,
1970,,,HUN,204.5006822,
1971,,,HUN,205.0546166,
1972,,,HUN,205.6283343,
1973,,,HUN,206.2614021,
1974,,,HUN,207.1516537,
1975,,,HUN,208.3584391,
1976,,,HUN,209.4860912,
1977,,,HUN,210.4356929,
1978,,,HUN,211.1478941,
1979,,,HUN,211.6424783,
1980,,,HUN,211.8996621,
1981,,,HUN,211.9194455,
1982,,,HUN,211.8007453,
1983,,,HUN,211.464428,
1984,,,HUN,211.0489773,
1985,,,HUN,210.6730933,
1986,,,HUN,210.3169926,
1987,,,HUN,209.960892,
1988,,,HUN,206.5977193,
1989,,,HUN,205.7074677,
1990,,,HUN,205.1931002,
1991,,,HUN,205.1733168,
1992,,,HUN,205.0941833,
1993,,,HUN,204.8567829,
1994,,,HUN,204.5798157,
1995,,,HUN,204.3028486,
1996,,,HUN,203.9467479,
1997,,,HUN,203.5312972,
1998,,,HUN,203.0564963,
1999,,,HUN,202.4827786,
2000,,,HUN,201.9684111,
2001,,,HUN,201.5133936,
2002,,,HUN,200.9396759,
2003,,,HUN,200.3461748,
2004,,,HUN,199.9109407,
2005,,,HUN,199.5152733,
2006,,,HUN,199.1987394,
2007,,,HUN,198.9019889,
2008,,,HUN,198.5458883,
2009,,,HUN,198.2491377,
2010,,,HUN,197.7941203,
2011,,,HUN,196.9830021,
2012,,,HUN,196.2114508,
2013,,,HUN,195.6772998,
2014,,,HUN,195.1431489,
2015,,,HUN,194.6881314,
2016,,,HUN,194.3122474,
1841,,,ITA,100,
1842,,,ITA,100.6453848,
1843,,,ITA,101.2907697,
1844,,,ITA,101.9448174,
1845,,,ITA,102.5988652,
1846,,,ITA,103.2615758,
1847,,,ITA,103.9242864,
1848,,,ITA,104.5956599,
1849,,,ITA,105.2670334,
1850,,,ITA,105.9470698,
1851,,,ITA,106.6271062,
1852,,,ITA,107.3158054,
1853,,,ITA,108.0045047,
1854,,,ITA,108.7018669,
1855,,,ITA,109.399229,
1856,,,ITA,110.105254,
1857,,,ITA,110.8156105,
1858,,,ITA,111.525967,
1859,,,ITA,112.2449864,
1860,,,ITA,112.9683372,
1861,,,ITA,113.6960194,
1862,,,ITA,114.4280331,
1863,,,ITA,115.2596699,
1864,,,ITA,116.1432841,
1865,,,ITA,117.0485555,
1866,,,ITA,118.0577814,
1867,,,ITA,118.7291549,
1868,,,ITA,119.1189847,
1869,,,ITA,119.8986443,
1870,,,ITA,120.7952527,
1871,,,ITA,121.5532551,
1872,,,ITA,122.2896002,
1873,,,ITA,122.9566423,
1874,,,ITA,123.4677524,
1875,,,ITA,124.0091827,
1876,,,ITA,124.9057911,
1877,,,ITA,125.9020228,
1878,,,ITA,126.7033395,
1879,,,ITA,127.452679,
1880,,,ITA,127.9248062,
1881,,,ITA,128.5225452,
1882,,,ITA,129.501451,
1883,,,ITA,130.432711,
1884,,,ITA,131.5285659,
1885,,,ITA,132.7327067,
1886,,,ITA,133.6553039,
1887,,,ITA,134.4869407,
1888,,,ITA,135.3272404,
1889,,,ITA,136.3018149,
1890,,,ITA,137.3153723,
1891,,,ITA,138.1383463,
1892,,,ITA,139.0003032,
1893,,,ITA,139.9185689,
1894,,,ITA,140.8281717,
1895,,,ITA,141.5905055,
1896,,,ITA,142.3441764,
1897,,,ITA,143.2754364,
1898,,,ITA,144.1720449,
1899,,,ITA,145.0469961,
