date,value
2019-01-13,3637.31
2019-01-14,3531.96
2019-01-15,3682.48
2019-01-16,3600.16
2019-01-17,3621.43
2019-01-18,3658.41
2019-01-19,3625.73
2019-01-20,3703.98
2019-01-21,3548.98
2019-01-22,3540.02
2019-01-23,3587.35
2019-01-24,3566.4
2019-01-25,3586.25
2019-01-26,3577.79
2019-01-27,3576.3
2019-01-28,3554.5
2019-01-29,3448.58
2019-01-30,3421.6
2019-01-31,3470
2019-02-01,3444.81
2019-02-02,3475.33
2019-02-03,3506.22
2019-02-04,3456.02
2019-02-05,3452.35
2019-02-06,3467.34
2019-02-07,3405.7
2019-02-08,3394.76
2019-02-09,3661.08
2019-02-10,3664.38
2019-02-11,3686.29
2019-02-12,3629.47
2019-02-13,3632.42
2019-02-14,3614.5
2019-02-15,3600.31
2019-02-16,3608.2
2019-02-17,3619.55
2019-02-18,3670.74
2019-02-19,3910.8
2019-02-20,3926.53
2019-02-21,3987.18
2019-02-22,3944.88
2019-02-23,3983.48
2019-02-24,4139.6
2019-02-25,3766.89
2019-02-26,3848.33
2019-02-27,3831.45
2019-02-28,3833.23
2019-03-01,3850.08
2019-03-02,3834.62
2019-03-03,3831.44
2019-03-04,3814.58
2019-03-05,3730.98
2019-03-06,3872.25
2019-03-07,3876.85
2019-03-08,3886.82
2019-03-09,3875.96
2019-03-10,3950.56
2019-03-11,3928.17
2019-03-12,3881.09
2019-03-13,3892.51
2019-03-14,3877.77
2019-03-15,3885.21
2019-03-16,3936.5
2019-03-17,4015.95
2019-03-18,3994.92
2019-03-19,3998.77
2019-03-20,4029.11
2019-03-21,4056.4
2019-03-22,3992.34
2019-03-23,3999.06
2019-03-24,4011.92
2019-03-25,3994.11
2019-03-26,3935.89
2019-03-27,3947.74
2019-03-28,4048.51
2019-03-29,4037.37
2019-03-30,4115.55
2019-03-31,4114.44
2019-04-01,4114.16
2019-04-02,4152.53
2019-04-03,4882.88
2019-04-04,4959.81
2019-04-05,4911.24
2019-04-06,5028.77
2019-04-07,5053.52
2019-04-08,5189.39
2019-04-09,5268.71
2019-04-10,5175.81
2019-04-11,5310.18
2019-04-12,5035.02
2019-04-13,5072.85
2019-04-14,5064.62
2019-04-15,5152.51
2019-04-16,5036.18
2019-04-17,5196.65
2019-04-18,5220.37
2019-04-19,5276.31
2019-04-20,5277.04
2019-04-21,5309.28
2019-04-22,5281.83
2019-04-23,5377.19
2019-04-24,5518.16
2019-04-25,5434.19
2019-04-26,5195.61
2019-04-27,5292.83
2019-04-28,5280.19
2019-04-29,5301.29
2019-04-30,5260.65
2019-05-01,5269.79
2019-05-02,5326.67
2019-05-03,5390.16
2019-05-04,5657.14
2019-05-05,5771.08
2019-05-06,5717.66
2019-05-07,5684.47
2019-05-08,5755.72
2019-05-09,5936.72
2019-05-10,6146.91
2019-05-11,6348.02
2019-05-12,7248.31
2019-05-13,6978.63
2019-05-14,7823.11
2019-05-15,7992.69
2019-05-16,8206.9
2019-05-17,7885.96
2019-05-18,7362.22
2019-05-19,7265.05
2019-05-20,8193.7
2019-05-21,8007.03
2019-05-22,7952.5
2019-05-23,7625.93
2019-05-24,7880.29
2019-05-25,8003.26
2019-05-26,8071.45
2019-05-27,8744.42
2019-05-28,8770.06
2019-05-29,8719.88
2019-05-30,8662.98
2019-05-31,8272.46
2019-06-01,8553.81
2019-06-02,8554.8
2019-06-03,8739.03
2019-06-04,8134.92
2019-06-05,7675.8
2019-06-06,7786.04
2019-06-07,7803.23
2019-06-08,7998.29
2019-06-09,7931.34
2019-06-10,7640.61
2019-06-11,8020.38
2019-06-12,7917.58
2019-06-13,8173.06
2019-06-14,8237.88
2019-06-15,8693.6
2019-06-16,8859.47
2019-06-17,8978.99
2019-06-18,9327.48
2019-06-19,9076.18
2019-06-20,9281.7
2019-06-21,9531.35
2019-06-22,10209.38
2019-06-23,10668.63
2019-06-24,10814.48
2019-06-25,11017.5
2019-06-26,11766.4
2019-06-27,12932.55
2019-06-28,11132.85
2019-06-29,12374.35
2019-06-30,11890.38
2019-07-01,10737.73
2019-07-02,10578.72
2019-07-03,10805.4
2019-07-04,11984.76
2019-07-05,11160.49
2019-07-06,10955.16
2019-07-07,11232.04
2019-07-08,11477.01
2019-07-09,12313.08
2019-07-10,12586.78
2019-07-11,12099.9
2019-07-12,11352.87
2019-07-13,11803.97
2019-07-14,11389.1
2019-07-15,10186.96
2019-07-16,10873.5
2019-07-17,9397.72
2019-07-18,9674.28
2019-07-19,10638.56
2019-07-20,10535.75
2019-07-21,10764.9
2019-07-22,10587.41
2019-07-23,10323.62
2019-07-24,9844.3
2019-07-25,9772.17
2019-07-26,9875.17
2019-07-27,9848.65
2019-07-28,9473.99
2019-07-29,9530
2019-07-30,9501.33
2019-07-31,9589.13
2019-08-01,10084.7
2019-08-02,10407.17
2019-08-03,10529.55
2019-08-04,10814.57
2019-08-05,10980.23
2019-08-06,11787.99
2019-08-07,11465.67
2019-08-08,11960.82
2019-08-09,11996.41
2019-08-10,11856.64
2019-08-11,11282.22
2019-08-12,11566.84
2019-08-13,11386.26
2019-08-14,10858.12
2019-08-15,10016.96
2019-08-16,10302.17
2019-08-17,10359.44
2019-08-18,10214.52
2019-08-19,10317.6
2019-08-20,10917.26
