Date,Index,Index number
1999-02-13,NASDAQ Index,2283.600098
1999-02-20,NASDAQ Index,2288.030029
1999-02-27,NASDAQ Index,2337.110107
1999-03-06,NASDAQ Index,2381.530029
1999-03-13,NASDAQ Index,2421.27002
1999-03-20,NASDAQ Index,2419.169922
1999-03-27,NASDAQ Index,2493.370117
1999-04-03,NASDAQ Index,2593.050049
1999-04-10,NASDAQ Index,2484.040039
1999-04-17,NASDAQ Index,2590.689941
1999-04-24,NASDAQ Index,2542.860107
1999-05-01,NASDAQ Index,2503.620117
1999-05-08,NASDAQ Index,2527.860107
1999-05-15,NASDAQ Index,2520.139893
1999-05-22,NASDAQ Index,2470.52002
1999-05-29,NASDAQ Index,2478.340088
1999-06-05,NASDAQ Index,2447.879883
1999-06-12,NASDAQ Index,2563.439941
1999-06-19,NASDAQ Index,2552.649902
1999-06-26,NASDAQ Index,2741.02002
1999-07-03,NASDAQ Index,2793.070068
1999-07-10,NASDAQ Index,2864.47998
1999-07-17,NASDAQ Index,2692.399902
1999-07-24,NASDAQ Index,2638.48999
1999-07-31,NASDAQ Index,2547.969971
1999-08-07,NASDAQ Index,2637.810059
1999-08-14,NASDAQ Index,2648.330078
1999-08-21,NASDAQ Index,2758.899902
1999-08-28,NASDAQ Index,2843.110107
1999-09-04,NASDAQ Index,2887.060059
1999-09-11,NASDAQ Index,2869.620117
1999-09-18,NASDAQ Index,2740.409912
1999-09-25,NASDAQ Index,2736.850098
1999-10-02,NASDAQ Index,2886.570068
1999-10-09,NASDAQ Index,2731.830078
1999-10-16,NASDAQ Index,2816.52002
1999-10-23,NASDAQ Index,2966.429932
1999-10-30,NASDAQ Index,3102.290039
1999-11-06,NASDAQ Index,3221.149902
1999-11-13,NASDAQ Index,3369.25
1999-11-20,NASDAQ Index,3447.810059
1999-11-27,NASDAQ Index,3520.629883
1999-12-04,NASDAQ Index,3620.23999
1999-12-11,NASDAQ Index,3753.060059
1999-12-18,NASDAQ Index,3969.439941
1999-12-25,NASDAQ Index,4069.310059
2000-01-01,NASDAQ Index,3882.620117
2000-01-08,NASDAQ Index,4064.27002
2000-01-15,NASDAQ Index,4235.399902
2000-01-22,NASDAQ Index,3887.070068
2000-01-29,NASDAQ Index,4244.140137
2000-02-05,NASDAQ Index,4395.450195
2000-02-12,NASDAQ Index,4411.740234
2000-02-19,NASDAQ Index,4590.5
2000-02-26,NASDAQ Index,4914.790039
2000-03-04,NASDAQ Index,5048.620117
2000-03-11,NASDAQ Index,4798.129883
2000-03-18,NASDAQ Index,4963.029785
2000-03-25,NASDAQ Index,4572.830078
2000-04-01,NASDAQ Index,4446.450195
2000-04-08,NASDAQ Index,3321.290039
2000-04-15,NASDAQ Index,3643.879883
2000-04-22,NASDAQ Index,3860.659912
2000-04-29,NASDAQ Index,3816.820068
2000-05-06,NASDAQ Index,3529.060059
2000-05-13,NASDAQ Index,3390.399902
2000-05-20,NASDAQ Index,3205.110107
2000-05-27,NASDAQ Index,3813.379883
2000-06-03,NASDAQ Index,3874.840088
2000-06-10,NASDAQ Index,3860.560059
2000-06-17,NASDAQ Index,3845.340088
2000-06-24,NASDAQ Index,3966.110107
2000-07-01,NASDAQ Index,4023.199951
2000-07-08,NASDAQ Index,4246.180176
2000-07-15,NASDAQ Index,4094.449951
2000-07-22,NASDAQ Index,3663
2000-07-29,NASDAQ Index,3787.360107
2000-08-05,NASDAQ Index,3789.469971
2000-08-12,NASDAQ Index,3930.340088
2000-08-19,NASDAQ Index,4042.679932
2000-08-26,NASDAQ Index,4234.330078
2000-09-02,NASDAQ Index,3978.409912
2000-09-09,NASDAQ Index,3835.22998
2000-09-16,NASDAQ Index,3803.76001
2000-09-23,NASDAQ Index,3672.820068
2000-09-30,NASDAQ Index,3361.01001
2000-10-07,NASDAQ Index,3316.77002
2000-10-14,NASDAQ Index,3483.139893
2000-10-21,NASDAQ Index,3278.360107
2000-10-28,NASDAQ Index,3451.580078
2000-11-04,NASDAQ Index,3028.98999
2000-11-11,NASDAQ Index,3027.189941
2000-11-18,NASDAQ Index,2904.379883
2000-11-25,NASDAQ Index,2645.290039
2000-12-02,NASDAQ Index,2917.429932
2000-12-09,NASDAQ Index,2653.27002
2000-12-16,NASDAQ Index,2517.02002
2000-12-23,NASDAQ Index,2470.52002
2000-12-30,NASDAQ Index,2407.649902
2001-01-06,NASDAQ Index,2626.5
2001-01-13,NASDAQ Index,2770.379883
2001-01-20,NASDAQ Index,2781.300049
2001-01-27,NASDAQ Index,2660.5
2001-02-03,NASDAQ Index,2470.969971
2001-02-10,NASDAQ Index,2425.379883
2001-02-17,NASDAQ Index,2262.51001
2001-02-24,NASDAQ Index,2117.629883
2001-03-03,NASDAQ Index,2052.780029
2001-03-10,NASDAQ Index,1890.910034
2001-03-17,NASDAQ Index,1928.680054
2001-03-24,NASDAQ Index,1840.26001
2001-03-31,NASDAQ Index,1720.359985
2001-04-07,NASDAQ Index,1961.430054
2001-04-14,NASDAQ Index,2163.409912
2001-04-21,NASDAQ Index,2075.679932
2001-04-28,NASDAQ Index,2191.530029
2001-05-05,NASDAQ Index,2107.429932
2001-05-12,NASDAQ Index,2198.879883
2001-05-19,NASDAQ Index,2251.030029
2001-05-26,NASDAQ Index,2149.439941
2001-06-02,NASDAQ Index,2215.100098
2001-06-09,NASDAQ Index,2028.430054
2001-06-16,NASDAQ Index,2034.839966
2001-06-23,NASDAQ Index,2160.540039
2001-06-30,NASDAQ Index,2004.160034
2001-07-07,NASDAQ Index,2084.790039
2001-07-14,NASDAQ Index,2029.369995
2001-07-21,NASDAQ Index,2029.069946
2001-07-28,NASDAQ Index,2066.330078
2001-08-04,NASDAQ Index,1956.469971
2001-08-11,NASDAQ Index,1867.01001
2001-08-18,NASDAQ Index,1916.800049
2001-08-25,NASDAQ Index,1805.430054
2001-09-01,NASDAQ Index,1687.699951
2001-09-08,NASDAQ Index,1695.380005
2001-09-15,NASDAQ Index,1423.189941
2001-09-22,NASDAQ Index,1498.800049
2001-09-29,NASDAQ Index,1605.300049
2001-10-06,NASDAQ Index,1703.400024
2001-10-13,NASDAQ Index,1671.310059
2001-10-20,NASDAQ Index,1768.959961
2001-10-27,NASDAQ Index,1745.72998
2001-11-03,NASDAQ Index,1828.47998
2001-11-10,NASDAQ Index,1898.579956
2001-11-17,NASDAQ Index,1903.199951
2001-11-24,NASDAQ Index,1930.579956
2001-12-01,NASDAQ Index,2021.26001
2001-12-08,NASDAQ Index,1953.170044
2001-12-15,NASDAQ Index,1945.829956
2001-12-22,NASDAQ Index,1987.26001
2001-12-29,NASDAQ Index,2059.379883
2002-01-05,NASDAQ Index,2022.459961
2002-01-12,NASDAQ Index,1930.339966
2002-01-19,NASDAQ Index,1937.699951
2002-01-26,NASDAQ Index,1911.23999
2002-02-02,NASDAQ Index,1818.880005
2002-02-09,NASDAQ Index,1805.199951
2002-02-16,NASDAQ Index,1724.540039
2002-02-23,NASDAQ Index,1802.73999
2002-03-02,NASDAQ Index,1929.670044
2002-03-09,NASDAQ Index,1868.300049
2002-03-16,NASDAQ Index,1851.390015
2002-03-23,NASDAQ Index,1845.349976
2002-03-30,NASDAQ Index,1770.030029
2002-04-06,NASDAQ Index,1756.189941
2002-04-13,NASDAQ Index,1796.829956
2002-04-20,NASDAQ Index,1663.890015
2002-04-27,NASDAQ Index,1613.030029
2002-05-04,NASDAQ Index,1600.849976
2002-05-11,NASDAQ Index,1741.390015
2002-05-18,NASDAQ Index,1661.48999
2002-05-25,NASDAQ Index,1615.72998
2002-06-01,NASDAQ Index,1535.47998
2002-06-08,NASDAQ Index,1504.73999
2002-06-15,NASDAQ Index,1440.959961
2002-06-22,NASDAQ Index,1463.209961
2002-06-29,NASDAQ Index,1448.359985
2002-07-06,NASDAQ Index,1373.5
2002-07-13,NASDAQ Index,1319.150024
2002-07-20,NASDAQ Index,1262.119995
2002-07-27,NASDAQ Index,1247.920044
2002-08-03,NASDAQ Index,1306.119995
2002-08-10,NASDAQ Index,1361.01001
2002-08-17,NASDAQ Index,1380.619995
2002-08-24,NASDAQ Index,1314.849976
2002-08-31,NASDAQ Index,1295.300049
2002-09-07,NASDAQ Index,1291.400024
2002-09-14,NASDAQ Index,1221.089966
2002-09-21,NASDAQ Index,1199.160034
2002-09-28,NASDAQ Index,1139.900024
2002-10-05,NASDAQ Index,1210.469971
2002-10-12,NASDAQ Index,1287.859985
2002-10-19,NASDAQ Index,1331.130005
2002-10-26,NASDAQ Index,1360.699951
2002-11-02,NASDAQ Index,1359.280029
2002-11-09,NASDAQ Index,1411.140015
2002-11-16,NASDAQ Index,1468.73999
2002-11-23,NASDAQ Index,1478.780029
2002-11-30,NASDAQ Index,1422.439941
2002-12-07,NASDAQ Index,1362.420044
2002-12-14,NASDAQ Index,1363.050049
2002-12-21,NASDAQ Index,1348.310059
2002-12-28,NASDAQ Index,1387.079956
2003-01-04,NASDAQ Index,1447.719971
2003-01-11,NASDAQ Index,1376.189941
2003-01-18,NASDAQ Index,1342.140015
2003-01-25,NASDAQ Index,1320.910034
2003-02-01,NASDAQ Index,1282.469971
2003-02-08,NASDAQ Index,1310.170044
2003-02-15,NASDAQ Index,1349.02002
2003-02-22,NASDAQ Index,1337.52002
2003-03-01,NASDAQ Index,1305.290039
2003-03-08,NASDAQ Index,1340.329956
2003-03-15,NASDAQ Index,1421.839966
2003-03-22,NASDAQ Index,1369.599976
2003-03-29,NASDAQ Index,1383.51001
2003-04-05,NASDAQ Index,1358.849976
2003-04-12,NASDAQ Index,1425.5
2003-04-19,NASDAQ Index,1434.540039
2003-04-26,NASDAQ Index,1502.880005
2003-05-03,NASDAQ Index,1520.150024
2003-05-10,NASDAQ Index,1538.530029
2003-05-17,NASDAQ Index,1510.089966
2003-05-24,NASDAQ Index,1595.910034
2003-05-31,NASDAQ Index,1627.420044
2003-06-07,NASDAQ Index,1626.48999
2003-06-14,NASDAQ Index,1644.719971
2003-06-21,NASDAQ Index,1625.26001
2003-06-28,NASDAQ Index,1663.459961
2003-07-05,NASDAQ Index,1733.930054
2003-07-12,NASDAQ Index,1708.5
2003-07-19,NASDAQ Index,1730.699951
2003-07-26,NASDAQ Index,1715.619995
2003-08-02,NASDAQ Index,1644.030029
2003-08-09,NASDAQ Index,1702.01001
2003-08-16,NASDAQ Index,1765.319946
2003-08-23,NASDAQ Index,1810.449951
2003-08-30,NASDAQ Index,1858.23999
2003-09-06,NASDAQ Index,1855.030029
2003-09-13,NASDAQ Index,1905.699951
2003-09-20,NASDAQ Index,1792.069946
2003-09-27,NASDAQ Index,1880.569946
2003-10-04,NASDAQ Index,1915.310059
2003-10-11,NASDAQ Index,1912.359985
2003-10-18,NASDAQ Index,1865.589966
2003-10-25,NASDAQ Index,1932.209961
2003-11-01,NASDAQ Index,1970.73999
2003-11-08,NASDAQ Index,1930.26001
2003-11-15,NASDAQ Index,1893.880005
2003-11-22,NASDAQ Index,1960.26001
2003-11-29,NASDAQ Index,1937.819946
2003-12-06,NASDAQ Index,1949
2003-12-13,NASDAQ Index,1951.02002
2003-12-20,NASDAQ Index,1973.140015
2003-12-27,NASDAQ Index,2003.369995
2004-01-03,NASDAQ Index,2086.919922
2004-01-10,NASDAQ Index,2140.459961
2004-01-17,NASDAQ Index,2123.870117
2004-01-24,NASDAQ Index,2066.149902
2004-01-31,NASDAQ Index,2064.01001
2004-02-07,NASDAQ Index,2053.560059
2004-02-14,NASDAQ Index,2037.930054
2004-02-21,NASDAQ Index,2029.819946
2004-02-28,NASDAQ Index,2047.630005
2004-03-06,NASDAQ Index,1984.72998
2004-03-13,NASDAQ Index,1940.469971
2004-03-20,NASDAQ Index,1960.02002
2004-03-27,NASDAQ Index,2057.169922
2004-04-03,NASDAQ Index,2052.879883
2004-04-10,NASDAQ Index,1995.73999
2004-04-17,NASDAQ Index,2049.77002
2004-04-24,NASDAQ Index,1920.150024
2004-05-01,NASDAQ Index,1917.959961
2004-05-08,NASDAQ Index,1904.25
2004-05-15,NASDAQ Index,1912.089966
2004-05-22,NASDAQ Index,1986.73999
2004-05-29,NASDAQ Index,1978.619995
2004-06-05,NASDAQ Index,1999.869995
2004-06-12,NASDAQ Index,1986.72998
2004-06-19,NASDAQ Index,2025.469971
2004-06-26,NASDAQ Index,2006.660034
2004-07-03,NASDAQ Index,1946.329956
2004-07-10,NASDAQ Index,1883.150024
2004-07-17,NASDAQ Index,1849.089966
2004-07-24,NASDAQ Index,1887.359985
2004-07-31,NASDAQ Index,1776.890015
2004-08-07,NASDAQ Index,1757.219971
2004-08-14,NASDAQ Index,1838.02002
2004-08-21,NASDAQ Index,1862.089966
2004-08-28,NASDAQ Index,1844.47998
2004-09-04,NASDAQ Index,1894.310059
2004-09-11,NASDAQ Index,1910.089966
2004-09-18,NASDAQ Index,1879.47998
2004-09-25,NASDAQ Index,1942.199951
2004-10-02,NASDAQ Index,1919.969971
2004-10-09,NASDAQ Index,1911.5
2004-10-16,NASDAQ Index,1915.140015
2004-10-23,NASDAQ Index,1974.98999
2004-10-30,NASDAQ Index,2038.939941
2004-11-06,NASDAQ Index,2085.340088
2004-11-13,NASDAQ Index,2070.629883
2004-11-20,NASDAQ Index,2101.969971
2004-11-27,NASDAQ Index,2147.959961
2004-12-04,NASDAQ Index,2128.070068
2004-12-11,NASDAQ Index,2135.199951
2004-12-18,NASDAQ Index,2160.620117
2004-12-25,NASDAQ Index,2175.439941
2005-01-01,NASDAQ Index,2088.610107
2005-01-08,NASDAQ Index,2087.909912
2005-01-15,NASDAQ Index,2034.27002
2005-01-22,NASDAQ Index,2035.829956
2005-01-29,NASDAQ Index,2086.659912
2005-02-05,NASDAQ Index,2076.659912
2005-02-12,NASDAQ Index,2058.620117
2005-02-19,NASDAQ Index,2065.399902
2005-02-26,NASDAQ Index,2070.610107
2005-03-05,NASDAQ Index,2041.599976
2005-03-12,NASDAQ Index,2007.790039
2005-03-19,NASDAQ Index,1991.060059
2005-03-26,NASDAQ Index,1984.810059
2005-04-02,NASDAQ Index,1999.349976
2005-04-09,NASDAQ Index,1908.150024
2005-04-16,NASDAQ Index,1932.189941
2005-04-23,NASDAQ Index,1921.650024
2005-04-30,NASDAQ Index,1967.349976
2005-05-07,NASDAQ Index,1976.780029
2005-05-14,NASDAQ Index,2046.420044
2005-05-21,NASDAQ Index,2075.72998
2005-05-28,NASDAQ Index,2071.429932
2005-06-04,NASDAQ Index,2063
2005-06-11,NASDAQ Index,2090.110107
2005-06-18,NASDAQ Index,2053.27002
2005-06-25,NASDAQ Index,2057.370117
2005-07-02,NASDAQ Index,2112.879883
2005-07-09,NASDAQ Index,2156.780029
2005-07-16,NASDAQ Index,2179.73999
2005-07-23,NASDAQ Index,2184.830078
2005-07-30,NASDAQ Index,2177.909912
2005-08-06,NASDAQ Index,2156.899902
2005-08-13,NASDAQ Index,2135.560059
2005-08-20,NASDAQ Index,2120.77002
2005-08-27,NASDAQ Index,2141.070068
2005-09-03,NASDAQ Index,2175.51001
2005-09-10,NASDAQ Index,2160.350098
2005-09-17,NASDAQ Index,2116.840088
2005-09-24,NASDAQ Index,2151.689941
2005-10-01,NASDAQ Index,2090.350098
2005-10-08,NASDAQ Index,2064.830078
2005-10-15,NASDAQ Index,2082.209961
2005-10-22,NASDAQ Index,2089.879883
2005-10-29,NASDAQ Index,2169.429932
2005-11-05,NASDAQ Index,2202.469971
2005-11-12,NASDAQ Index,2227.070068
2005-11-19,NASDAQ Index,2263.01001
2005-11-26,NASDAQ Index,2273.370117
2005-12-03,NASDAQ Index,2256.72998
2005-12-10,NASDAQ Index,2252.47998
2005-12-17,NASDAQ Index,2249.419922
2005-12-24,NASDAQ Index,2205.320068
