date,value1,value2,value3
2005,59,6.4,0.064
2006,76,8.2,0.082
2007,77,8.5,0.085
2008,123,5.2,0.052
2009,72,-7.8,-0.078
2010,75,4.5,0.045
2011,117,5.1,0.051
2012,115,5,0.05
2013,108,1.8,0.018
2014,106,0.7,0.007
2015,52,-2,-0.02
2016,42,0.2,0.002
2017,53,1.8,0.018
2018,72,2.8,0.028
2019,63,2.2,0.022
2020,43,-2.7,-0.027
2021,74,4.7,0.047
2022,97,-3.4,-0.034
