date,value
1971-02-01,8373
1971-03-01,8393
1971-04-01,8390
1971-05-01,8377
1971-06-01,8380
1971-07-01,8406
1971-08-01,8440
1971-09-01,8467
1971-10-01,8479
1971-11-01,8459
1971-12-01,8436
1972-01-01,8394
1972-02-01,8346
1972-03-01,8310
1972-04-01,8309
1972-05-01,8329
1972-06-01,8352
1972-07-01,8357
1972-08-01,8341
1972-09-01,8325
1972-10-01,8303
1972-11-01,8288
1972-12-01,8255
1973-01-01,8218
1973-02-01,8167
1973-03-01,8133
1973-04-01,8123
1973-05-01,8136
1973-06-01,8163
1973-07-01,8185
1973-08-01,8198
1973-09-01,8207
1973-10-01,8209
1973-11-01,8218
1973-12-01,8222
1974-01-01,8217
1974-02-01,8206
1974-03-01,8201
1974-04-01,8200
1974-05-01,8187
1974-06-01,8169
1974-07-01,8134
1974-08-01,8115
1974-09-01,8102
1974-10-01,8106
1974-11-01,8115
1974-12-01,8128
1975-01-01,8137
1975-02-01,8136
1975-03-01,8137
1975-04-01,8118
1975-05-01,8097
1975-06-01,8077
1975-07-01,8061
1975-08-01,8060
1975-09-01,8051
1975-10-01,8050
1975-11-01,8044
1975-12-01,8049
1976-01-01,8057
1976-02-01,8068
1976-03-01,8083
1976-04-01,8085
1976-05-01,8097
1976-06-01,8107
1976-07-01,8110
1976-08-01,8123
1976-09-01,8133
1976-10-01,8145
1976-11-01,8151
1976-12-01,8154
1977-01-01,8159
1977-02-01,8177
1977-03-01,8192
1977-04-01,8201
1977-05-01,8206
1977-06-01,8208
1977-07-01,8203
1977-08-01,8197
1977-09-01,8209
1977-10-01,8217
1977-11-01,8231
1977-12-01,8242
1978-01-01,8251
1978-02-01,8264
1978-03-01,8273
1978-04-01,8280
1978-05-01,8292
1978-06-01,8302
1978-07-01,8302
1978-08-01,8303
1978-09-01,8298
1978-10-01,8296
1978-11-01,8292
1978-12-01,8286
1979-01-01,8288
1979-02-01,8297
1979-03-01,8318
1979-04-01,8329
1979-05-01,8327
1979-06-01,8315
1979-07-01,8318
1979-08-01,8317
1979-09-01,8313
1979-10-01,8306
1979-11-01,8304
1979-12-01,8308
1980-01-01,8308
1980-02-01,8307
1980-03-01,8307
1980-04-01,8300
1980-05-01,8296
1980-06-01,8291
1980-07-01,8286
1980-08-01,8294
1980-09-01,8301
1980-10-01,8298
1980-11-01,8296
1980-12-01,8289
