date,value
2002-11-01,603
2002-12-01,603
2003-01-01,594
2003-02-01,592
2003-03-01,585
2003-04-01,588
2003-05-01,579
2003-06-01,574
2003-07-01,578
2003-08-01,593
2003-09-01,605
2003-10-01,610
2003-11-01,614
2003-12-01,616
2004-01-01,617
2004-02-01,623
2004-03-01,630
2004-04-01,637
2004-05-01,640
2004-06-01,652
2004-07-01,654
2004-08-01,652
2004-09-01,653
2004-10-01,655
2004-11-01,661
2004-12-01,668
2005-01-01,657
2005-02-01,644
2005-03-01,635
2005-04-01,642
2005-05-01,641
2005-06-01,633
2005-07-01,624
2005-08-01,621
2005-09-01,610
2005-10-01,606
2005-11-01,608
2005-12-01,618
2006-01-01,610
2006-02-01,598
2006-03-01,597
2006-04-01,596
2006-05-01,603
2006-06-01,608
2006-07-01,611
2006-08-01,611
2006-09-01,619
2006-10-01,619
2006-11-01,619
2006-12-01,622
2007-01-01,628
2007-02-01,643
2007-03-01,646
2007-04-01,650
2007-05-01,658
2007-06-01,669
2007-07-01,680
2007-08-01,682
2007-09-01,683
2007-10-01,686
2007-11-01,686
2007-12-01,687
2008-01-01,692
2008-02-01,702
2008-03-01,693
2008-04-01,678
2008-05-01,656
2008-06-01,642
2008-07-01,625
2008-08-01,615
2008-09-01,598
2008-10-01,563
2008-11-01,525
2008-12-01,493
2009-01-01,469
2009-02-01,459
2009-03-01,453
2009-04-01,444
2009-05-01,432
2009-06-01,433
2009-07-01,442
2009-08-01,441
2009-09-01,440
2009-10-01,442
2009-11-01,453
2009-12-01,457
2010-01-01,459
2010-02-01,461
2010-03-01,466
2010-04-01,479
2010-05-01,484
2010-06-01,482
2010-07-01,463
2010-08-01,458
2010-09-01,461
2010-10-01,477
2010-11-01,482
2010-12-01,490
2011-01-01,485
2011-02-01,480
2011-03-01,471
2011-04-01,461
2011-05-01,461
2011-06-01,460
2011-07-01,464
2011-08-01,467
2011-09-01,472
2011-10-01,466
2011-11-01,465
2011-12-01,469
2012-01-01,467
2012-02-01,464
2012-03-01,464
2012-04-01,470
2012-05-01,475
2012-06-01,481
2012-07-01,485
2012-08-01,490
2012-09-01,494
2012-10-01,497
2012-11-01,501
2012-12-01,497
2013-01-01,500
2013-02-01,503
2013-03-01,514
2013-04-01,522
2013-05-01,534
2013-06-01,540
2013-07-01,537
2013-08-01,549
2013-09-01,554
2013-10-01,570
2013-11-01,573
2013-12-01,581
2014-01-01,595
2014-02-01,616
2014-03-01,639
2014-04-01,652
2014-05-01,660
2014-06-01,667
2014-07-01,680
2014-08-01,685
2014-09-01,699
2014-10-01,703
2014-11-01,708
2014-12-01,715
2015-01-01,726
2015-02-01,733
2015-03-01,726
2015-04-01,726
2015-05-01,728
2015-06-01,739
2015-07-01,741
2015-08-01,741
2015-09-01,739
2015-10-01,741
2015-11-01,746
2015-12-01,753
2016-01-01,750
2016-02-01,749
2016-03-01,742
2016-04-01,744
2016-05-01,745
2016-06-01,747
2016-07-01,753
2016-08-01,756
2016-09-01,765
2016-10-01,759
2016-11-01,755
2016-12-01,748
2017-01-01,762
2017-02-01,769
2017-03-01,789
2017-04-01,784
2017-05-01,786
2017-06-01,785
2017-07-01,796
2017-08-01,806
2017-09-01,812
2017-10-01,818
2017-11-01,819
2017-12-01,816
2018-01-01,812
2018-02-01,811
2018-03-01,807
2018-04-01,819
2018-05-01,833
2018-06-01,840
2018-07-01,849
2018-08-01,855
2018-09-01,864
2018-10-01,859
2018-11-01,853
2018-12-01,851
2019-01-01,842
2019-02-01,838
2019-03-01,834
2019-04-01,834
2019-05-01,826
2019-06-01,826
2019-07-01,826
2019-08-01,831
2019-09-01,815
2019-10-01,807
2019-11-01,803
2019-12-01,803
2020-01-01,811
2020-02-01,785
2020-03-01,637
2020-04-01,477
2020-05-01,340
2020-06-01,375
2020-07-01,435
2020-08-01,496
2020-09-01,538
2020-10-01,565
2020-11-01,596
2020-12-01,608
2021-01-01,611
2021-02-01,621
2021-03-01,663
2021-04-01,764
2021-05-01,863
2021-06-01,950
2021-07-01,1035
2021-08-01,1119
2021-09-01,1184
2021-10-01,1214
2021-11-01,1247
