date,value
2020-01-01,-67.82
2020-02-01,-95.46
2020-03-01,276.66
2020-04-01,133.27
2020-05-01,-520.36
2020-06-01,-549.44
2020-07-01,-572.04
2020-08-01,-173.27
2020-09-01,-88.39
2020-10-01,-39.88
2020-11-01,-706.18
2020-12-01,-1699.55
2021-01-01,-55.98
2021-02-01,-480.36
2021-03-01,822.99
2021-04-01,43.24
2021-05-01,112.21
2021-06-01,332.56
2021-07-01,260.61
2021-08-01,41.73
2021-09-01,547.98
2021-10-01,672.10
2021-11-01,202.02
2021-12-01,-1974.82
2022-01-01,256.15
2022-02-01,281.19
2022-03-01,766.15
2022-04-01,-139.10
2022-05-01,424.70
2022-06-01,-106.77
2022-07-01,-924.87
2022-08-01,-265.60
2022-09-01,-89.20
2022-10-01,152.03
2022-11-01,388.09
2022-12-01,-4036.78
2023-01-01,-1650.19
2023-02-01,-932.41
2023-03-01,182.60
2023-04-01,-1024.00
2023-05-01,13.00
