date,metric,value
2021-01-01,London,100.2
2021-02-01,London,98.5
2021-03-01,London,100.0
2021-04-01,London,102.5
2021-05-01,London,106.2
2021-06-01,London,109.0
2021-07-01,London,110.3
2021-08-01,London,111.5
2021-09-01,London,110.0
2021-10-01,London,111.1
2021-11-01,London,112.6
2021-12-01,London,111.7
2022-01-01,London,108.9
2022-02-01,London,109.4
2022-03-01,London,113.2
2022-04-01,London,119.3
2022-05-01,London,123.6
2022-06-01,London,129.4
2022-07-01,London,134.9
2022-08-01,London,139.9
2022-09-01,London,143.0
2022-10-01,London,148.3
2022-11-01,London,151.0
2022-12-01,London,154.9
2023-01-01,London,156.8
2023-02-01,London,161.1
2023-03-01,London,162.7
2021-01-01,UK,101.7
2021-02-01,UK,100.1
2021-03-01,UK,100.0
2021-04-01,UK,100.6
2021-05-01,UK,102.5
2021-06-01,UK,101.8
2021-07-01,UK,100.4
2021-08-01,UK,98.6
2021-09-01,UK,97.7
2021-10-01,UK,97.8
2021-11-01,UK,97.3
2021-12-01,UK,96.2
2022-01-01,UK,96.0
2022-02-01,UK,96.6
2022-03-01,UK,97.9
2022-04-01,UK,99.3
2022-05-01,UK,101.7
2022-06-01,UK,106.1
2022-07-01,UK,110.7
2022-08-01,UK,115.0
2022-09-01,UK,119.1
2022-10-01,UK,123.9
2022-11-01,UK,127.5
2022-12-01,UK,130.5
2023-01-01,UK,132.7
2023-02-01,UK,135.8
2023-03-01,UK,137.5
