Year,RegionIRE,ValueIRE,RegionEUR,ValueEUR,Detail
,,,CSK,146.4997505,
,,,CSK,148.266398,
,,,CSK,149.0786497,
,,,CSK,149.3832441,
,,,CSK,148.956812,
,,,CSK,148.0024162,
,,,CSK,147.6064435,
,,,CSK,148.1648665,
,,,CSK,143.6873289,
,,,CSK,131.1380399,
,,,CSK,123.5028738,
,,,CSK,125.2796744,
,,,CSK,125.2796744,
,,,CSK,125.7873317,
,,,CSK,127.2392317,
,,,CSK,128.7723568,
,,,CSK,130.1633378,
,,,CSK,131.5035532,
,,,CSK,132.9351468,
,,,CSK,134.3159748,
,,,CSK,135.6257306,
,,,CSK,136.8034956,
,,,CSK,137.727432,
,,,CSK,138.631062,
,,,CSK,139.9002053,
,,,CSK,140.7023039,
,,,CSK,141.6160871,
,,,CSK,142.6720143,
,,,CSK,143.6365632,
,,,CSK,144.4183555,
,,,CSK,144.9564723,
,,,CSK,145.423517,
,,,CSK,145.0275443,
,,,CSK,145.3829044,
,,,CSK,146.0123995,
,,,CSK,146.7738855,
,,,CSK,147.7181281,
,,,CSK,148.8248211,
,,,CSK,149.9822798,
,,,CSK,151.1194322,
,,,CSK,152.1956657,
,,,CSK,153.2008272,
,,,CSK,154.1450698,
,,,CSK,154.8862495,
,,,CSK,155.4649789,
,,,CSK,155.8711047,
,,,CSK,156.236618,
,,,CSK,156.5919781,
,,,CSK,156.9168788,
,,,CSK,157.1808606,
,,,CSK,157.485455,
,,,CSK,157.7494368,
,,,CSK,157.972806,
,,,CSK,158.1047969,
,,,CSK,158.2570941,
,,,CSK,158.5819948,
,,,CSK,158.8967424,
,,,CSK,159.150571,
,,,CSK,159.2521025,
,,,CSK,159.2521025,
,,,CSK,159.2419494,
,,,CSK,159.2114899,
,,,CSK,159.1607242,
,,,CSK,159.0998053,
,,,CSK,159.0693459,
,,,CSK,159.0591927,
,,,CSK,159.0693459,
,,,CSK,159.0998053,
,,,CSK,159.1302647,
,,,CSK,159.150571,
,,,CSK,159.1607242,
,,,CSK,159.1607242,
,,,CSK,160.1049668,
,,,CSK,160.4603269,
,,,CSK,160.7547682,
,,,CSK,160.9984437,
,,,CSK,161.089822,
,,,CSK,161.2522724,
,,,CSK,161.5162542,
,,,CSK,161.7903891,
,,,DEU,100,
,,,DEU,100.9912629,
,,,DEU,101.9412232,
,,,DEU,102.9197776,
,,,DEU,104.0285941,
,,,DEU,105.0325655,
,,,DEU,105.579031,
,,,DEU,105.7633042,
,,,DEU,106.2811755,
,,,DEU,107.2152502,
,,,DEU,108.1969817,
,,,DEU,108.943606,
,,,DEU,109.3629865,
,,,DEU,109.7092931,
,,,DEU,109.8840349,
,,,DEU,110.293884,
,,,DEU,111.132645,
,,,DEU,112.0826052,
,,,DEU,113.2104845,
,,,DEU,114.5321684,
,,,DEU,115.7585385,
,,,DEU,116.8800635,
,,,DEU,118.1382049,
,,,DEU,119.4662431,
,,,DEU,120.5877681,
,,,DEU,121.3439237,
,,,DEU,122.1286736,
,,,DEU,122.7545671,
,,,DEU,123.6346307,
,,,DEU,124.6417792,
,,,DEU,125.3566322,
,,,DEU,126.1032566,
,,,DEU,127.1389992,
,,,DEU,128.5146942,
,,,DEU,129.9348689,
,,,DEU,131.822081,
,,,DEU,133.5472597,
,,,DEU,135.1739476,
,,,DEU,136.7815727,
,,,DEU,138.2049245,
,,,DEU,139.2438443,
,,,DEU,140.1493249,
,,,DEU,141.0770453,
,,,DEU,142.2621128,
,,,DEU,143.2374901,
,,,DEU,144.5750596,
,,,DEU,146.1509134,
,,,DEU,147.8570294,
,,,DEU,149.5885624,
,,,DEU,151.2533757,
,,,DEU,152.9118348,
,,,DEU,154.5131056,
,,,DEU,156.0698967,
,,,DEU,157.9126291,
,,,DEU,160.0095314,
,,,DEU,162.3860207,
,,,DEU,164.9594917,
,,,DEU,167.6028594,
,,,DEU,170.268467,
,,,DEU,172.7974583,
,,,DEU,175.4217633,
,,,DEU,178.2494043,
,,,DEU,180.9785544,
,,,DEU,183.6568705,
,,,DEU,186.319301,
,,,DEU,188.9785544,
,,,DEU,191.7108817,
,,,DEU,194.3987292,
,,,DEU,197.1024623,
,,,DEU,199.7903098,
,,,DEU,202.8657665,
,,,DEU,204.7879269,
,,,DEU,206.6973789,
,,,DEU,209.9952343,
,,,DEU,210.420969,
,,,DEU,209.9316918,
,,,DEU,208.9372518,
,,,DEU,207.2660842,
,,,DEU,192.3653693,
,,,DEU,193.4678316,
,,,DEU,195.6250993,
,,,DEU,196.6640191,
,,,DEU,197.9571088,
,,,DEU,199.1961875,
,,,DEU,200.6862589,
,,,DEU,202.1604448,
,,,DEU,203.4090548,
,,,DEU,204.5845909,
,,,DEU,205.6838761,
,,,DEU,206.7799841,
,,,DEU,207.8570294,
,,,DEU,208.7879269,
,,,DEU,209.7760127,
,,,DEU,210.9896743,
,,,DEU,212.457506,
,,,DEU,213.9761716,
,,,DEU,215.5075457,
,,,DEU,217.8173153,
,,,DEU,220.1302621,
,,,DEU,221.8745036,
,,,DEU,223.1739476,
,,,DEU,225.0484512,
,,,DEU,223.7045274,
,,,DEU,221.9698173,
,,,DEU,212.867355,
,,,DEU,205.4900715,
,,,DEU,209.9888801,
,,,DEU,213.8046068,
,,,DEU,216.0158856,
,,,DEU,217.2359015,
,,,DEU,218.827641,
,,,DEU,219.6854647,
,,,DEU,220.969023,
,,,DEU,221.9793487,
,,,DEU,223.0214456,
,,,DEU,224.3145353,
,,,DEU,225.6362192,
,,,DEU,227.1262907,
,,,DEU,228.7974583,
,,,DEU,230.2811755,
,,,DEU,232.3208896,
,,,DEU,234.2779984,
,,,DEU,236.1874504,
,,,DEU,238.1382049,
,,,DEU,240.3145353,
,,,DEU,242.1159651,
,,,DEU,242.6306593,
,,,DEU,243.3169182,
,,,DEU,245.096108,
,,,DEU,247.1262907,
,,,DEU,248.943606,
,,,DEU,250.0937252,
,,,DEU,250.8339952,
,,,DEU,250.8848292,
,,,DEU,249.9825258,
,,,DEU,248.7656871,
,,,DEU,248.3272438,
,,,DEU,248.025417,
,,,DEU,248.0730739,
,,,DEU,248.7625099,
,,,DEU,249.0929309,
,,,DEU,248.8800635,
,,,DEU,248.203336,
,,,DEU,247.3550437,
,,,DEU,246.8149325,
,,,DEU,246.903892,
,,,DEU,246.9197776,
,,,DEU,247.9142176,
,,,DEU,249.8649722,
,,,DEU,252.2001589,
,,,DEU,254.0460683,
,,,DEU,255.9841144,
,,,DEU,257.6743447,
,,,DEU,258.5671168,
,,,DEU,259.3296267,
,,,DEU,260.0826052,
,,,DEU,260.4606831,
,,,DEU,260.5019857,
,,,DEU,260.6703733,
,,,DEU,261.0230342,
,,,DEU,261.4614774,
,,,DEU,261.9030977,
,,,DEU,262.0460683,
,,,DEU,261.9920572,
,,,DEU,261.8427323,
,,,DEU,261.5472597,
,,,DEU,261.197776,
,,,DEU,260.7021446,
,,,DEU,260.0413026,
,,,DEU,259.4281176,
,,,DEU,258.878475,
,,,DEU,259.3645751,
,,,DEU,260.0730739,
,,,DEU,261.1596505,
,,,DEU,263.4312947,
,,,DEU,265.9475774,
,,,DNK,100,
,,,DNK,101.0211524,
,,,DNK,101.5317287,
,,,DNK,103.1363968,
,,,DNK,104.3034282,
,,,DNK,105.3245806,
,,,DNK,106.1998541,
,,,DNK,107.2210066,
,,,DNK,108.242159,
,,,DNK,109.3362509,
,,,DNK,110.6491612,
,,,DNK,112.0350109,
,,,DNK,113.2020423,
,,,DNK,114.4420131,
,,,DNK,115.9737418,
,,,DNK,117.5784099,
,,,DNK,119.183078,
,,,DNK,120.5689278,
,,,DNK,122.1006565,
,,,DNK,123.7053246,
,,,DNK,125.2370532,
,,,DNK,126.8417214,
,,,DNK,128.4463895,
,,,DNK,129.6134209,
,,,DNK,131.218089,
,,,DNK,132.3121809,
,,,DNK,133.6980306,
,,,DNK,135.0838804,
,,,DNK,136.4697301,
,,,DNK,137.7097009,
,,,DNK,138.8037929,
,,,DNK,139.8978848,
,,,DNK,141.1378556,
,,,DNK,142.5237053,
,,,DNK,143.9095551,
,,,DNK,145.4412837,
,,,DNK,147.2647702,
,,,DNK,149.0153173,
,,,DNK,150.547046,
,,,DNK,151.7870168,
,,,DNK,153.245806,
,,,DNK,154.6316557,
,,,DNK,155.8716265,
,,,DNK,157.5492341,
,,,DNK,159.4456601,
,,,DNK,161.4150255,
,,,DNK,163.1655726,
,,,DNK,164.6243618,
,,,DNK,166.0102115,
,,,DNK,167.3231218,
,,,DNK,168.5630926,
,,,DNK,169.730124,
,,,DNK,170.9700948,
,,,DNK,172.6477024,
,,,DNK,174.8358862,
,,,DNK,177.0970095,
,,,DNK,179.5769511,
,,,DNK,182.1298322,
,,,DNK,184.5368344,
,,,DNK,186.7979577,
,,,DNK,189.2049599,
,,,DNK,191.3202042,
,,,DNK,193.508388,
,,,DNK,195.5506929,
,,,DNK,197.6659373,
,,,DNK,199.9270605,
,,,DNK,202.4070022,
,,,DNK,204.8869438,
,,,DNK,207.5127644,
,,,DNK,210.2115244,
,,,DNK,212.7644055,
,,,DNK,215.2443472,
,,,DNK,217.5784099,
,,,DNK,220.131291,
,,,DNK,222.8300511,
,,,DNK,225.5288111,
,,,DNK,228.3005106,
,,,DNK,230.8533917,
,,,DNK,233.5521517,
,,,DNK,236.4697301,
,,,DNK,239.6061269,
,,,DNK,242.3048869,
,,,DNK,244.7848286,
,,,DNK,247.1918308,
,,,DNK,249.8176513,
,,,DNK,251.7870168,
,,,DNK,253.4646244,
,,,DNK,255.0692925,
,,,DNK,256.6010212,
,,,DNK,258.3515682,
,,,DNK,260.3209336,
,,,DNK,262.8008753,
,,,DNK,264.9890591,
,,,DNK,267.3960613,
,,,DNK,269.5113056,
,,,DNK,271.480671,
,,,DNK,273.4500365,
,,,DNK,275.4923414,
,,,DNK,277.5346462,
,,,DNK,279.5040117,
,,,DNK,281.7651349,
,,,DNK,284.6827133,
,,,DNK,288.0379285,
,,,DNK,291.6119621,
,,,DNK,295.0401167,
,,,DNK,299.1247265,
,,,DNK,302.4070022,
,,,DNK,305.6163384,
,,,DNK,308.5339168,
,,,DNK,311.5244347,
,,,DNK,313.9314369,
,,,DNK,316.1196207,
,,,DNK,318.6725018,
,,,DNK,321.3712619,
,,,DNK,323.778264,
,,,DNK,325.7476295,
,,,DNK,327.3522976,
,,,DNK,329.321663,
,,,DNK,331.6557257,
,,,DNK,334.1356674,
,,,DNK,336.2509117,
,,,DNK,338.9496718,
,,,DNK,341.6484318,
,,,DNK,344.2742524,
,,,DNK,347.0459519,
,,,DNK,349.9635303,
,,,DNK,352.9540481,
,,,DNK,354.996353,
,,,DNK,356.7469001,
,,,DNK,359.5185996,
,,,DNK,361.9985412,
,,,DNK,364.1137856,
,,,DNK,366.3019694,
,,,DNK,367.979577,
,,,DNK,369.0736689,
,,,DNK,370.0218818,
,,,DNK,371.1159737,
,,,DNK,372.2830051,
,,,DNK,373.2312181,
,,,DNK,373.6688549,
,,,DNK,373.5959154,
,,,DNK,373.3041575,
,,,DNK,373.0123997,
,,,DNK,372.8665208,
,,,DNK,373.0123997,
,,,DNK,373.5229759,
,,,DNK,373.9606127,
,,,DNK,374.1794311,
,,,DNK,374.3982495,
,,,DNK,374.9817651,
,,,DNK,375.9299781,
,,,DNK,377.1699489,
,,,DNK,378.4828592,
,,,DNK,379.7228301,
,,,DNK,381.6921955,
,,,DNK,383.8803793,
,,,DNK,385.4850474,
,,,DNK,386.8708972,
,,,DNK,388.1838074,
,,,DNK,389.4967177,
,,,DNK,390.8825675,
,,,DNK,392.1225383,
,,,DNK,393.2166302,
,,,DNK,394.2377826,
,,,DNK,395.2589351,
,,,DNK,396.5718454,
,,,DNK,398.3223924,
,,,DNK,400.7293946,
,,,DNK,402.8446389,
,,,DNK,404.6681255,
,,,DNK,406.345733,
,,,DNK,407.8774617,
,,,DNK,409.5550693,
,,,DNK,411.5973742,
,,,DNK,414.5149526,
,,,DNK,418.0160467,
,,,ESP,100,
,,,ESP,100.6628653,
,,,ESP,101.3328582,
,,,ESP,102.0099786,
,,,ESP,102.6870991,
,,,ESP,103.3713471,
,,,ESP,104.0627227,
,,,ESP,104.7540984,
,,,ESP,105.4526016,
,,,ESP,106.1582324,
,,,ESP,106.7284391,
,,,ESP,107.3057733,
,,,ESP,107.8831076,
,,,ESP,108.4604419,
,,,ESP,109.0449038,
,,,ESP,109.6293656,
,,,ESP,110.1568068,
,,,ESP,110.6628653,
,,,ESP,111.0762651,
,,,ESP,111.489665,
,,,ESP,111.8959373,
,,,ESP,112.2879544,
,,,ESP,112.6799715,
,,,ESP,113.0719886,
,,,ESP,113.4711333,
,,,ESP,113.870278,
,,,ESP,114.2694227,
,,,ESP,114.6685674,
,,,ESP,115.067712,
,,,ESP,115.4739843,
,,,ESP,115.8802566,
,,,ESP,116.2865289,
,,,ESP,116.6928011,
,,,ESP,117.0990734,
,,,ESP,117.5124733,
,,,ESP,117.9258731,
,,,ESP,118.339273,
,,,ESP,118.8667142,
,,,ESP,119.5153243,
,,,ESP,120.1639344,
,,,ESP,120.8196721,
,,,ESP,121.4754098,
,,,ESP,122.1382751,
,,,ESP,122.808268,
,,,ESP,123.4711333,
,,,ESP,124.1482537,
,,,ESP,124.8253742,
,,,ESP,125.445474,
,,,ESP,126.0014255,
,,,ESP,126.5645046,
,,,ESP,127.1275837,
,,,ESP,127.6977904,
,,,ESP,128.2679971,
,,,ESP,128.8382038,
,,,ESP,129.4155381,
,,,ESP,129.9928724,
,,,ESP,130.5773343,
,,,ESP,131.1617962,
,,,ESP,131.746258,
,,,ESP,132.3307199,
,,,ESP,132.9935852,
,,,ESP,133.9130435,
,,,ESP,134.8467569,
,,,ESP,135.7804704,
,,,ESP,136.3720599,
,,,ESP,137.6764077,
,,,ESP,138.6315039,
,,,ESP,139.5937277,
,,,ESP,140.5630791,
,,,ESP,141.5395581,
,,,ESP,142.5089095,
,,,ESP,143.4640057,
,,,ESP,144.4262295,
,,,ESP,145.3884533,
,,,ESP,146.3649323,
,,,ESP,147.3485388,
,,,ESP,148.3321454,
,,,ESP,149.3228795,
,,,ESP,150.3278689,
,,,ESP,151.3328582,
,,,ESP,152.6086957,
,,,ESP,154.1553813,
,,,ESP,155.7163222,
,,,ESP,157.2986458,
,,,ESP,158.8880969,
,,,ESP,160.4989309,
,,,ESP,162.1311475,
,,,ESP,163.7704918,
,,,ESP,165.4312188,
,,,ESP,167.106201,
,,,ESP,168.7455453,
,,,ESP,170.3278689,
,,,ESP,171.9315752,
,,,ESP,173.5495367,
,,,ESP,175.188881,
,,,ESP,176.8353528,
,,,ESP,178.4960798,
,,,ESP,180.1781896,
,,,ESP,181.8745545,
,,,ESP,183.5851746,
,,,ESP,185.1674982,
,,,ESP,186.6143977,
,,,ESP,188.0755524,
,,,ESP,189.5509622,
,,,ESP,191.0334996,
,,,ESP,192.5302922,
,,,ESP,194.0342124,
,,,ESP,195.5595153,
,,,ESP,197.0848182,
,,,ESP,200.0213828,
,,,ESP,201.6963649,
,,,ESP,203.492516,
,,,ESP,205.3029223,
,,,ESP,207.1275837,
,,,ESP,208.9736279,
,,,ESP,210.8267997,
,,,ESP,212.7013542,
,,,ESP,214.5830364,
,,,ESP,216.4861012,
,,,ESP,218.3962937,
,,,ESP,220.2708482,
,,,ESP,222.0812545,
,,,ESP,224.0199572,
,,,ESP,226.2366358,
,,,ESP,228.6885246,
,,,ESP,231.3043478,
,,,ESP,234.1411262,
,,,ESP,236.9137562,
,,,ESP,239.2444761,
,,,ESP,241.4540271,
,,,ESP,243.7277263,
,,,ESP,245.9942979,
,,,ESP,248.3036351,
,,,ESP,250.7769066,
,,,ESP,253.4853885,
,,,ESP,256.5716322,
,,,ESP,259.7220242,
,,,ESP,262.7298646,
,,,ESP,265.1461155,
,,,ESP,267.1988596,
,,,ESP,269.0734141,
,,,ESP,270.7270135,
,,,ESP,272.1596579,
,,,ESP,273.4354954,
,,,ESP,274.6614398,
,,,ESP,275.8945118,
,,,ESP,277.1275837,
,,,ESP,278.3606557,
,,,ESP,279.5081967,
,,,ESP,280.4775481,
,,,ESP,281.1903065,
,,,ESP,282.5730577,
,,,ESP,284.04134,
,,,ESP,285.3955809,
,,,ESP,286.6571632,
,,,ESP,287.8545973,
,,,ESP,289.0662865,
,,,ESP,290.2637206,
,,,ESP,291.4397719,
,,,ESP,292.7441197,
,,,ESP,294.7897363,
,,,ESP,298.9807555,
,,,ESP,304.4333571,
,,,ESP,309.7362794,
,,,ESP,315.0106914,
,,,ESP,320.3848895,
,,,ESP,326.3649323,
,,,ESP,331.6179615,
,,,ESP,334.5687812,
,,,ESP,336.1083393,
,,,ESP,337.3057733,
,,,ESP,337.5267284,
,,,ESP,336.421953,
,,,ESP,335.4169636,
,,,ESP,335.1746258,
,,,ESP,335.1674982,
,,,FIN,100,
,,,FIN,101.3736264,
,,,FIN,102.6785714,
,,,FIN,104.1208791,
,,,FIN,105.4945055,
,,,FIN,106.7994505,
,,,FIN,108.0357143,
,,,FIN,109.271978,
,,,FIN,110.5769231,
,,,FIN,111.8131868,
,,,FIN,112.7747253,
,,,FIN,113.4615385,
,,,FIN,114.217033,
,,,FIN,114.9038462,
,,,FIN,115.5906593,
,,,FIN,116.2087912,
,,,FIN,116.9642857,
,,,FIN,117.7884615,
,,,FIN,118.543956,
,,,FIN,119.3681319,
,,,FIN,120.467033,
,,,FIN,121.8406593,
,,,FIN,123.2142857,
,,,FIN,124.5192308,
,,,FIN,125.8928571,
,,,FIN,126.3736264,
,,,FIN,125.7554945,
,,,FIN,121.978022,
,,,FIN,119.0934066,
,,,FIN,120.467033,
,,,FIN,122.6648352,
,,,FIN,124.9313187,
,,,FIN,126.8543956,
,,,FIN,128.6401099,
,,,FIN,130.4258242,
,,,FIN,132.4175824,
,,,FIN,134.4093407,
,,,FIN,136.1950549,
,,,FIN,138.3241758,
,,,FIN,140.5906593,
,,,FIN,142.3076923,
,,,FIN,144.0934066,
,,,FIN,146.2912088,
,,,FIN,148.6263736,
,,,FIN,150.7554945,
,,,FIN,152.7472527,
,,,FIN,155.1510989,
,,,FIN,157.6923077,
,,,FIN,160.0961538,
,,,FIN,162.3626374,
,,,FIN,164.4230769,
,,,FIN,168.3379121,
,,,FIN,166.8956044,
,,,FIN,172.4587912,
,,,FIN,170.5357143,
,,,FIN,172.7335165,
,,,FIN,175.0686813,
,,,FIN,177.8159341,
,,,FIN,180.2197802,
,,,FIN,181.7307692,
,,,FIN,183.1730769,
,,,FIN,184.478022,
,,,FIN,185.8516484,
,,,FIN,187.8434066,
,,,FIN,189.6978022,
,,,FIN,191.4835165,
,,,FIN,193.75,
,,,FIN,196.4972527,
,,,FIN,199.1071429,
,,,FIN,201.1675824,
,,,FIN,203.4340659,
,,,FIN,205.9065934,
,,,FIN,207.8983516,
,,,FIN,209.6840659,
,,,FIN,211.7445055,
,,,FIN,213.2554945,
,,,FIN,214.5604396,
,,,FIN,214.6291209,
,,,FIN,214.0796703,
,,,FIN,215.1785714,
,,,FIN,217.7197802,
,,,FIN,220.467033,
,,,FIN,222.7335165,
,,,FIN,224.7252747,
,,,FIN,226.9230769,
,,,FIN,229.3269231,
,,,FIN,231.3186813,
,,,FIN,233.2417582,
,,,FIN,235.1648352,
,,,FIN,236.8818681,
,,,FIN,238.7362637,
,,,FIN,240.5906593,
,,,FIN,242.1703297,
,,,FIN,243.75,
,,,FIN,245.6043956,
,,,FIN,247.3214286,
,,,FIN,249.0384615,
,,,FIN,251.0989011,
,,,FIN,253.1593407,
,,,FIN,253.9835165,
,,,FIN,254.2582418,
,,,FIN,254.6703297,
,,,FIN,255.5631868,
,,,FIN,256.5247253,
,,,FIN,258.1043956,
,,,FIN,261.4010989,
,,,FIN,265.0412088,
,,,FIN,268.6813187,
,,,FIN,272.1840659,
,,,FIN,275.3434066,
,,,FIN,277.9532967,
,,,FIN,280.9752747,
,,,FIN,284.271978,
,,,FIN,287.5686813,
,,,FIN,290.8653846,
,,,FIN,294.0934066,
,,,FIN,296.978022,
,,,FIN,299.4505495,
,,,FIN,301.8543956,
,,,FIN,304.2582418,
,,,FIN,306.3873626,
,,,FIN,308.4478022,
,,,FIN,310.6456044,
,,,FIN,312.4313187,
,,,FIN,313.4615385,
,,,FIN,314.6291209,
,,,FIN,316.3461538,
,,,FIN,317.7197802,
,,,FIN,317.5824176,
,,,FIN,316.3461538,
,,,FIN,316.7582418,
,,,FIN,318.6813187,
,,,FIN,320.467033,
,,,FIN,322.1840659,
,,,FIN,323.5576923,
,,,FIN,324.5879121,
,,,FIN,325.4807692,
,,,FIN,326.4423077,
,,,FIN,327.2664835,
,,,FIN,328.2967033,
,,,FIN,329.6703297,
,,,FIN,331.5247253,
,,,FIN,333.5164835,
,,,FIN,335.3021978,
,,,FIN,336.6758242,
,,,FIN,337.706044,
,,,FIN,338.7362637,
,,,FIN,339.7664835,
,,,FIN,340.7967033,
,,,FIN,342.4450549,
,,,FIN,344.3681319,
,,,FIN,346.2912088,
,,,FIN,347.9395604,
,,,FIN,349.4505495,
,,,FIN,350.8241758,
,,,FIN,351.9917582,
,,,FIN,353.021978,
,,,FIN,353.9148352,
,,,FIN,354.739011,
,,,FIN,355.4945055,
,,,FIN,356.3186813,
,,,FIN,357.2115385,
,,,FIN,358.0357143,
,,,FIN,359.0659341,
,,,FIN,360.3021978,
,,,FIN,361.6758242,
,,,FIN,363.2554945,
,,,FIN,364.9038462,
,,,FIN,366.6895604,
,,,FIN,368.3379121,
,,,FIN,370.0549451,
,,,FIN,371.8406593,
,,,FIN,373.5576923,
,,,FIN,375.1373626,
,,,FIN,376.3736264,
,,,FIN,377.4038462,
,,,FRA,100,
,,,FRA,100.4535212,
,,,FRA,100.9098947,
,,,FRA,101.3691206,
,,,FRA,101.8283465,
,,,FRA,102.1962977,
,,,FRA,102.5671012,
,,,FRA,102.9379047,
,,,FRA,103.3087082,
,,,FRA,103.682364,
,,,FRA,104.0503152,
,,,FRA,104.4211187,
,,,FRA,104.7919222,
,,,FRA,105.1627257,
,,,FRA,105.5363815,
,,,FRA,105.7075216,
,,,FRA,105.8786617,
,,,FRA,106.0498018,
,,,FRA,106.2209418,
,,,FRA,106.3920819,
,,,FRA,106.648792,
,,,FRA,107.0195955,
,,,FRA,107.5615391,
,,,FRA,107.9893893,
,,,FRA,108.4457629,
,,,FRA,108.6169029,
,,,FRA,109.0447531,
,,,FRA,109.3299866,
,,,FRA,110.927294,
,,,FRA,109.6437434,
,,,FRA,107.6214381,
,,,FRA,107.4731167,
,,,FRA,108.0664024,
,,,FRA,108.5142189,
,,,FRA,109.0190821,
,,,FRA,109.5239453,
,,,FRA,110.0316609,
,,,FRA,110.5650475,
,,,FRA,110.9814883,
,,,FRA,111.3694059,
,,,FRA,111.7858467,
,,,FRA,112.2022876,
,,,FRA,112.5873527,
,,,FRA,113.0351693,
,,,FRA,113.3318121,
,,,FRA,113.6883539,
,,,FRA,113.7767763,
,,,FRA,113.8651987,
,,,FRA,114.1047948,
,,,FRA,114.1333181,
,,,FRA,114.0448957,
,,,FRA,114.0734191,
,,,FRA,114.1333181,
,,,FRA,114.2531162,
,,,FRA,114.3729142,
,,,FRA,114.6410337,
,,,FRA,115.0859979,
,,,FRA,115.4425397,
,,,FRA,115.6507601,
,,,FRA,115.7990815,
,,,FRA,115.9188796,
,,,FRA,116.1271,
,,,FRA,116.3353205,
,,,FRA,116.5435409,
,,,FRA,116.6319633,
,,,FRA,116.7802847,
,,,FRA,116.7802847,
,,,FRA,117.0769275,
,,,FRA,117.2566245,
,,,FRA,117.584643,
,,,FRA,117.8213868,
,,,FRA,117.9697082,
,,,FRA,118.266351,
,,,FRA,118.3034314,
,,,FRA,115.4653584,
,,,FRA,113.7625146,
,,,FRA,112.0625232,
,,,FRA,109.9346815,
,,,FRA,110.3853504,
,,,FRA,111.2410508,
,,,FRA,111.9256111,
,,,FRA,112.4390313,
,,,FRA,113.7511053,
,,,FRA,114.9776092,
,,,FRA,115.8333096,
,,,FRA,116.5749166,
,,,FRA,116.77458,
,,,FRA,117.0883368,
,,,FRA,117.601757,
,,,FRA,118.6856442,
,,,FRA,119.3987279,
,,,FRA,119.3987279,
,,,FRA,119.4842979,
,,,FRA,119.655438,
,,,FRA,119.6269146,
,,,FRA,119.5413446,
,,,FRA,119.5983913,
,,,FRA,119.6839613,
,,,FRA,119.5128212,
,,,FRA,116.9457201,
,,,FRA,112.9524516,
,,,FRA,112.3819847,
,,,FRA,111.2410508,
,,,FRA,110.9558173,
,,,FRA,113.237685,
,,,FRA,114.9205625,
,,,FRA,116.032973,
,,,FRA,117.2594769,
,,,FRA,118.3148407,
,,,FRA,121.275564,
,,,FRA,122.2567672,
,,,FRA,123.1752189,
,,,FRA,124.062295,
,,,FRA,124.9950084,
,,,FRA,126.1245329,
,,,FRA,127.3767078,
,,,FRA,128.7886135,
,,,FRA,130.2204855,
,,,FRA,131.5753444,
,,,FRA,132.8731567,
,,,FRA,134.4248267,
,,,FRA,137.1659203,
,,,FRA,139.1910779,
,,,FRA,140.7826806,
,,,FRA,142.0519695,
,,,FRA,143.3412248,
,,,FRA,144.4707493,
,,,FRA,145.5660458,
,,,FRA,146.8096637,
,,,FRA,148.0875096,
,,,FRA,149.5536096,
,,,FRA,150.8713882,
,,,FRA,152.1235631,
,,,FRA,153.1418466,
,,,FRA,153.8977153,
,,,FRA,154.4795915,
,,,FRA,155.1042528,
,,,FRA,155.7431758,
,,,FRA,156.4106221,
,,,FRA,157.1921618,
,,,FRA,158.0164865,
,,,FRA,158.8664822,
,,,FRA,159.5282239,
,,,FRA,160.4324139,
,,,FRA,161.1283836,
,,,FRA,161.7986822,
,,,FRA,162.5516986,
,,,FRA,163.3104196,
,,,FRA,164.924841,
,,,FRA,165.9146011,
,,,FRA,166.9015089,
,,,FRA,167.7201289,
,,,FRA,168.4303602,
,,,FRA,169.0436122,
,,,FRA,169.6397501,
,,,FRA,170.2273311,
,,,FRA,170.8177643,
,,,FRA,171.4338686,
,,,FRA,172.3038307,
,,,FRA,173.4761402,
,,,FRA,174.7311675,
,,,FRA,175.9947517,
,,,FRA,177.2326649,
,,,FRA,178.5304772,
,,,FRA,179.8682221,
,,,FRA,181.1146924,
,,,FRA,182.2242505,
,,,FRA,183.2311247,
,,,FRA,184.1609858,
,,,FRA,185.0594712,
,,,FRA,185.9408426,
,,,FRA,186.8279187,
,,,FRA,187.7777461,
,,,FRA,189.0441827,
,,,FRA,190.2136399,
,,,FRA,190.9837702,
,,,GBR,100,
,,,GBR,101.0109613,
,,,GBR,101.8774996,
,,,GBR,102.8921641,
,,,GBR,103.8364687,
,,,GBR,104.6956007,
,,,GBR,104.1253148,
,,,GBR,102.5144423,
,,,GBR,101.5738409,
,,,GBR,100.6554585,
,,,GBR,99.78151385,
,,,GBR,100.2666272,
,,,GBR,100.9035698,
,,,GBR,101.6367945,
,,,GBR,102.5662865,
,,,GBR,103.6068731,
,,,GBR,104.3771293,
,,,GBR,105.2510739,
,,,GBR,106.1324248,
,,,GBR,106.9767442,
,,,GBR,107.8655014,
,,,GBR,108.8764627,
,,,GBR,109.7244853,
,,,GBR,110.5095541,
,,,GBR,111.4242334,
,,,GBR,112.2611465,
,,,GBR,113.2128574,
,,,GBR,114.2238187,
,,,GBR,115.2681084,
,,,GBR,116.2790698,
,,,GBR,117.334469,
,,,GBR,118.0343653,
,,,GBR,119.1564213,
,,,GBR,120.3562435,
,,,GBR,121.6079099,
,,,GBR,122.9447489,
,,,GBR,124.3371352,
,,,GBR,125.6554585,
,,,GBR,127.0330321,
,,,GBR,128.2143386,
,,,GBR,129.369723,
,,,GBR,130.373278,
,,,GBR,131.2768479,
,,,GBR,132.2915124,
,,,GBR,133.3691305,
