Date,Transport type,Percentage
30/03/2020,Bus (excluding London),12
31/03/2020,Bus (excluding London),12
01/04/2020,Bus (excluding London),11
02/04/2020,Bus (excluding London),11
03/04/2020,Bus (excluding London),12
04/04/2020,Bus (excluding London),11
05/04/2020,Bus (excluding London),12
06/04/2020,Bus (excluding London),11
07/04/2020,Bus (excluding London),11
08/04/2020,Bus (excluding London),10
09/04/2020,Bus (excluding London),12
10/04/2020,Bus (excluding London),12
11/04/2020,Bus (excluding London),10
12/04/2020,Bus (excluding London),10
13/04/2020,Bus (excluding London),12
14/04/2020,Bus (excluding London),12
15/04/2020,Bus (excluding London),10
16/04/2020,Bus (excluding London),11
17/04/2020,Bus (excluding London),11
18/04/2020,Bus (excluding London),11
19/04/2020,Bus (excluding London),13
20/04/2020,Bus (excluding London),12
21/04/2020,Bus (excluding London),11
22/04/2020,Bus (excluding London),11
23/04/2020,Bus (excluding London),11
24/04/2020,Bus (excluding London),12
25/04/2020,Bus (excluding London),12
26/04/2020,Bus (excluding London),13
27/04/2020,Bus (excluding London),12
28/04/2020,Bus (excluding London),11
29/04/2020,Bus (excluding London),11
30/04/2020,Bus (excluding London),11
01/05/2020,Bus (excluding London),12
02/05/2020,Bus (excluding London),12
03/05/2020,Bus (excluding London),13
04/05/2020,Bus (excluding London),12
05/05/2020,Bus (excluding London),12
06/05/2020,Bus (excluding London),12
07/05/2020,Bus (excluding London),13
08/05/2020,Bus (excluding London),
09/05/2020,Bus (excluding London),13
10/05/2020,Bus (excluding London),13
11/05/2020,Bus (excluding London),12
12/05/2020,Bus (excluding London),13
13/05/2020,Bus (excluding London),12
14/05/2020,Bus (excluding London),13
15/05/2020,Bus (excluding London),13
16/05/2020,Bus (excluding London),13
17/05/2020,Bus (excluding London),15
18/05/2020,Bus (excluding London),14
19/05/2020,Bus (excluding London),14
20/05/2020,Bus (excluding London),13
21/05/2020,Bus (excluding London),13
22/05/2020,Bus (excluding London),14
23/05/2020,Bus (excluding London),14
24/05/2020,Bus (excluding London),16
25/05/2020,Bus (excluding London),19
26/05/2020,Bus (excluding London),15
27/05/2020,Bus (excluding London),14
28/05/2020,Bus (excluding London),14
29/05/2020,Bus (excluding London),15
30/05/2020,Bus (excluding London),16
31/05/2020,Bus (excluding London),19
01/06/2020,Bus (excluding London),17
02/06/2020,Bus (excluding London),18
03/06/2020,Bus (excluding London),16
04/06/2020,Bus (excluding London),17
05/06/2020,Bus (excluding London),17
06/06/2020,Bus (excluding London),16
07/06/2020,Bus (excluding London),19
08/06/2020,Bus (excluding London),18
09/06/2020,Bus (excluding London),19
10/06/2020,Bus (excluding London),17
11/06/2020,Bus (excluding London),17
12/06/2020,Bus (excluding London),18
13/06/2020,Bus (excluding London),19
14/06/2020,Bus (excluding London),21
15/06/2020,Bus (excluding London),21
16/06/2020,Bus (excluding London),21
17/06/2020,Bus (excluding London),20
18/06/2020,Bus (excluding London),19
19/06/2020,Bus (excluding London),21
20/06/2020,Bus (excluding London),24
21/06/2020,Bus (excluding London),24
22/06/2020,Bus (excluding London),23
23/06/2020,Bus (excluding London),23
24/06/2020,Bus (excluding London),22
25/06/2020,Bus (excluding London),23
26/06/2020,Bus (excluding London),22
27/06/2020,Bus (excluding London),23
28/06/2020,Bus (excluding London),26
29/06/2020,Bus (excluding London),24
30/06/2020,Bus (excluding London),26
01/07/2020,Bus (excluding London),24
02/07/2020,Bus (excluding London),25
03/07/2020,Bus (excluding London),25
04/07/2020,Bus (excluding London),29
05/07/2020,Bus (excluding London),32
06/07/2020,Bus (excluding London),29
07/07/2020,Bus (excluding London),29
08/07/2020,Bus (excluding London),28
09/07/2020,Bus (excluding London),28
10/07/2020,Bus (excluding London),30
11/07/2020,Bus (excluding London),34
12/07/2020,Bus (excluding London),37
13/07/2020,Bus (excluding London),31
14/07/2020,Bus (excluding London),32
15/07/2020,Bus (excluding London),31
16/07/2020,Bus (excluding London),32
17/07/2020,Bus (excluding London),33
18/07/2020,Bus (excluding London),37
19/07/2020,Bus (excluding London),41
20/07/2020,Bus (excluding London),33
21/07/2020,Bus (excluding London),34
22/07/2020,Bus (excluding London),32
23/07/2020,Bus (excluding London),33
24/07/2020,Bus (excluding London),35
25/07/2020,Bus (excluding London),38
26/07/2020,Bus (excluding London),44
27/07/2020,Bus (excluding London),31
28/07/2020,Bus (excluding London),37
29/07/2020,Bus (excluding London),35
30/07/2020,Bus (excluding London),36
31/07/2020,Bus (excluding London),37
01/08/2020,Bus (excluding London),42
02/08/2020,Bus (excluding London),47
03/08/2020,Bus (excluding London),37
04/08/2020,Bus (excluding London),37
05/08/2020,Bus (excluding London),37
06/08/2020,Bus (excluding London),37
07/08/2020,Bus (excluding London),37
08/08/2020,Bus (excluding London),45
09/08/2020,Bus (excluding London),49
10/08/2020,Bus (excluding London),39
11/08/2020,Bus (excluding London),40
12/08/2020,Bus (excluding London),38
13/08/2020,Bus (excluding London),38
14/08/2020,Bus (excluding London),39
15/08/2020,Bus (excluding London),46
16/08/2020,Bus (excluding London),48
17/08/2020,Bus (excluding London),41
18/08/2020,Bus (excluding London),43
19/08/2020,Bus (excluding London),39
20/08/2020,Bus (excluding London),43
21/08/2020,Bus (excluding London),39
22/08/2020,Bus (excluding London),48
23/08/2020,Bus (excluding London),51
24/08/2020,Bus (excluding London),45
25/08/2020,Bus (excluding London),38
26/08/2020,Bus (excluding London),44
27/08/2020,Bus (excluding London),41
28/08/2020,Bus (excluding London),43
29/08/2020,Bus (excluding London),53
30/08/2020,Bus (excluding London),59
31/08/2020,Bus (excluding London),54
01/09/2020,Bus (excluding London),49
02/09/2020,Bus (excluding London),44
03/09/2020,Bus (excluding London),48
04/09/2020,Bus (excluding London),50
05/09/2020,Bus (excluding London),54
06/09/2020,Bus (excluding London),56
07/09/2020,Bus (excluding London),54
08/09/2020,Bus (excluding London),57
09/09/2020,Bus (excluding London),55
10/09/2020,Bus (excluding London),57
11/09/2020,Bus (excluding London),55
12/09/2020,Bus (excluding London),54
13/09/2020,Bus (excluding London),58
14/09/2020,Bus (excluding London),58
15/09/2020,Bus (excluding London),59
16/09/2020,Bus (excluding London),56
17/09/2020,Bus (excluding London),58
18/09/2020,Bus (excluding London),57
19/09/2020,Bus (excluding London),55
20/09/2020,Bus (excluding London),59
21/09/2020,Bus (excluding London),59
22/09/2020,Bus (excluding London),60
23/09/2020,Bus (excluding London),54
24/09/2020,Bus (excluding London),56
25/09/2020,Bus (excluding London),56
26/09/2020,Bus (excluding London),54
27/09/2020,Bus (excluding London),58
28/09/2020,Bus (excluding London),57
29/09/2020,Bus (excluding London),61
30/09/2020,Bus (excluding London),55
01/10/2020,Bus (excluding London),60
02/10/2020,Bus (excluding London),55
03/10/2020,Bus (excluding London),47
04/10/2020,Bus (excluding London),55
05/10/2020,Bus (excluding London),59
06/10/2020,Bus (excluding London),60
07/10/2020,Bus (excluding London),58
08/10/2020,Bus (excluding London),57
09/10/2020,Bus (excluding London),57
10/10/2020,Bus (excluding London),53
11/10/2020,Bus (excluding London),58
12/10/2020,Bus (excluding London),56
13/10/2020,Bus (excluding London),58
14/10/2020,Bus (excluding London),56
15/10/2020,Bus (excluding London),57
16/10/2020,Bus (excluding London),56
17/10/2020,Bus (excluding London),52
18/10/2020,Bus (excluding London),55
19/10/2020,Bus (excluding London),56
20/10/2020,Bus (excluding London),58
21/10/2020,Bus (excluding London),52
22/10/2020,Bus (excluding London),56
23/10/2020,Bus (excluding London),53
24/10/2020,Bus (excluding London),47
25/10/2020,Bus (excluding London),55
26/10/2020,Bus (excluding London),45
27/10/2020,Bus (excluding London),44
28/10/2020,Bus (excluding London),44
29/10/2020,Bus (excluding London),42
30/10/2020,Bus (excluding London),47
31/10/2020,Bus (excluding London),47
01/11/2020,Bus (excluding London),54
02/11/2020,Bus (excluding London),59
03/11/2020,Bus (excluding London),63
04/11/2020,Bus (excluding London),62
05/11/2020,Bus (excluding London),44
06/11/2020,Bus (excluding London),43
07/11/2020,Bus (excluding London),31
08/11/2020,Bus (excluding London),32
09/11/2020,Bus (excluding London),48
10/11/2020,Bus (excluding London),49
11/11/2020,Bus (excluding London),46
12/11/2020,Bus (excluding London),48
13/11/2020,Bus (excluding London),46
14/11/2020,Bus (excluding London),32
15/11/2020,Bus (excluding London),35
16/11/2020,Bus (excluding London),48
17/11/2020,Bus (excluding London),49
18/11/2020,Bus (excluding London),45
19/11/2020,Bus (excluding London),48
20/11/2020,Bus (excluding London),45
21/11/2020,Bus (excluding London),33
22/11/2020,Bus (excluding London),36
23/11/2020,Bus (excluding London),48
24/11/2020,Bus (excluding London),49
25/11/2020,Bus (excluding London),46
26/11/2020,Bus (excluding London),47
27/11/2020,Bus (excluding London),45
28/11/2020,Bus (excluding London),35
29/11/2020,Bus (excluding London),37
30/11/2020,Bus (excluding London),49
01/12/2020,Bus (excluding London),52
02/12/2020,Bus (excluding London),55
03/12/2020,Bus (excluding London),54
04/12/2020,Bus (excluding London),53
05/12/2020,Bus (excluding London),50
06/12/2020,Bus (excluding London),51
07/12/2020,Bus (excluding London),58
08/12/2020,Bus (excluding London),57
09/12/2020,Bus (excluding London),55
10/12/2020,Bus (excluding London),56
11/12/2020,Bus (excluding London),55
12/12/2020,Bus (excluding London),52
13/12/2020,Bus (excluding London),49
14/12/2020,Bus (excluding London),57
15/12/2020,Bus (excluding London),58
16/12/2020,Bus (excluding London),51
17/12/2020,Bus (excluding London),56
18/12/2020,Bus (excluding London),49
19/12/2020,Bus (excluding London),52
20/12/2020,Bus (excluding London),53
21/12/2020,Bus (excluding London),42
22/12/2020,Bus (excluding London),43
23/12/2020,Bus (excluding London),38
24/12/2020,Bus (excluding London),29
25/12/2020,Bus (excluding London),
26/12/2020,Bus (excluding London),
27/12/2020,Bus (excluding London),37
28/12/2020,Bus (excluding London),
29/12/2020,Bus (excluding London),28
30/12/2020,Bus (excluding London),28
31/12/2020,Bus (excluding London),22
01/01/2021,Bus (excluding London),
02/01/2021,Bus (excluding London),25
03/01/2021,Bus (excluding London),31
04/01/2021,Bus (excluding London),29
05/01/2021,Bus (excluding London),26
06/01/2021,Bus (excluding London),24
07/01/2021,Bus (excluding London),24
08/01/2021,Bus (excluding London),24
09/01/2021,Bus (excluding London),23
10/01/2021,Bus (excluding London),25
11/01/2021,Bus (excluding London),26
12/01/2021,Bus (excluding London),26
13/01/2021,Bus (excluding London),24
14/01/2021,Bus (excluding London),21
15/01/2021,Bus (excluding London),25
16/01/2021,Bus (excluding London),22
17/01/2021,Bus (excluding London),27
18/01/2021,Bus (excluding London),27
19/01/2021,Bus (excluding London),26
20/01/2021,Bus (excluding London),23
21/01/2021,Bus (excluding London),25
22/01/2021,Bus (excluding London),27
23/01/2021,Bus (excluding London),24
24/01/2021,Bus (excluding London),25
25/01/2021,Bus (excluding London),26
26/01/2021,Bus (excluding London),26
27/01/2021,Bus (excluding London),26
28/01/2021,Bus (excluding London),26
29/01/2021,Bus (excluding London),27
30/01/2021,Bus (excluding London),24
31/01/2021,Bus (excluding London),27
01/02/2021,Bus (excluding London),28.1
02/02/2021,Bus (excluding London),24.4
03/02/2021,Bus (excluding London),25.7
04/02/2021,Bus (excluding London),26.6
05/02/2021,Bus (excluding London),27.5
06/02/2021,Bus (excluding London),24.8
07/02/2021,Bus (excluding London),26.1
08/02/2021,Bus (excluding London),25.3
