Date,Team,Value,Detail
2006-06-22,England,1279.983114,
2006-06-25,England,1273.815403,
2006-06-26,England,1273.815403,
2006-06-30,England,1273.815403,
2006-07-01,England,1283.915592,
2006-07-04,England,1283.915592,
2006-07-09,England,1283.915592,
2006-08-16,England,1285.166691,
2006-09-02,England,1291.888561,
2006-09-06,England,1293.309691,
2006-10-07,England,1298.384897,
2006-10-11,England,1283.206777,
2006-11-15,England,1256.823773,
2007-02-07,England,1257.503976,
2007-03-24,England,1246.199708,
2007-03-28,England,1236.957909,
2007-06-01,England,1238.754474,
2007-06-02,England,1238.754474,
2007-06-06,England,1240.309152,
2007-08-22,England,1243.99065,
2007-09-08,England,1235.493366,
2007-09-12,England,1247.708531,
2007-10-13,England,1261.821969,
2007-10-17,England,1265.28595,
2007-11-16,England,1237.781083,
2007-11-17,England,1237.781083,
2007-11-21,England,1241.960664,
2008-02-06,England,1220.415182,
2008-03-26,England,1228.392714,
2008-05-28,England,1219.910857,
2008-05-30,England,1219.910857,
2008-06-01,England,1228.946148,
2008-06-09,England,1228.946148,
2008-06-13,England,1228.946148,
2008-06-17,England,1228.946148,
2008-06-22,England,1228.946148,
2008-08-20,England,1232.516401,
2008-09-06,England,1231.933251,
2008-09-10,England,1233.219979,
2008-10-11,England,1255.121115,
2008-10-15,England,1258.243496,
2008-11-19,England,1264.685726,
2009-02-10,England,1264.685726,
2009-02-11,England,1275.788404,
2009-03-28,England,1268.911441,
2009-04-01,England,1272.810707,
2009-06-06,England,1286.342028,
2009-06-10,England,1288.910816,
2009-08-12,England,1289.765244,
2009-09-05,England,1290.654269,
2009-09-09,England,1293.351263,
2009-10-10,England,1311.243835,
2009-10-14,England,1281.907169,
2009-11-14,England,1287.831539,
2009-11-18,England,1287.831539,
2010-03-03,England,1277.355464,
2010-05-24,England,1284.237771,
2010-05-30,England,1291.353024,
2010-06-03,England,1291.353024,
2010-06-05,England,1291.353024,
2010-06-12,England,1298.245277,
2010-06-14,England,1298.245277,
2010-06-18,England,1290.900755,
2010-06-20,England,1290.900755,
2010-06-23,England,1279.747132,
2010-06-24,England,1279.747132,
2010-06-27,England,1289.568697,
2010-08-10,England,1289.568697,
2010-08-11,England,1269.300734,
2010-09-03,England,1272.711176,
2010-09-07,England,1282.815351,
2010-10-08,England,1282.815351,
2010-10-12,England,1295.568145,
2010-11-17,England,1284.126234,
2011-02-09,England,1270.866624,
2011-03-25,England,1270.866624,
2011-03-26,England,1277.319625,
2011-03-29,England,1282.033258,
2011-06-03,England,1282.033258,
2011-06-04,England,1278.037835,
2011-06-07,England,1278.037835,
2011-08-10,England,1278.037835,
2011-09-02,England,1269.219162,
2011-09-06,England,1278.581817,
2011-10-07,England,1283.903754,
2011-10-11,England,1283.903754,
2011-11-11,England,1283.903754,
2011-11-12,England,1272.129848,
2011-11-15,England,1286.925722,
2012-02-29,England,1294.309618,
2012-05-26,England,1286.132571,
2012-06-01,England,1286.132571,
2012-06-02,England,1292.000871,
2012-06-10,England,1292.000871,
2012-06-11,England,1296.018825,
2012-06-14,England,1296.018825,
2012-06-15,England,1292.317085,
2012-06-18,England,1292.317085,
2012-06-19,England,1306.508918,
2012-06-24,England,1317.740223,
2012-06-28,England,1317.740223,
2012-07-01,England,1317.740223,
2012-08-15,England,1314.463272,
2012-09-07,England,1323.438468,
2012-09-11,England,1325.510939,
2012-10-12,England,1315.414169,
2012-10-16,England,1315.414169,
2012-10-17,England,1315.827077,
2012-11-14,England,1305.387681,
2013-02-06,England,1292.807026,
2013-03-21,England,1292.807026,
2013-03-22,England,1304.245161,
2013-03-26,England,1304.665439,
2013-05-29,England,1292.869402,
2013-05-31,England,1292.869402,
2013-06-02,England,1288.703226,
2013-06-07,England,1288.703226,
2013-06-11,England,1288.703226,
2013-08-14,England,1289.739385,
2013-09-06,England,1293.404495,
2013-09-10,England,1295.936173,
2013-10-11,England,1288.148112,
2013-10-15,England,1296.765926,
2013-11-15,England,1305.810643,
2013-11-18,England,1305.810643,
2013-11-19,England,1293.406367,
2014-03-05,England,1285.551331,
2014-05-30,England,1291.926047,
2014-05-31,England,1291.926047,
2014-06-04,England,1295.661602,
2014-06-07,England,1291.872431,
2014-06-14,England,1286.245683,
2014-06-19,England,1263.191165,
2014-06-20,England,1263.191165,
2014-06-24,England,1239.371855,
2014-09-03,England,1234.862863,
2014-09-04,England,1234.862863,
2014-09-08,England,1239.795936,
2014-09-09,England,1239.795936,
2014-10-09,England,1257.716002,
2014-10-10,England,1257.716002,
2014-10-12,England,1258.215242,
2014-10-13,England,1258.215242,
2014-11-15,England,1263.471639,
2014-11-16,England,1263.471639,
2014-11-18,England,1272.128314,
2015-03-27,England,1277.950199,
2015-03-28,England,1277.950199,
2015-03-31,England,1282.197773,
2015-06-07,England,1280.671911,
2015-06-12,England,1280.671911,
2015-06-14,England,1276.394031,
2015-06-16,England,1276.394031,
2015-09-03,England,1276.394031,
2015-09-05,England,1283.864969,
2015-09-06,England,1283.864969,
2015-09-08,England,1284.309032,
2015-10-09,England,1299.059072,
2015-10-10,England,1299.059072,
2015-10-12,England,1303.512147,
2015-10-13,England,1303.512147,
2015-11-13,England,1306.610799,
2015-11-17,England,1298.730528,
2016-03-24,England,1298.730528,
2016-03-26,England,1308.598122,
2016-03-29,England,1319.919021,
2016-05-22,England,1306.645669,
2016-05-27,England,1313.309412,
2016-05-29,England,1313.309412,
2016-06-02,England,1319.173483,
2016-06-06,England,1319.173483,
2016-06-11,England,1328.136545,
2016-06-13,England,1328.136545,
2016-06-16,England,1319.253431,
2016-06-17,England,1319.253431,
2016-06-20,England,1327.181841,
2016-06-22,England,1327.181841,
2016-06-27,England,1317.614647,
2016-07-02,England,1317.614647,
2016-09-01,England,1317.614647,
2016-09-04,England,1285.315129,
2016-09-05,England,1285.315129,
2016-10-06,England,1285.315129,
2016-10-08,England,1297.693847,
2016-10-09,England,1297.693847,
2016-10-11,England,1299.019258,
2016-11-11,England,1285.889977,
2016-11-12,England,1285.889977,
2016-11-15,England,1295.571571,
2017-03-22,England,1296.991167,
2017-03-24,England,1296.991167,
2017-03-26,England,1288.608147,
2017-03-28,England,1288.608147,
2017-05-31,England,1288.608147,
2017-06-07,England,1288.608147,
2017-06-10,England,1292.22788,
2017-06-11,England,1292.22788,
2017-06-13,England,1281.973458,
2017-09-01,England,1272.97473,
2017-09-02,England,1272.97473,
2017-09-04,England,1274.428054,
2017-09-05,England,1274.428054,
2017-10-05,England,1286.968269,
2017-10-06,England,1286.968269,
2017-10-08,England,1294.776248,
2017-10-09,England,1294.776248,
2017-11-10,England,1297.608102,
2017-11-13,England,1297.608102,
2017-11-14,England,1299.89412,
2018-03-23,England,1303.349701,
2018-03-27,England,1311.448728,
2018-05-28,England,1311.448728,
2018-06-01,England,1311.448728,
2018-06-02,England,1309.645989,
2018-06-04,England,1309.645989,
2018-06-07,England,1316.617104,
2018-06-18,England,1323.091426,
2018-06-24,England,1334.602893,
2018-06-28,England,1341.23245,
2018-07-03,England,1321.059493,
2018-07-07,England,1317.864909,
2018-07-11,England,1332.422752,
2018-07-14,England,1309.315704,
2018-09-07,England,1309.315704,
2018-09-08,England,1293.01509,
2018-09-10,England,1293.01509,
2018-09-11,England,1281.53402,
2018-10-10,England,1281.53402,
2018-10-12,England,1290.789543,
2018-10-14,England,1290.789543,
2018-10-15,England,1290.167606,
2018-11-15,England,1309.834225,
2018-11-17,England,1309.834225,
2018-11-18,England,1316.270526,
2018-11-20,England,1316.270526,
2019-03-22,England,1330.587309,
2019-03-23,England,1330.587309,
2019-03-25,England,1339.919918,
2019-03-26,England,1339.919918,
2019-06-06,England,1344.700681,
2019-06-08,England,1344.700681,
2019-06-09,England,1326.521998,
2019-06-11,England,1326.521998,
2019-09-05,England,1326.521998,
2019-09-07,England,1323.075221,
2019-09-08,England,1323.075221,
2019-09-10,England,1328.439761,
2019-10-11,England,1334.633584,
2019-10-12,England,1334.633584,
2019-10-14,England,1303.880504,
2019-10-15,England,1303.880504,
2019-11-14,England,1309.443224,
2019-11-15,England,1309.443224,
2019-11-17,England,1314.141278,
2019-11-18,England,1314.141278,
2020-09-04,England,1314.141278,
2020-09-05,England,1320.751595,
2020-09-07,England,1320.751595,
2020-09-08,England,1328.152146,
2020-10-07,England,1328.152146,
2020-10-08,England,1323.849411,
2020-10-11,England,1329.662213,
2020-10-14,England,1348.80687,
2020-11-11,England,1348.80687,
2020-11-12,England,1329.336426,
2020-11-15,England,1333.580936,
2020-11-18,England,1322.194778,
2021-03-25,England,1328.415409,
2021-03-28,England,1328.648133,
2021-03-31,England,1333.588408,
2021-05-28,England,1333.588408,
2021-06-02,England,1346.930739,
2021-06-04,England,1346.930739,
2021-06-06,England,1351.975439,
2021-06-11,England,1351.975439,
2021-06-13,England,1355.086667,
2021-06-16,England,1355.086667,
2021-06-18,England,1366.553686,
2021-06-20,England,1366.553686,
2021-06-22,England,1352.775253,
2021-06-26,England,1352.775253,
2021-06-29,England,1362.738991,
2021-07-02,England,1362.738991,
2021-07-03,England,1379.811515,
2021-07-06,England,1379.811515,
2021-07-07,England,1390.52944,
2021-07-11,England,1405.449823,
1872-11-30,Italy,null,
1873-03-08,Italy,null,
1874-03-07,Italy,null,
1875-03-06,Italy,null,
1876-03-04,Italy,null,
1877-03-03,Italy,null,
1878-03-02,Italy,null,
1879-04-05,Italy,null,
1880-03-13,Italy,null,
1881-03-12,Italy,null,
1882-03-11,Italy,null,
1883-03-10,Italy,null,
1884-03-15,Italy,null,
1885-03-21,Italy,null,
1886-03-31,Italy,null,
1887-03-19,Italy,null,
1888-03-17,Italy,null,
1889-04-13,Italy,null,
1890-04-05,Italy,null,
1891-04-06,Italy,null,
1892-04-02,Italy,null,
1893-04-01,Italy,null,
1894-04-07,Italy,null,
1895-04-06,Italy,null,
1896-04-04,Italy,null,
1897-04-03,Italy,null,
1898-04-02,Italy,null,
1899-04-08,Italy,null,
1900-04-07,Italy,null,
1901-03-30,Italy,null,
1902-03-03,Italy,null,
1903-04-04,Italy,null,
1904-04-09,Italy,null,
1905-04-01,Italy,null,
1906-04-07,Italy,null,
1907-04-06,Italy,null,
1908-04-04,Italy,null,
1909-04-03,Italy,null,
1910-04-02,Italy,null,
1910-05-15,Italy,1000,
1910-05-26,Italy,1010.255142,
1911-04-01,Italy,1010.255142,
1911-04-09,Italy,999.9600612,
1912-03-17,Italy,1000.218683,
1912-03-23,Italy,1000.218683,
1912-07-01,Italy,990.4338182,
1913-01-12,Italy,980.1503594,
1913-04-05,Italy,980.1503594,
1913-05-01,Italy,971.2206569,
1914-03-29,Italy,982.324272,
1914-04-14,Italy,982.324272,
1920-01-18,Italy,993.7825014,
1920-04-10,Italy,993.7825014,
1920-05-13,Italy,1004.285218,
1921-02-20,Italy,1004.951789,
1921-04-09,Italy,1004.951789,
1921-05-05,Italy,1014.797115,
1921-05-08,Italy,1024.331761,
1921-05-21,Italy,1024.331761,
1922-02-26,Italy,1024.403149,
1922-04-08,Italy,1024.403149,
1923-03-04,Italy,1023.948623,
1923-03-19,Italy,1023.948623,
1923-04-14,Italy,1023.948623,
1923-05-10,Italy,1023.948623,
1923-05-21,Italy,1023.948623,
1923-05-24,Italy,1023.948623,
1923-05-27,Italy,1024.106203,
1923-11-01,Italy,1024.106203,
1924-04-06,Italy,1014.552258,
1924-04-12,Italy,1014.552258,
1924-05-17,Italy,1014.552258,
1924-11-16,Italy,1004.975512,
1924-12-08,Italy,1004.975512,
1925-01-18,Italy,1003.623399,
1925-03-22,Italy,995.0576974,
1925-04-04,Italy,995.0576974,
1925-05-21,Italy,995.0576974,
1925-06-18,Italy,1002.964667,
1925-11-08,Italy,992.0668918,
1926-01-17,Italy,994.2102192,
1926-04-17,Italy,994.2102192,
1926-05-24,Italy,994.2102192,
1926-07-18,Italy,1006.081812,
1926-10-28,Italy,994.8476283,
1927-02-20,Italy,986.2756173,
1927-04-02,Italy,986.2756173,
1927-04-17,Italy,988.3697886,
1927-04-24,Italy,998.118455,
1927-05-11,Italy,998.118455,
1927-05-26,Italy,998.118455,
1927-10-23,Italy,996.2783186,
1928-03-25,Italy,998.4902172,
1928-03-31,Italy,998.4902172,
1928-04-15,Italy,1010.126357,
1928-05-17,Italy,1010.126357,
1928-05-19,Italy,1010.126357,
1928-05-29,Italy,998.8019803,
1928-12-02,Italy,1006.104799,
1929-03-03,Italy,1017.560927,
1929-04-13,Italy,1017.560927,
1929-05-09,Italy,1017.560927,
1929-05-11,Italy,1017.560927,
1929-05-15,Italy,1017.560927,
1929-12-01,Italy,1029.257003,
1930-04-05,Italy,1029.257003,
1930-04-06,Italy,1037.12057,
1930-05-10,Italy,1037.12057,
1930-05-11,Italy,1036.34317,
1931-01-25,Italy,1025.926427,
1931-03-28,Italy,1025.926427,
1931-04-12,Italy,1031.916424,
1931-05-14,Italy,1031.916424,
1931-05-16,Italy,1031.916424,
1931-05-20,Italy,1039.545138,
1931-11-15,Italy,1049.908738,
1931-12-09,Italy,1049.908738,
1931-12-13,Italy,1050.331598,
1932-04-09,Italy,1050.331598,
1932-04-10,Italy,1060.203357,
1932-05-08,Italy,1065.682154,
1932-10-28,Italy,1065.139602,
1932-11-27,Italy,1054.767835,
1933-02-12,Italy,1064.854994,
1933-04-01,Italy,1064.854994,
1933-05-07,Italy,1069.841041,
1933-05-13,Italy,1079.332605,
1933-05-30,Italy,1079.332605,
1933-10-22,Italy,1078.536688,
1934-03-25,Italy,1087.950211,
1934-04-14,Italy,1087.950211,
1934-05-27,Italy,1101.159408,
1934-05-31,Italy,1116.928229,
1934-06-01,Italy,1117.041567,
1934-06-03,Italy,1137.141856,
1934-06-10,Italy,1156.509894,
1934-11-14,Italy,1173.507967,
1934-12-09,Italy,1160.587766,
1935-02-17,Italy,1168.103959,
1935-04-06,Italy,1168.103959,
1935-05-18,Italy,1168.103959,
1935-10-27,Italy,1171.171431,
1935-11-24,Italy,1158.207616,
1935-12-04,Italy,1158.207616,
1936-04-04,Italy,1158.207616,
1936-05-09,Italy,1158.207616,
1936-05-31,Italy,1155.465688,
1936-12-13,Italy,1162.870355,
1937-04-17,Italy,1162.870355,
1937-04-25,Italy,1170.598527,
1937-05-14,Italy,1170.598527,
1937-05-17,Italy,1170.598527,
1937-05-23,Italy,1177.165513,
1937-12-05,Italy,1184.301835,
1938-04-09,Italy,1184.301835,
1938-05-14,Italy,1184.301835,
1938-05-15,Italy,1177.643638,
1938-05-21,Italy,1177.643638,
1938-05-26,Italy,1177.643638,
1938-06-05,Italy,1180.790761,
1938-06-12,Italy,1192.163734,
1938-06-16,Italy,1199.227219,
1938-06-19,Italy,1210.657279,
1938-11-09,Italy,1210.657279,
1938-12-04,Italy,1224.684622,
1939-04-15,Italy,1224.684622,
1939-05-13,Italy,1227.601669,
1939-05-24,Italy,1227.601669,
1939-06-08,Italy,1223.804676,
1939-06-11,Italy,1229.668516,
1939-07-20,Italy,1234.236073,
1940-04-14,Italy,1237.583944,
1940-12-01,Italy,1241.903197,
1942-04-05,Italy,1237.117246,
1946-09-30,Italy,1237.117246,
1946-11-27,Italy,1237.117246,
1947-04-12,Italy,1237.117246,
1947-05-03,Italy,1237.117246,
1947-05-11,Italy,1241.332145,
1947-05-18,Italy,1241.332145,
1947-05-25,Italy,1241.332145,
1947-09-21,Italy,1241.332145,
1947-11-19,Italy,1241.332145,
1947-12-14,Italy,1246.497091,
1948-04-04,Italy,1250.367167,
1948-04-10,Italy,1250.367167,
1948-05-16,Italy,1253.509692,
1948-08-05,Italy,1240.068061,
1948-09-26,Italy,1240.068061,
1948-12-02,Italy,1240.068061,
1949-02-27,Italy,1225.018477,
1949-04-09,Italy,1225.018477,
1949-05-13,Italy,1225.018477,
1949-05-18,Italy,1225.018477,
1949-05-22,Italy,1225.018477,
1949-06-12,Italy,1228.213766,
1949-09-21,Italy,1228.213766,
1949-11-30,Italy,1223.489222,
1950-03-05,Italy,1210.485036,
1950-04-15,Italy,1210.485036,
1950-05-14,Italy,1210.485036,
1950-05-18,Italy,1210.485036,
1950-06-25,Italy,1212.942863,
1950-06-29,Italy,1212.942863,
1950-07-02,Italy,1181.303368,
1951-04-08,Italy,1191.598431,
1951-04-14,Italy,1191.598431,
1951-05-09,Italy,1191.598431,
1951-05-19,Italy,1191.598431,
1951-06-03,Italy,1195.126181,
1951-10-03,Italy,1195.126181,
1951-11-11,Italy,1199.50358,
1952-02-24,Italy,1194.479647,
1952-04-05,Italy,1194.479647,
1952-05-18,Italy,1177.017634,
1952-05-28,Italy,1177.017634,
1952-10-26,Italy,1175.340855,
1952-11-26,Italy,1175.340855,
1953-04-18,Italy,1175.340855,
1953-04-26,Italy,1171.202324,
1953-05-17,Italy,1155.663782,
1953-05-24,Italy,1155.663782,
1953-05-31,Italy,1155.663782,
1953-06-08,Italy,1155.663782,
1953-10-10,Italy,1155.663782,
1953-11-11,Italy,1155.663782,
1953-12-13,Italy,1144.009896,
1954-04-03,Italy,1144.009896,
1954-04-11,Italy,1149.622486,
1954-06-17,Italy,1154.738951,
1954-06-20,Italy,1124.827966,
1954-06-23,Italy,1135.263167,
1954-06-26,Italy,1135.263167,
1954-12-01,Italy,1135.263167,
1955-01-16,Italy,1107.089346,
1955-04-02,Italy,1107.089346,
1955-05-15,Italy,1107.089346,
1955-05-18,Italy,1107.089346,
1955-05-22,Italy,1107.089346,
1955-10-02,Italy,1107.089346,
1955-11-27,Italy,1112.4707,
1955-11-30,Italy,1112.4707,
1956-02-15,Italy,1103.058025,
1956-04-14,Italy,1103.058025,
1956-05-09,Italy,1103.058025,
1956-05-16,Italy,1103.058025,
1956-05-26,Italy,1103.058025,
1956-12-05,Italy,1103.058025,
1957-04-06,Italy,1103.058025,
1957-05-08,Italy,1103.058025,
1957-05-15,Italy,1103.058025,
1957-05-19,Italy,1103.058025,
1957-05-26,Italy,1110.569106,
1957-11-27,Italy,1110.569106,
1957-12-22,Italy,1080.193952,
1958-04-19,Italy,1080.193952,
1958-05-07,Italy,1080.193952,
1958-06-08,Italy,1080.193952,
1958-06-11,Italy,1080.193952,
1958-06-15,Italy,1080.193952,
1958-06-17,Italy,1080.193952,
1958-11-09,Italy,1052.056222,
1958-12-13,Italy,1052.736346,
1959-04-11,Italy,1052.736346,
1959-05-06,Italy,1049.829607,
1959-05-13,Italy,1049.829607,
1959-05-17,Italy,1049.829607,
1959-05-24,Italy,1049.829607,
1959-05-28,Italy,1049.829607,
1959-10-28,Italy,1049.829607,
1959-11-01,Italy,1053.105356,
1959-11-29,Italy,1040.737807,
1960-04-09,Italy,1040.737807,
1960-05-15,Italy,1040.737807,
1960-10-26,Italy,1040.737807,
1961-04-15,Italy,1040.737807,
1961-05-10,Italy,1040.737807,
1961-05-21,Italy,1040.737807,
1961-06-24,Italy,1042.812046,
1961-10-25,Italy,1042.812046,
1962-04-14,Italy,1042.812046,
1962-05-05,Italy,1035.007118,
1962-05-09,Italy,1035.007118,
1962-05-13,Italy,1043.940626,
1962-05-20,Italy,1043.940626,
1962-05-31,Italy,1050.743746,
1962-06-02,Italy,1052.15295,
1962-06-07,Italy,1028.360656,
1962-06-10,Italy,1028.360656,
1962-10-03,Italy,1028.360656,
1962-12-02,Italy,1044.757421,
1963-02-27,Italy,1044.757421,
1963-03-27,Italy,1062.135627,
1963-04-06,Italy,1062.135627,
1963-05-08,Italy,1062.135627,
1963-06-05,Italy,1062.135627,
1964-04-11,Italy,1077.579293,
1964-05-06,Italy,1077.579293,
1964-05-17,Italy,1077.579293,
1964-05-24,Italy,1077.579293,
1964-05-27,Italy,1077.579293,
1964-05-30,Italy,1077.579293,
1964-06-04,Italy,1077.579293,
1964-06-06,Italy,1077.579293,
1964-10-21,Italy,1077.579293,
1964-11-04,Italy,1077.238317,
1964-12-05,Italy,1089.960011,
1964-12-09,Italy,1089.960011,
1965-04-10,Italy,1089.960011,
1965-05-01,Italy,1096.787082,
1965-05-12,Italy,1096.787082,
1965-05-16,Italy,1096.787082,
1965-06-16,Italy,1102.903407,
1965-06-23,Italy,1101.627338,
1965-06-27,Italy,1112.571531,
1965-11-09,Italy,1103.395615,
1965-12-07,Italy,1079.858676,
1965-12-08,Italy,1079.858676,
1966-01-05,Italy,1079.858676,
1966-02-23,Italy,1079.858676,
1966-03-19,Italy,1098.994485,
1966-04-02,Italy,1098.994485,
1966-06-14,Italy,1096.226554,
1966-06-29,Italy,1102.849544,
1966-07-03,Italy,1102.849544,
1966-07-05,Italy,1102.849544,
1966-07-11,Italy,1102.849544,
1966-07-13,Italy,1112.046801,
1966-07-16,Italy,1126.088675,
1966-07-19,Italy,1105.500546,
1966-07-20,Italy,1105.500546,
1966-07-23,Italy,1105.500546,
1966-07-26,Italy,1105.500546,
1966-07-30,Italy,1105.500546,
1966-11-26,Italy,1078.880872,
1967-03-27,Italy,1094.397804,
1967-04-15,Italy,1094.397804,
1967-05-24,Italy,1094.397804,
1967-06-25,Italy,1094.877684,
1968-02-24,Italy,1094.877684,
1968-04-03,Italy,1094.877684,
1968-04-06,Italy,1109.582119,
1968-04-20,Italy,1081.483922,
1968-05-08,Italy,1081.483922,
1968-05-22,Italy,1081.483922,
1968-06-01,Italy,1081.483922,
1968-06-05,Italy,1096.253109,
1968-06-08,Italy,1098.823807,
1968-06-10,Italy,1097.452002,
1968-10-23,Italy,1116.237471,
1968-11-06,Italy,1116.237471,
1968-12-11,Italy,1116.237471,
1969-01-01,Italy,1128.388932,
1969-01-05,Italy,1136.956634,
1969-01-15,Italy,1136.956634,
1969-03-12,Italy,1136.956634,
1969-05-10,Italy,1136.956634,
1969-05-24,Italy,1135.045032,
1969-06-01,Italy,1135.045032,
1969-06-08,Italy,1135.045032,
1969-06-12,Italy,1135.045032,
1969-09-26,Italy,1130.836754,
1969-11-04,Italy,1138.899783,
1969-11-05,Italy,1138.899783,
1969-12-10,Italy,1138.899783,
1970-01-14,Italy,1138.899783,
1970-02-25,Italy,1138.899783,
1970-04-21,Italy,1138.899783,
1970-04-25,Italy,1138.899783,
1970-05-10,Italy,1149.673213,
1970-05-20,Italy,1149.673213,
1970-05-24,Italy,1149.673213,
1970-06-02,Italy,1149.673213,
1970-06-03,Italy,1156.701588,
1970-06-06,Italy,1170.306054,
1970-06-07,Italy,1170.306054,
1970-06-11,Italy,1166.224111,
1970-06-14,Italy,1156.553499,
1970-06-17,Italy,1174.814106,
1970-06-21,Italy,1198.140003,
1971-04-21,Italy,1198.140003,
1971-05-15,Italy,1198.140003,
1971-05-22,Italy,1198.140003,
1971-06-09,Italy,1182.398068,
1971-09-25,Italy,1175.105311,
1971-10-09,Italy,1182.977049,
1971-10-13,Italy,1182.977049,
1971-11-10,Italy,1182.977049,
1971-12-01,Italy,1182.977049,
1972-04-29,Italy,1196.021718,
1972-05-13,Italy,1182.234914,
1972-05-23,Italy,1182.234914,
1972-05-27,Italy,1182.234914,
1972-06-17,Italy,1149.327381,
1972-06-21,Italy,1145.517784,
1972-09-20,Italy,1140.862143,
1973-01-13,Italy,1148.376149,
1973-02-14,Italy,1148.376149,
1973-02-25,Italy,1137.324873,
1973-05-12,Italy,1137.324873,
1973-05-19,Italy,1137.324873,
1973-06-06,Italy,1137.324873,
1973-06-14,Italy,1147.188369,
1973-09-29,Italy,1157.773185,
1973-10-17,Italy,1157.773185,
1973-11-14,Italy,1164.928398,
1974-04-03,Italy,1164.928398,
1974-05-15,Italy,1164.928398,
1974-05-18,Italy,1164.928398,
1974-05-22,Italy,1164.928398,
1974-06-01,Italy,1164.928398,
1974-06-15,Italy,1174.449024,
1974-06-19,Italy,1185.173609,
1974-06-23,Italy,1178.380816,
1974-11-20,Italy,1151.128383,
1974-12-29,Italy,1129.967897,
1975-03-12,Italy,1129.967897,
1975-04-04,Italy,1125.231598,
1975-05-17,Italy,1125.231598,
1975-05-21,Italy,1125.231598,
1975-05-24,Italy,1125.231598,
1975-06-05,Italy,1128.438595,
1975-09-29,Italy,1135.471901,
1975-11-19,Italy,1135.471901,
1975-11-22,Italy,1121.616013,
1976-03-24,Italy,1121.616013,
1976-04-07,Italy,1143.860992,
1976-05-08,Italy,1143.860992,
1976-05-11,Italy,1143.860992,
1976-05-15,Italy,1143.860992,
1976-05-23,Italy,1143.860992,
1976-05-28,Italy,1152.212129,
1976-06-05,Italy,1141.976014,
1976-09-08,Italy,1141.976014,
1976-09-22,Italy,1148.934157,
1976-09-25,Italy,1153.401898,
1976-11-17,Italy,1160.602519,
1976-12-22,Italy,1179.931142,
1977-01-26,Italy,1166.942459,
1977-02-09,Italy,1166.942459,
1977-05-28,Italy,1166.942459,
1977-05-31,Italy,1166.942459,
1977-06-04,Italy,1166.942459,
1977-06-08,Italy,1172.441653,
1977-06-12,Italy,1172.441653,
1977-06-15,Italy,1172.441653,
1977-09-07,Italy,1172.441653,
1977-10-15,Italy,1178.263385,
1977-11-16,Italy,1183.497575,
1977-12-21,Italy,1158.778567,
1978-02-08,Italy,1163.872413,
1978-02-22,Italy,1163.872413,
1978-04-19,Italy,1163.872413,
1978-05-13,Italy,1163.872413,
1978-05-16,Italy,1163.872413,
1978-05-18,Italy,1161.057011,
1978-05-20,Italy,1161.057011,
1978-06-02,Italy,1157.115767,
1978-06-06,Italy,1173.427425,
1978-06-10,Italy,1188.448511,
1978-06-14,Italy,1205.70283,
1978-06-18,Italy,1208.811537,
1978-06-21,Italy,1222.753584,
1978-06-24,Italy,1201.07803,
1978-09-20,Italy,1185.662719,
1978-09-23,Italy,1190.143475,
1978-10-25,Italy,1190.143475,
1978-11-08,Italy,1192.994329,
1979-02-07,Italy,1192.994329,
1979-02-24,Italy,1180.902207,
1979-05-19,Italy,1180.902207,
1979-05-23,Italy,1180.902207,
1979-05-26,Italy,1180.902207,
1979-06-06,Italy,1180.902207,
1979-06-10,Italy,1180.902207,
1979-06-13,Italy,1190.981117,
1979-09-12,Italy,1190.981117,
1979-10-17,Italy,1190.981117,
1979-11-22,Italy,1190.981117,
1980-02-06,Italy,1190.981117,
1980-02-16,Italy,1176.12044,
1980-03-15,Italy,1182.196691,
1980-03-26,Italy,1182.196691,
1980-05-13,Italy,1182.196691,
1980-05-17,Italy,1182.196691,
1980-05-20,Italy,1182.196691,
1980-05-24,Italy,1182.196691,
1980-05-31,Italy,1182.196691,
1980-06-12,Italy,1186.902075,
1980-06-15,Italy,1183.260622,
1980-06-18,Italy,1204.219222,
1980-06-21,Italy,1197.706248,
1980-09-10,Italy,1197.706248,
1980-09-24,Italy,1193.770905,
1980-10-15,Italy,1193.770905,
1980-11-01,Italy,1200.800959,
1980-11-15,Italy,1206.392056,
1980-11-19,Italy,1206.392056,
1981-01-06,Italy,1218.319308,
1981-03-25,Italy,1218.319308,
1981-04-29,Italy,1218.319308,
1981-05-12,Italy,1218.319308,
1981-05-23,Italy,1218.319308,
1981-05-30,Italy,1218.319308,
1981-06-03,Italy,1215.343789,
1981-09-09,Italy,1215.343789,
1981-09-23,Italy,1181.997025,
1981-10-17,Italy,1186.378995,
1982-02-23,Italy,1178.699493,
1982-04-27,Italy,1178.699493,
1982-05-25,Italy,1178.699493,
1982-05-29,Italy,1178.699493,
1982-06-14,Italy,1154.142036,
1982-06-16,Italy,1154.142036,
1982-06-18,Italy,1151.091067,
1982-06-20,Italy,1151.091067,
1982-06-23,Italy,1143.845543,
1982-06-25,Italy,1143.845543,
1982-06-29,Italy,1135.88794,
1982-07-05,Italy,1157.799313,
1982-07-08,Italy,1188.341397,
1982-07-11,Italy,1205.219218,
1982-09-22,Italy,1205.219218,
1982-10-13,Italy,1205.219218,
1982-11-13,Italy,1230.487404,
1982-11-17,Italy,1230.487404,
1982-12-04,Italy,1223.373901,
1983-02-23,Italy,1223.373901,
1983-03-30,Italy,1223.373901,
1983-04-16,Italy,1215.253548,
1983-05-28,Italy,1215.253548,
