Date,Type of work,Value,
2020-02-25,Sales and marketing,1.720416125,
2020-02-26,Sales and marketing,1.841352406,
2020-02-27,Sales and marketing,1.751625488,
2020-02-28,Sales and marketing,1.654096229,
2020-02-29,Sales and marketing,1.403120936,
2020-03-01,Sales and marketing,1.130039012,
2020-03-02,Sales and marketing,1.117035111,
2020-03-03,Sales and marketing,1.726918075,
2020-03-04,Sales and marketing,1.643693108,
2020-03-05,Sales and marketing,1.789336801,
2020-03-06,Sales and marketing,1.622886866,
2020-03-07,Sales and marketing,1.566970091,
2020-03-08,Sales and marketing,1.158647594,
2020-03-09,Sales and marketing,1.063719116,
2020-03-10,Sales and marketing,1.644993498,
2020-03-11,Sales and marketing,1.659297789,
2020-03-12,Sales and marketing,1.745123537,
2020-03-13,Sales and marketing,1.490247074,
2020-03-14,Sales and marketing,1.302990897,
2020-03-15,Sales and marketing,0.941482445,
2020-03-16,Sales and marketing,0.985695709,
2020-03-17,Sales and marketing,1.283485046,
2020-03-18,Sales and marketing,1.250975293,
2020-03-19,Sales and marketing,1.327698309,
2020-03-20,Sales and marketing,1.291287386,
2020-03-21,Sales and marketing,1.169050715,
2020-03-22,Sales and marketing,1.033810143,
2020-03-23,Sales and marketing,0.860858257,
2020-03-24,Sales and marketing,1.213263979,
2020-03-25,Sales and marketing,1.196358908,
2020-03-26,Sales and marketing,1.172951886,
2020-03-27,Sales and marketing,1.205461638,
2020-03-28,Sales and marketing,1.119635891,
2020-03-29,Sales and marketing,0.894668401,
2020-03-30,Sales and marketing,0.912873862,
2020-03-31,Sales and marketing,1.248374512,
2020-04-01,Sales and marketing,1.371911573,
2020-04-02,Sales and marketing,1.370611183,
2020-04-03,Sales and marketing,1.289986996,
2020-04-04,Sales and marketing,1.237971391,
2020-04-05,Sales and marketing,0.957087126,
2020-04-06,Sales and marketing,0.963589077,
2020-04-07,Sales and marketing,1.269180754,
2020-04-08,Sales and marketing,1.387516255,
2020-04-09,Sales and marketing,1.475942783,
2020-04-10,Sales and marketing,1.491547464,
2020-04-11,Sales and marketing,1.482444733,
2020-04-12,Sales and marketing,1.2236671,
2020-04-13,Sales and marketing,1.035110533,
2020-04-14,Sales and marketing,1.495448635,
2020-04-15,Sales and marketing,1.6710013,
2020-04-16,Sales and marketing,1.595578674,
2020-04-17,Sales and marketing,1.609882965,
2020-04-18,Sales and marketing,1.6710013,
2020-04-19,Sales and marketing,1.302990897,
2020-04-20,Sales and marketing,1.321196359,
2020-04-21,Sales and marketing,1.630689207,
2020-04-22,Sales and marketing,1.867360208,
2020-04-23,Sales and marketing,1.860858257,
2020-04-24,Sales and marketing,1.789336801,
2020-04-25,Sales and marketing,1.758127438,
2020-04-26,Sales and marketing,1.33550065,
2020-04-27,Sales and marketing,1.44993498,
2020-04-28,Sales and marketing,1.919375813,
2020-04-29,Sales and marketing,1.788036411,
2020-04-30,Sales and marketing,1.733420026,
2020-05-01,Sales and marketing,1.801040312,
2020-05-02,Sales and marketing,1.522756827,
2020-05-03,Sales and marketing,1.33289987,
2020-05-04,Sales and marketing,1.351105332,
2020-05-05,Sales and marketing,1.820546164,
2020-05-06,Sales and marketing,1.859557867,
2020-05-07,Sales and marketing,2.023407022,
2020-05-08,Sales and marketing,1.811443433,
2020-05-09,Sales and marketing,1.677503251,
2020-05-10,Sales and marketing,1.433029909,
2020-05-11,Sales and marketing,1.262678804,
2020-05-12,Sales and marketing,1.769830949,
2020-05-13,Sales and marketing,1.918075423,
2020-05-14,Sales and marketing,2.011703511,
2020-05-15,Sales and marketing,1.976592978,
2020-05-16,Sales and marketing,1.824447334,
2020-05-17,Sales and marketing,1.526657997,
2020-05-18,Sales and marketing,1.378413524,
2020-05-19,Sales and marketing,1.825747724,
2020-05-20,Sales and marketing,1.847854356,
2020-05-21,Sales and marketing,2.015604681,
2020-05-22,Sales and marketing,1.847854356,
2020-05-23,Sales and marketing,1.674902471,
2020-05-24,Sales and marketing,1.421326398,
2020-05-25,Sales and marketing,1.267880364,
2020-05-26,Sales and marketing,1.752925878,
2020-05-27,Sales and marketing,1.810143043,
2020-05-28,Sales and marketing,1.872561769,
2020-05-29,Sales and marketing,1.736020806,
2020-05-30,Sales and marketing,2.349804941,
2020-05-31,Sales and marketing,1.059817945,
2020-06-01,Sales and marketing,0.99479844,
2020-06-02,Sales and marketing,1.241872562,
2020-06-03,Sales and marketing,1.304291287,
2020-06-04,Sales and marketing,0.708712614,
2020-06-05,Sales and marketing,1.275682705,
2020-06-06,Sales and marketing,1.10793238,
2020-06-07,Sales and marketing,1.031209363,
2020-06-08,Sales and marketing,0.836150845,
2020-06-09,Sales and marketing,1.105331599,
2020-06-10,Sales and marketing,1.280884265,
2020-06-11,Sales and marketing,1.314694408,
2020-06-12,Sales and marketing,1.210663199,
2020-06-13,Sales and marketing,2.951885566,
2020-06-14,Sales and marketing,1.058517555,
2020-06-15,Sales and marketing,1.089726918,
2020-06-16,Sales and marketing,2.647594278,
2020-06-17,Sales and marketing,1.296488947,
2020-06-18,Sales and marketing,1.245773732,
2020-06-19,Sales and marketing,1.22236671,
2020-06-20,Sales and marketing,1.100130039,
2020-06-21,Sales and marketing,0.859557867,
2020-06-22,Sales and marketing,0.797139142,
2020-06-23,Sales and marketing,1.248374512,
2020-06-24,Sales and marketing,1.266579974,
2020-06-25,Sales and marketing,1.188556567,
2020-06-26,Sales and marketing,1.240572172,
2020-06-27,Sales and marketing,1.042912874,
2020-06-28,Sales and marketing,0.851755527,
2020-06-29,Sales and marketing,0.768530559,
2020-06-30,Sales and marketing,1.282184655,
2020-07-01,Sales and marketing,1.209362809,
2020-07-02,Sales and marketing,1.247074122,
2020-07-03,Sales and marketing,1.184655397,
2020-07-04,Sales and marketing,1.153446034,
2020-07-05,Sales and marketing,0.894668401,
2020-07-06,Sales and marketing,0.925877763,
2020-07-10,Sales and marketing,0.723016905,
2020-07-11,Sales and marketing,0.616384915,
2020-07-12,Sales and marketing,2.694408322,
2020-07-13,Sales and marketing,0.407022107,
2020-07-14,Sales and marketing,1.201560468,
2020-07-15,Sales and marketing,1.33810143,
2020-07-16,Sales and marketing,1.364109233,
2020-07-17,Sales and marketing,1.310793238,
2020-07-18,Sales and marketing,1.052015605,
2020-07-19,Sales and marketing,0.932379714,
2020-07-20,Sales and marketing,0.89076723,
2020-07-21,Sales and marketing,0.423927178,
2020-07-22,Sales and marketing,2.041612484,
2020-07-23,Sales and marketing,1.312093628,
2020-07-24,Sales and marketing,1.263979194,
2020-07-25,Sales and marketing,1.11573472,
2020-07-26,Sales and marketing,0.828348505,
2020-07-27,Sales and marketing,0.938881664,
2020-07-28,Sales and marketing,1.21976593,
2020-07-29,Sales and marketing,1.349804941,
2020-07-30,Sales and marketing,1.296488947,
2020-07-31,Sales and marketing,1.162548765,
2020-08-01,Sales and marketing,1.214564369,
2020-08-02,Sales and marketing,0.721716515,
2020-08-03,Sales and marketing,0.817945384,
2020-08-04,Sales and marketing,1.202860858,
2020-08-05,Sales and marketing,1.33810143,
2020-08-06,Sales and marketing,1.355006502,
2020-08-07,Sales and marketing,1.247074122,
2020-08-08,Sales and marketing,1.179453836,
2020-08-09,Sales and marketing,0.784135241,
2020-08-10,Sales and marketing,0.840052016,
2020-08-11,Sales and marketing,1.261378414,
2020-08-12,Sales and marketing,1.342002601,
2020-08-13,Sales and marketing,1.33810143,
2020-08-14,Sales and marketing,1.2236671,
2020-08-15,Sales and marketing,1.178153446,
2020-08-16,Sales and marketing,0.854356307,
2020-08-17,Sales and marketing,0.958387516,
2020-08-18,Sales and marketing,1.232769831,
2020-08-19,Sales and marketing,1.299089727,
2020-08-20,Sales and marketing,1.305591678,
2020-08-21,Sales and marketing,1.279583875,
2020-08-22,Sales and marketing,1.084525358,
2020-08-23,Sales and marketing,0.880364109,
2020-08-24,Sales and marketing,0.853055917,
2020-08-25,Sales and marketing,1.21976593,
2020-08-26,Sales and marketing,1.241872562,
2020-08-27,Sales and marketing,1.357607282,
2020-08-28,Sales and marketing,1.247074122,
2020-08-29,Sales and marketing,1.026007802,
2020-08-30,Sales and marketing,0.765929779,
2020-08-31,Sales and marketing,0.715214564,
2020-09-01,Sales and marketing,1.22106632,
2020-09-02,Sales and marketing,1.262678804,
2020-09-03,Sales and marketing,1.421326398,
2020-09-04,Sales and marketing,1.314694408,
2020-09-05,Sales and marketing,1.171651495,
2020-09-06,Sales and marketing,0.77243173,
2020-09-07,Sales and marketing,0.795838752,
2020-09-08,Sales and marketing,1.089726918,
2020-09-09,Sales and marketing,1.314694408,
2020-09-10,Sales and marketing,1.293888166,
2020-09-11,Sales and marketing,1.283485046,
2020-09-12,Sales and marketing,1.188556567,
2020-09-13,Sales and marketing,0.820546164,
2020-09-14,Sales and marketing,0.830949285,
2020-09-15,Sales and marketing,1.245773732,
2020-09-16,Sales and marketing,1.280884265,
2020-09-17,Sales and marketing,1.287386216,
2020-09-18,Sales and marketing,1.322496749,
2020-09-19,Sales and marketing,1.178153446,
2020-09-20,Sales and marketing,0.858257477,
2020-09-21,Sales and marketing,0.823146944,
2020-09-22,Sales and marketing,1.348504551,
2020-09-23,Sales and marketing,1.279583875,
2020-09-24,Sales and marketing,1.399219766,
2020-09-25,Sales and marketing,1.300390117,
2020-09-26,Sales and marketing,1.124837451,
2020-09-27,Sales and marketing,0.929778934,
2020-09-28,Sales and marketing,0.807542263,
2020-09-29,Sales and marketing,1.366710013,
2020-09-30,Sales and marketing,1.399219766,
2020-10-01,Sales and marketing,1.310793238,
2020-10-02,Sales and marketing,1.313394018,
2020-10-03,Sales and marketing,1.083224967,
2020-10-04,Sales and marketing,0.879063719,
2020-10-05,Sales and marketing,0.830949285,
2020-10-06,Sales and marketing,1.228868661,
2020-10-07,Sales and marketing,1.423927178,
2020-10-08,Sales and marketing,1.374512354,
2020-10-09,Sales and marketing,1.244473342,
2020-10-10,Sales and marketing,1.071521456,
2020-10-11,Sales and marketing,0.78023407,
2020-10-12,Sales and marketing,0.77893368,
2020-10-13,Sales and marketing,1.258777633,
2020-10-14,Sales and marketing,1.33420026,
2020-10-15,Sales and marketing,1.315994798,
2020-10-16,Sales and marketing,1.305591678,
2020-10-17,Sales and marketing,1.149544863,
2020-10-18,Sales and marketing,0.840052016,
2020-10-19,Sales and marketing,0.907672302,
2020-10-20,Sales and marketing,1.322496749,
2020-10-21,Sales and marketing,1.388816645,
2020-10-22,Sales and marketing,1.312093628,
2020-10-23,Sales and marketing,1.278283485,
2020-10-24,Sales and marketing,1.350455137,
2020-10-25,Sales and marketing,1.345903771,
2020-10-26,Sales and marketing,1.249674902,
2020-10-27,Sales and marketing,1.993498049,
2020-10-28,Sales and marketing,1.966189857,
2020-10-29,Sales and marketing,1.967490247,
2020-10-30,Sales and marketing,1.903771131,
2020-10-31,Sales and marketing,1.465539662,
2020-11-01,Sales and marketing,1.031209363,
2020-11-02,Sales and marketing,1.191157347,
2020-11-03,Sales and marketing,1.715214564,
2020-11-04,Sales and marketing,1.902470741,
2020-11-05,Sales and marketing,1.6710013,
2020-11-06,Sales and marketing,1.793237971,
2020-11-07,Sales and marketing,1.55136541,
2020-11-08,Sales and marketing,1.123537061,
2020-11-09,Sales and marketing,1.062418726,
2020-11-10,Sales and marketing,1.964889467,
2020-11-11,Sales and marketing,1.814044213,
2020-11-12,Sales and marketing,1.791937581,
2020-11-13,Sales and marketing,1.916775033,
2020-11-14,Sales and marketing,1.511053316,
2020-11-15,Sales and marketing,1.154746424,
2020-11-16,Sales and marketing,1.058517555,
2020-11-17,Sales and marketing,1.853055917,
2020-11-18,Sales and marketing,1.871261378,
2020-11-19,Sales and marketing,1.866059818,
2020-11-20,Sales and marketing,1.823146944,
2020-11-21,Sales and marketing,1.607282185,
2020-11-22,Sales and marketing,1.165149545,
2020-11-23,Sales and marketing,1.117035111,
2020-11-24,Sales and marketing,1.7763329,
2020-11-25,Sales and marketing,1.78283485,
2020-11-26,Sales and marketing,1.750325098,
2020-11-27,Sales and marketing,1.369310793,
2020-11-28,Sales and marketing,1.365409623,
2020-11-29,Sales and marketing,1.071521456,
2020-11-30,Sales and marketing,1.068920676,
2020-12-01,Sales and marketing,1.764629389,
2020-12-02,Sales and marketing,1.811443433,
2020-12-03,Sales and marketing,1.763328999,
2020-12-04,Sales and marketing,1.66840052,
2020-12-05,Sales and marketing,1.540962289,
2020-12-06,Sales and marketing,1.170351105,
2020-12-07,Sales and marketing,1.075422627,
2020-12-08,Sales and marketing,1.746423927,
2020-12-09,Sales and marketing,1.738621586,
2020-12-10,Sales and marketing,1.963589077,
2020-12-11,Sales and marketing,1.741222367,
2020-12-12,Sales and marketing,1.466840052,
2020-12-13,Sales and marketing,1.149544863,
2020-12-14,Sales and marketing,1.167750325,
2020-12-15,Sales and marketing,1.695708713,
2020-12-16,Sales and marketing,1.703511053,
2020-12-17,Sales and marketing,1.698309493,
2020-12-18,Sales and marketing,1.613784135,
2020-12-19,Sales and marketing,1.500650195,
2020-12-20,Sales and marketing,1.026007802,
2020-12-21,Sales and marketing,0.980494148,
2020-12-22,Sales and marketing,1.462938882,
2020-12-23,Sales and marketing,1.455136541,
2020-12-24,Sales and marketing,1.345903771,
2020-12-25,Sales and marketing,1.007802341,
2020-12-26,Sales and marketing,0.762028609,
2020-12-27,Sales and marketing,0.88556567,
2020-12-28,Sales and marketing,1.11183355,
2020-12-29,Sales and marketing,1.539661899,
2020-12-30,Sales and marketing,1.538361508,
2020-12-31,Sales and marketing,1.436931079,
2021-01-01,Sales and marketing,1.023407022,
2021-01-02,Sales and marketing,0.902470741,
2021-01-03,Sales and marketing,1.132639792,
2021-01-04,Sales and marketing,1.254876463,
2021-01-05,Sales and marketing,1.897269181,
2021-01-06,Sales and marketing,1.988296489,
2021-01-07,Sales and marketing,2.301690507,
2021-01-08,Sales and marketing,1.932379714,
2021-01-09,Sales and marketing,1.724317295,
2021-01-10,Sales and marketing,1.183355007,
2021-01-11,Sales and marketing,1.214564369,
2021-01-12,Sales and marketing,1.957087126,
2021-01-13,Sales and marketing,1.971391417,
2021-01-15,Sales and marketing,1.585825748,
2021-01-16,Sales and marketing,1.672301691,
2021-01-17,Sales and marketing,1.22236671,
2021-01-18,Sales and marketing,1.232769831,
2021-01-19,Sales and marketing,1.988296489,
2021-01-20,Sales and marketing,2.10793238,
2021-01-21,Sales and marketing,2.119635891,
2021-01-22,Sales and marketing,2.094928479,
2021-01-23,Sales and marketing,1.762028609,
2021-01-24,Sales and marketing,1.287386216,
2021-01-25,Sales and marketing,1.315994798,
2021-01-26,Sales and marketing,2.094928479,
2021-01-27,Sales and marketing,2.019505852,
2021-01-28,Sales and marketing,2.166449935,
2021-01-29,Sales and marketing,1.897269181,
2021-01-30,Sales and marketing,1.654096229,
2021-01-31,Sales and marketing,1.304291287,
2021-02-01,Sales and marketing,1.260078023,
2021-02-02,Sales and marketing,2.076723017,
2021-02-03,Sales and marketing,2.130039012,
2021-02-04,Sales and marketing,2.088426528,
2021-02-05,Sales and marketing,2.094928479,
2021-02-06,Sales and marketing,1.817945384,
2021-02-07,Sales and marketing,1.305591678,
2021-02-08,Sales and marketing,1.315994798,
2021-02-09,Sales and marketing,2.080624187,
2021-02-10,Sales and marketing,2.215864759,
2021-02-11,Sales and marketing,2.187256177,
2021-02-12,Sales and marketing,2.170351105,
2021-02-13,Sales and marketing,1.726918075,
2021-02-14,Sales and marketing,1.286085826,
2021-02-15,Sales and marketing,1.208062419,
2021-02-16,Sales and marketing,1.932379714,
2021-02-17,Sales and marketing,2.237971391,
2021-02-18,Sales and marketing,2.143042913,
2021-02-19,Sales and marketing,2.189856957,
2020-01-01,Software development,1,
2020-01-02,Software development,0.876515987,
2020-01-03,Software development,1.2646086,
2020-01-04,Software development,1.343256156,
2020-01-05,Software development,1.131569276,
2020-01-06,Software development,1.072767365,
2020-01-07,Software development,1.397647924,
2020-01-08,Software development,1.337743477,
2020-01-09,Software development,1.456082323,
2020-01-10,Software development,1.513414186,
2020-01-11,Software development,1.422271224,
2020-01-12,Software development,1.177508269,
2020-01-13,Software development,1.245130467,
2020-01-14,Software development,1.561925763,
2020-01-15,Software development,1.736493936,
2020-01-16,Software development,1.581036384,
2020-01-17,Software development,1.652701213,
2020-01-18,Software development,1.594634326,
2020-01-19,Software development,1.276368982,
2020-01-20,Software development,1.273428886,
2020-01-21,Software development,2.103638368,
2020-01-22,Software development,1.715545755,
2020-01-23,Software development,1.712238148,
2020-01-24,Software development,1.736861448,
2020-01-25,Software development,1.587651599,
2020-01-26,Software development,1.13046674,
2020-01-27,Software development,1.148107313,
2020-01-28,Software development,1.84123484,
2020-01-29,Software development,1.632120544,
2020-01-30,Software development,1.758177141,
2020-01-31,Software development,1.691289967,
2020-02-01,Software development,1.558250643,
2020-02-02,Software development,1.16832047,
2020-02-03,Software development,1.114296215,
2020-02-04,Software development,1.908489526,
2020-02-05,Software development,1.862918045,
2020-02-06,Software development,1.796030871,
2020-02-07,Software development,1.766262404,
2020-02-08,Software development,1.678794561,
2020-02-09,Software development,1.226019846,
2020-02-10,Software development,1.217567071,
2020-02-11,Software development,1.848585079,
2020-02-12,Software development,1.784270489,
2020-02-13,Software development,1.813671444,
2020-02-14,Software development,1.73906652,
2020-02-15,Software development,1.498346196,
2020-02-16,Software development,1.206174201,
2020-02-17,Software development,1.212789416,
2020-02-18,Software development,1.742741639,
2020-02-19,Software development,1.72216097,
2020-02-20,Software development,1.777655274,
2020-02-21,Software development,1.768834987,
2020-02-22,Software development,1.56523337,
2020-02-23,Software development,1.261300992,
2020-02-24,Software development,1.227489893,
2020-02-25,Software development,1.775817714,
2020-02-26,Software development,1.981991915,
2020-02-27,Software development,1.680999632,
2020-02-28,Software development,1.794560823,
2020-02-29,Software development,1.484748254,
2020-03-01,Software development,1.284454245,
2020-03-02,Software development,1.231900037,
2020-03-03,Software development,1.84490996,
2020-03-04,Software development,1.613009923,
2020-03-05,Software development,1.759279677,
2020-03-06,Software development,1.723263506,
2020-03-07,Software development,1.619625138,
2020-03-08,Software development,1.310180081,
2020-03-09,Software development,1.195883866,
2020-03-10,Software development,1.647923558,
2020-03-11,Software development,1.706725469,
2020-03-12,Software development,1.734288864,
2020-03-13,Software development,1.627342889,
2020-03-14,Software development,1.460124954,
2020-03-15,Software development,1.219772143,
2020-03-16,Software development,1.099963249,
2020-03-17,Software development,1.506431459,
2020-03-18,Software development,1.583608967,
2020-03-19,Software development,1.601984564,
2020-03-20,Software development,1.514516722,
2020-03-21,Software development,1.495406101,
2020-03-22,Software development,1.294744579,
2020-03-23,Software development,1.191473723,
2020-03-24,Software development,1.493201029,
2020-03-25,Software development,1.363469313,
2020-03-26,Software development,1.439911797,
2020-03-27,Software development,1.427783903,
2020-03-28,Software development,1.327453142,
2020-03-29,Software development,1.127159133,
2020-03-30,Software development,1.172730614,
2020-03-31,Software development,1.686879824,
2020-04-01,Software development,1.574053657,
2020-04-02,Software development,1.57662624,
2020-04-03,Software development,1.570746049,
2020-04-04,Software development,1.590224182,
2020-04-05,Software development,1.254685777,
2020-04-06,Software development,1.31569276,
2020-04-07,Software development,1.627342889,
2020-04-08,Software development,1.686512312,
2020-04-09,Software development,1.884233738,
2020-04-10,Software development,1.950385888,
2020-04-11,Software development,1.91877986,
2020-04-12,Software development,1.491363469,
2020-04-13,Software development,1.494303565,
2020-04-14,Software development,1.955163543,
2020-04-15,Software development,1.955898567,
2020-04-16,Software development,2.060271959,
2020-04-17,Software development,1.97170158,
2020-04-18,Software development,2.009187799,
2020-04-19,Software development,1.592796766,
2020-04-20,Software development,1.644983462,
2020-04-21,Software development,1.998529952,
2020-04-22,Software development,2.234105108,
2020-04-23,Software development,2.291436972,
2020-04-24,Software development,1.940463065,
2020-04-25,Software development,1.997794928,
2020-04-26,Software development,1.635795663,
2020-04-27,Software development,1.782800441,
2020-04-28,Software development,2.138919515,
2020-04-29,Software development,2.10584344,
2020-04-30,Software development,2.077912532,
2020-05-01,Software development,2.008820287,
2020-05-02,Software development,1.825431827,
2020-05-03,Software development,1.624035281,
2020-05-04,Software development,1.714810731,
2020-05-05,Software development,2.194413818,
2020-05-06,Software development,2.083792723,
2020-05-07,Software development,2.265343624,
2020-05-08,Software development,2.126056597,
2020-05-09,Software development,1.857772878,
2020-05-10,Software development,1.732451305,
2020-05-11,Software development,1.475560456,
2020-05-12,Software development,2.006247703,
2020-05-13,Software development,2.040426314,
2020-05-14,Software development,2.037486218,
2020-05-15,Software development,2.10584344,
2020-05-16,Software development,2.014332966,
2020-05-17,Software development,1.75229695,
2020-05-18,Software development,1.519661889,
2020-05-19,Software development,2.089672914,
2020-05-20,Software development,2.163542815,
2020-05-21,Software development,2.223447262,
2020-05-22,Software development,2.113928703,
2020-05-23,Software development,1.844542448,
2020-05-24,Software development,1.670341786,
2020-05-25,Software development,1.515251746,
2020-05-26,Software development,1.945608232,
2020-05-27,Software development,2.09261301,
2020-05-28,Software development,2.080485116,
2020-05-29,Software development,2.020948181,
2020-05-30,Software development,2.086549063,
2020-05-31,Software development,1.345828739,
2020-06-01,Software development,1.373024623,
2020-06-02,Software development,1.57662624,
2020-06-03,Software development,1.56707093,
2020-06-04,Software development,1.272693863,
2020-06-05,Software development,1.621462698,
2020-06-06,Software development,1.420801176,
2020-06-07,Software development,1.347298787,
2020-06-08,Software development,1.159500184,
2020-06-09,Software development,1.44799706,
2020-06-10,Software development,1.488790886,
2020-06-11,Software development,1.535464903,
2020-06-12,Software development,1.394340316,
2020-06-13,Software development,2.328188166,
2020-06-14,Software development,1.380742374,
2020-06-15,Software development,1.288864388,
2020-06-16,Software development,1.85446527,
2020-06-17,Software development,1.468210217,
2020-06-18,Software development,1.428886439,
2020-06-19,Software development,1.388460125,
2020-06-20,Software development,1.252848218,
2020-06-21,Software development,0.999632488,
2020-06-22,Software development,1.060271959,
2020-06-23,Software development,1.428518927,
2020-06-24,Software development,1.374494671,
2020-06-25,Software development,1.471517824,
2020-06-26,Software development,1.503123852,
2020-06-27,Software development,1.269018743,
2020-06-28,Software development,1.062844542,
2020-06-29,Software development,1.061006983,
2020-06-30,Software development,1.533259831,
2020-07-01,Software development,1.320837927,
2020-07-02,Software development,1.351708931,
2020-07-03,Software development,1.48585079,
2020-07-04,Software development,1.465270121,
2020-07-05,Software development,1.198088938,
2020-07-06,Software development,1.163175303,
2020-07-10,Software development,0.540242558,
2020-07-11,Software development,0.483278207,
2020-07-12,Software development,0.851708931,
2020-07-13,Software development,0.674384417,
2020-07-14,Software development,1.428151415,
2020-07-15,Software development,1.541712606,
2020-07-16,Software development,2.160235208,
2020-07-17,Software development,1.386622565,
2020-07-18,Software development,1.2646086,
2020-07-19,Software development,1.02646086,
2020-07-20,Software development,0.963983829,
2020-07-21,Software development,0.835722161,
2020-07-22,Software development,1.767732451,
2020-07-23,Software development,1.385887541,
2020-07-24,Software development,1.334803381,
2020-07-25,Software development,1.241455347,
2020-07-26,Software development,0.992649761,
2020-07-27,Software development,1.109518559,
2020-07-28,Software development,1.297317163,
2020-07-29,Software development,1.348401323,
2020-07-30,Software development,1.331495774,
2020-07-31,Software development,1.328188166,
2020-08-01,Software development,1.337375965,
2020-08-02,Software development,0.903711871,
2020-08-03,Software development,0.969864021,
2020-08-04,Software development,1.257625873,
2020-08-05,Software development,1.367511944,
2020-08-06,Software development,1.363836825,
2020-08-07,Software development,1.258728409,
2020-08-08,Software development,1.277104006,
2020-08-09,Software development,0.882028666,
2020-08-10,Software development,0.917309813,
2020-08-11,Software development,1.331495774,
2020-08-12,Software development,1.337375965,
2020-08-13,Software development,1.380742374,
2020-08-14,Software development,1.382579934,
2020-08-15,Software development,1.136346931,
2020-08-16,Software development,1.001470048,
2020-08-17,Software development,1.076074972,
2020-08-18,Software development,1.381477398,
2020-08-19,Software development,1.274531422,
2020-08-20,Software development,1.528849688,
2020-08-21,Software development,1.279676589,
2020-08-22,Software development,1.261668504,
2020-08-23,Software development,1.026093348,
2020-08-24,Software development,0.954061007,
2020-08-25,Software development,1.373024623,
2020-08-26,Software development,1.414185961,
2020-08-27,Software development,1.44983462,
2020-08-28,Software development,1.354649026,
2020-08-29,Software development,1.369717016,
2020-08-30,Software development,0.927967659,
2020-08-31,Software development,0.934582874,
2020-09-01,Software development,1.319000368,
2020-09-02,Software development,1.449099596,
2020-09-03,Software development,1.520764425,
2020-09-04,Software development,1.365306872,
2020-09-05,Software development,1.351708931,
2020-09-06,Software development,0.972804116,
2020-09-07,Software development,0.916574789,
2020-09-08,Software development,1.294377067,
2020-09-09,Software development,1.327820654,
2020-09-10,Software development,1.445424476,
2020-09-11,Software development,1.345093716,
2020-09-12,Software development,1.220507166,
2020-09-13,Software development,0.950018376,
2020-09-14,Software development,0.912532157,
2020-09-15,Software development,1.390665197,
2020-09-16,Software development,1.392135244,
2020-09-17,Software development,1.408673282,
2020-09-18,Software development,1.366409408,
2020-09-19,Software development,1.283719221,
2020-09-20,Software development,0.943770673,
2020-09-21,Software development,1.002572584,
2020-09-22,Software development,1.496141125,
2020-09-23,Software development,1.42337376,
2020-09-24,Software development,1.400955531,
2020-09-25,Software development,1.381477398,
2020-09-26,Software development,1.223814774,
2020-09-27,Software development,0.977214259,
2020-09-28,Software development,0.923557516,
2020-09-29,Software development,1.421168688,
2020-09-30,Software development,1.36677692,
2020-10-01,Software development,1.388092613,
2020-10-02,Software development,1.321572951,
2020-10-03,Software development,1.240352811,
2020-10-04,Software development,1.063579566,
2020-10-05,Software development,0.913267181,
2020-10-06,Software development,1.347666299,
2020-10-07,Software development,1.429621463,
2020-10-08,Software development,1.45938993,
2020-10-09,Software development,1.39507534,
2020-10-10,Software development,1.240720323,
2020-10-11,Software development,0.955531055,
2020-10-12,Software development,0.966188901,
2020-10-13,Software development,1.315325248,
2020-10-14,Software development,1.369717016,
2020-10-15,Software development,1.452039691,
2020-10-16,Software development,1.413818449,
2020-10-17,Software development,1.228224917,
2020-10-18,Software development,1.026093348,
2020-10-19,Software development,0.953693495,
2020-10-20,Software development,1.415656009,
2020-10-21,Software development,1.425578831,
2020-10-22,Software development,1.411613377,
2020-10-23,Software development,1.368246968,
2020-10-24,Software development,2.687614847,
2020-10-25,Software development,2.01139287,
2020-10-26,Software development,1.364939361,
2020-10-27,Software development,2.050716648,
2020-10-28,Software development,1.861080485,
2020-10-29,Software development,1.962881294,
2020-10-30,Software development,2.001102536,
2020-10-31,Software development,1.56523337,
2020-11-01,Software development,1.275633958,
2020-11-02,Software development,1.337375965,
2020-11-03,Software development,1.774347666,
2020-11-04,Software development,1.970599044,
2020-11-05,Software development,1.79970599,
2020-11-06,Software development,1.977581771,
2020-11-07,Software development,1.586181551,
2020-11-08,Software development,1.2892319,
2020-11-09,Software development,1.159500184,
2020-11-10,Software development,1.961411246,
2020-11-11,Software development,1.883131202,
2020-11-12,Software development,1.83939728,
2020-11-13,Software development,1.952590959,
2020-11-14,Software development,1.694230062,
2020-11-15,Software development,1.244762955,
2020-11-16,Software development,1.141124587,
2020-11-17,Software development,1.900404263,
2020-11-18,Software development,1.901139287,
2020-11-19,Software development,1.90554943,
2020-11-20,Software development,1.86585814,
2020-11-21,Software development,1.654538773,
2020-11-22,Software development,1.252480706,
2020-11-23,Software development,1.294744579,
2020-11-24,Software development,1.873208379,
2020-11-25,Software development,1.937522969,
2020-11-26,Software development,1.791620728,
2020-11-27,Software development,1.729511209,
2020-11-28,Software development,1.523337008,
2020-11-29,Software development,1.234105108,
2020-11-30,Software development,1.205439177,
2020-12-01,Software development,1.897096656,
2020-12-02,Software development,1.974274164,
2020-12-03,Software development,1.875045939,
2020-12-04,Software development,1.835354649,
2020-12-05,Software development,1.648291069,
2020-12-06,Software development,1.279309078,
2020-12-07,Software development,1.317162808,
2020-12-08,Software development,1.884968761,
2020-12-09,Software development,1.892319,
