Date,DJIA Index
1924-04-02,94.50
1924-04-03,94.33
1924-04-04,94.69
1924-04-07,93.03
1924-04-08,92.85
1924-04-09,92.24
1924-04-10,90.86
1924-04-11,91.71
1924-04-14,89.91
1924-04-15,90.52
1924-04-16,90.78
1924-04-17,91.34
1924-04-18,91.34
1924-04-21,89.18
1924-04-22,89.22
1924-04-23,90.43
1924-04-24,90.44
1924-04-25,91.51
1924-04-28,90.99
1924-04-29,90.65
1924-04-30,90.63
1924-05-01,92.12
1924-05-02,91.68
1924-05-05,92.23
1924-05-06,92.24
1924-05-07,92.47
1924-05-08,92.04
1924-05-09,91.40
1924-05-12,89.48
1924-05-13,89.69
1924-05-14,88.77
1924-05-15,89.18
1924-05-16,89.78
1924-05-19,89.81
1924-05-20,88.33
1924-05-21,89.35
1924-05-22,90.10
1924-05-23,90.04
1924-05-26,90.60
1924-05-27,90.15
1924-05-28,89.90
1924-05-29,89.90
1924-05-30,90.15
1924-06-02,90.15
1924-06-03,91.23
1924-06-04,90.72
1924-06-05,90.41
1924-06-06,89.18
1924-06-09,90.15
1924-06-10,90.53
1924-06-11,92.00
1924-06-12,92.19
1924-06-13,92.68
1924-06-16,93.80
1924-06-17,93.57
1924-06-18,93.52
1924-06-19,93.79
1924-06-20,93.48
1924-06-23,92.65
1924-06-24,93.13
1924-06-25,93.67
1924-06-26,94.71
1924-06-27,95.33
1924-06-30,96.37
1924-07-01,96.45
1924-07-02,96.38
1924-07-03,96.48
1924-07-07,96.91
1924-07-08,97.56
1924-07-09,97.40
1924-07-10,96.65
1924-07-11,97.38
1924-07-14,97.50
1924-07-15,97.40
1924-07-16,96.85
1924-07-17,96.85
1924-07-18,97.40
1924-07-21,99.02
1924-07-22,99.36
1924-07-23,99.40
1924-07-24,99.36
1924-07-25,99.60
1924-07-28,101.09
1924-07-29,100.87
1924-07-30,101.16
1924-07-31,102.14
1924-08-01,102.12
1924-08-04,103.28
1924-08-05,102.52
1924-08-06,102.57
1924-08-07,102.30
1924-08-08,101.79
1924-08-11,102.20
1924-08-12,101.51
1924-08-13,101.60
1924-08-14,102.86
1924-08-15,104.01
1924-08-18,104.99
1924-08-19,105.38
1924-08-20,105.57
1924-08-21,104.83
1924-08-22,103.89
1924-08-25,103.53
1924-08-26,103.58
1924-08-27,103.23
1924-08-28,102.67
1924-08-29,104.14
1924-09-02,104.95
1924-09-03,104.02
1924-09-04,102.77
1924-09-05,101.07
1924-09-08,101.26
1924-09-09,101.98
1924-09-10,101.13
1924-09-11,101.79
1924-09-12,101.91
1924-09-15,101.38
1924-09-16,101.75
1924-09-17,103.49
1924-09-18,103.42
1924-09-19,103.63
1924-09-22,103.25
1924-09-23,104.16
1924-09-24,104.68
1924-09-25,104.13
1924-09-26,103.98
1924-09-29,102.96
1924-09-30,103.16
1924-10-01,104.08
1924-10-02,103.63
1924-10-03,102.64
1924-10-06,102.58
1924-10-07,102.38
1924-10-08,102.06
1924-10-09,102.60
1924-10-10,101.38
1924-10-13,99.18
1924-10-14,99.18
1924-10-15,100.11
1924-10-16,100.16
1924-10-17,100.86
1924-10-20,101.14
1924-10-21,101.85
1924-10-22,101.96
1924-10-23,102.18
1924-10-24,102.53
1924-10-27,101.73
1924-10-28,102.45
1924-10-29,102.41
1924-10-30,103.00
1924-10-31,104.06
1924-11-03,103.89
1924-11-05,105.11
1924-11-06,104.06
1924-11-07,104.86
1924-11-10,105.91
1924-11-11,107.58
1924-11-12,108.14
1924-11-13,108.58
1924-11-14,108.96
1924-11-17,109.51
1924-11-18,110.73
1924-11-19,110.24
1924-11-20,110.50
1924-11-21,109.63
1924-11-24,109.81
1924-11-25,110.08
1924-11-26,110.15
1924-11-28,111.10
1924-12-01,110.44
1924-12-02,110.71
1924-12-03,110.83
1924-12-04,111.56
1924-12-05,111.26
1924-12-08,111.30
1924-12-09,112.11
1924-12-10,111.07
1924-12-11,110.84
1924-12-12,111.96
1924-12-15,113.40
1924-12-16,113.73
1924-12-17,114.35
1924-12-18,115.17
1924-12-19,116.13
1924-12-22,116.84
1924-12-23,115.78
1924-12-24,116.74
1924-12-26,118.59
1924-12-29,118.63
1924-12-30,118.02
1924-12-31,120.51
1925-01-02,121.25
1925-01-05,119.46
1925-01-06,121.13
1925-01-07,121.18
1925-01-08,121.61
1925-01-09,122.32
1925-01-12,123.21
1925-01-13,123.56
1925-01-14,122.97
1925-01-15,121.38
1925-01-16,121.71
1925-01-19,122.35
1925-01-20,121.74
1925-01-21,122.11
1925-01-22,123.60
1925-01-23,123.09
1925-01-26,121.90
1925-01-27,121.53
1925-01-28,121.98
1925-01-29,122.44
1925-01-30,123.49
1925-02-02,120.46
1925-02-03,120.08
1925-02-04,120.56
1925-02-05,120.83
1925-02-06,121.48
1925-02-09,122.37
1925-02-10,121.73
1925-02-11,121.23
1925-02-13,121.73
1925-02-16,117.96
1925-02-17,118.48
1925-02-18,120.07
1925-02-19,119.71
1925-02-20,121.64
1925-02-24,121.48
1925-02-25,122.15
1925-02-26,122.86
1925-02-27,122.24
1925-03-02,123.93
1925-03-03,125.25
1925-03-04,123.26
1925-03-05,124.81
1925-03-06,125.68
1925-03-09,124.33
1925-03-10,122.62
1925-03-11,123.26
1925-03-12,124.60
1925-03-13,123.25
1925-03-16,120.76
1925-03-17,118.53
1925-03-18,118.25
1925-03-19,119.38
1925-03-20,120.91
1925-03-23,116.82
1925-03-24,116.78
1925-03-25,118.71
1925-03-26,116.78
1925-03-27,117.48
1925-03-30,115.00
1925-03-31,116.75
1925-04-01,118.07
1925-04-02,117.61
1925-04-03,117.40
1925-04-06,119.43
1925-04-07,118.78
1925-04-08,118.90
1925-04-09,119.06
1925-04-13,120.18
1925-04-14,121.54
1925-04-15,121.11
1925-04-16,120.67
1925-04-17,121.41
1925-04-20,121.23
1925-04-21,119.53
1925-04-22,120.52
1925-04-23,120.82
1925-04-24,119.74
1925-04-27,119.46
1925-04-28,120.00
1925-04-29,120.40
1925-04-30,120.01
1925-05-01,121.10
1925-05-04,122.86
1925-05-05,123.63
1925-05-06,124.32
1925-05-07,125.16
1925-05-08,124.74
1925-05-11,124.14
1925-05-12,124.45
1925-05-13,124.21
1925-05-14,124.16
1925-05-15,126.00
1925-05-18,127.09
1925-05-19,128.38
1925-05-20,128.68
1925-05-21,128.70
1925-05-22,128.95
1925-05-25,127.78
1925-05-26,128.43
1925-05-27,129.13
1925-05-28,129.60
1925-05-29,129.95
1925-06-01,129.69
1925-06-02,130.42
1925-06-03,130.41
1925-06-04,128.89
1925-06-05,128.98
1925-06-08,127.12
1925-06-09,127.21
1925-06-10,126.75
1925-06-11,127.85
1925-06-12,128.38
1925-06-15,128.43
1925-06-16,129.66
1925-06-17,129.80
1925-06-18,128.88
1925-06-19,129.26
1925-06-22,128.25
1925-06-23,127.17
1925-06-24,127.80
1925-06-25,128.28
1925-06-26,129.17
1925-06-29,129.23
1925-06-30,131.01
1925-07-01,131.76
1925-07-02,131.53
1925-07-03,131.52
1925-07-06,132.31
1925-07-07,132.70
1925-07-08,133.07
1925-07-09,131.83
1925-07-10,131.33
1925-07-13,131.71
1925-07-14,132.95
1925-07-15,133.40
1925-07-16,133.50
1925-07-17,134.00
1925-07-20,135.00
1925-07-21,134.93
1925-07-22,133.87
1925-07-23,135.33
1925-07-24,135.58
1925-07-27,136.50
1925-07-28,135.62
1925-07-29,134.48
1925-07-30,134.16
1925-07-31,133.81
1925-08-03,135.81
1925-08-04,136.38
1925-08-05,135.73
1925-08-06,135.71
1925-08-07,137.40
1925-08-10,137.41
1925-08-11,137.80
1925-08-12,137.48
1925-08-13,138.60
1925-08-14,139.51
1925-08-17,141.56
1925-08-18,142.60
1925-08-19,141.82
1925-08-20,141.66
1925-08-21,142.63
1925-08-24,142.76
1925-08-25,143.18
1925-08-26,141.88
1925-08-27,141.54
1925-08-28,141.13
1925-08-31,141.18
1925-09-01,139.78
1925-09-02,137.22
1925-09-03,139.91
1925-09-04,140.88
1925-09-08,140.86
1925-09-09,142.40
1925-09-10,143.83
1925-09-11,145.38
1925-09-14,146.63
1925-09-15,143.89
1925-09-16,145.87
1925-09-17,146.46
1925-09-18,147.16
1925-09-21,146.11
1925-09-22,145.74
1925-09-23,146.02
1925-09-24,143.98
1925-09-25,145.56
1925-09-28,144.15
1925-09-29,145.06
1925-09-30,143.46
1925-10-01,144.77
1925-10-02,146.13
1925-10-05,146.81
1925-10-06,145.11
1925-10-07,145.60
1925-10-08,146.75
1925-10-09,147.20
1925-10-13,147.40
1925-10-14,148.96
1925-10-15,149.18
1925-10-16,149.56
1925-10-19,148.53
1925-10-20,150.29
1925-10-21,151.61
1925-10-22,152.13
1925-10-23,153.29
1925-10-26,153.60
1925-10-27,152.92
1925-10-28,155.25
1925-10-29,154.88
1925-10-30,155.65
1925-11-02,157.88
1925-11-04,158.05
1925-11-05,157.67
1925-11-06,159.39
1925-11-09,157.43
1925-11-10,151.60
1925-11-11,154.18
1925-11-12,155.47
1925-11-13,157.76
1925-11-16,153.11
1925-11-17,153.48
1925-11-18,150.35
1925-11-19,152.27
1925-11-20,152.45
1925-11-23,148.60
1925-11-24,148.18
1925-11-25,151.04
1925-11-27,152.70
1925-11-30,151.08
1925-12-01,152.11
1925-12-02,152.88
1925-12-03,153.80
1925-12-04,154.60
1925-12-07,154.21
1925-12-08,153.84
1925-12-09,152.57
1925-12-10,153.71
1925-12-11,154.21
1925-12-14,154.70
1925-12-15,154.07
1925-12-16,152.88
1925-12-17,152.78
1925-12-18,152.67
1925-12-21,152.35
1925-12-22,153.91
1925-12-23,155.98
1925-12-24,157.01
1925-12-28,156.87
1925-12-29,155.83
1925-12-30,155.81
1925-12-31,156.66
1926-01-04,158.75
1926-01-05,157.60
1926-01-06,158.00
1926-01-07,158.93
1926-01-08,158.76
1926-01-11,157.58
1926-01-12,157.39
1926-01-13,158.31
1926-01-14,156.90
1926-01-15,155.10
1926-01-18,155.98
1926-01-19,153.81
1926-01-20,155.04
1926-01-21,153.20
1926-01-22,154.26
1926-01-25,155.28
1926-01-26,154.63
1926-01-27,156.46
1926-01-28,157.20
1926-01-29,157.35
1926-02-01,156.83
1926-02-02,157.95
1926-02-03,159.40
1926-02-04,160.53
1926-02-05,159.98
1926-02-08,159.10
1926-02-09,160.31
1926-02-10,161.58
1926-02-11,162.31
1926-02-15,158.30
1926-02-16,158.88
1926-02-17,160.05
1926-02-18,161.09
1926-02-19,160.92
1926-02-23,158.83
1926-02-24,158.55
1926-02-25,156.54
1926-02-26,154.68
1926-03-01,150.90
1926-03-02,147.06
1926-03-03,144.44
1926-03-04,150.76
1926-03-05,150.40
1926-03-08,150.10
1926-03-09,151.27
1926-03-10,153.13
1926-03-11,153.00
1926-03-12,153.03
1926-03-15,150.65
1926-03-16,149.88
1926-03-17,149.28
1926-03-18,146.32
1926-03-19,145.11
1926-03-22,146.32
1926-03-23,143.86
1926-03-24,140.31
1926-03-25,140.81
1926-03-26,141.76
1926-03-29,135.49
1926-03-30,135.20
1926-03-31,140.46
1926-04-01,140.35
1926-04-05,141.08
1926-04-06,142.43
1926-04-07,141.97
1926-04-08,140.67
1926-04-09,140.95
1926-04-12,136.53
1926-04-13,138.90
1926-04-14,136.36
1926-04-15,137.08
1926-04-16,136.27
1926-04-19,136.91
1926-04-20,137.47
1926-04-21,139.91
1926-04-22,141.11
1926-04-23,142.55
1926-04-26,142.93
1926-04-27,143.15
1926-04-28,144.55
1926-04-29,144.43
1926-04-30,143.71
1926-05-03,140.53
1926-05-04,141.38
1926-05-05,141.49
1926-05-06,142.13
1926-05-07,140.10
1926-05-10,138.87
1926-05-11,139.05
1926-05-12,139.78
1926-05-13,139.45
1926-05-14,138.84
1926-05-17,137.97
1926-05-18,137.53
1926-05-19,137.16
1926-05-20,138.66
1926-05-21,140.27
1926-05-24,141.16
1926-05-25,141.20
1926-05-26,141.64
1926-05-27,142.43
1926-05-28,143.43
1926-06-01,142.30
1926-06-02,143.55
1926-06-03,145.03
1926-06-04,145.28
1926-06-07,145.56
1926-06-08,145.40
1926-06-09,145.56
1926-06-10,145.95
1926-06-11,147.21
1926-06-14,150.13
1926-06-15,149.37
1926-06-16,151.31
1926-06-17,153.44
1926-06-18,151.92
1926-06-21,154.03
1926-06-22,153.54
1926-06-23,151.45
1926-06-24,151.87
1926-06-25,150.80
1926-06-28,151.08
1926-06-29,152.61
1926-06-30,153.04
1926-07-01,153.01
1926-07-02,154.15
1926-07-06,154.37
1926-07-07,155.05
1926-07-08,155.66
1926-07-09,153.74
1926-07-12,155.58
1926-07-13,156.83
1926-07-14,157.12
1926-07-15,155.84
1926-07-16,157.81
1926-07-19,158.94
1926-07-20,157.63
1926-07-21,156.41
1926-07-22,155.58
1926-07-23,155.43
1926-07-26,155.71
1926-07-27,156.73
1926-07-28,159.33
1926-07-29,160.58
1926-07-30,160.18
1926-08-02,161.84
1926-08-03,163.40
1926-08-04,163.23
1926-08-05,163.34
1926-08-06,164.16
1926-08-09,166.14
1926-08-10,162.89
1926-08-11,161.68
1926-08-12,163.28
1926-08-13,164.85
1926-08-16,166.10
1926-08-17,164.14
1926-08-18,164.41
1926-08-19,162.43
1926-08-20,162.06
1926-08-23,163.41
1926-08-24,161.46
1926-08-25,160.41
1926-08-26,161.18
1926-08-27,161.36
1926-08-30,161.83
1926-08-31,162.51
1926-09-01,163.93
1926-09-02,163.23
1926-09-03,163.75
1926-09-07,166.10
1926-09-08,165.05
1926-09-09,164.94
1926-09-10,163.35
1926-09-13,158.97
1926-09-14,160.57
1926-09-15,159.35
1926-09-16,158.71
1926-09-17,156.74
1926-09-20,156.26
1926-09-21,157.56
1926-09-22,156.65
1926-09-23,156.96
1926-09-24,158.65
1926-09-27,158.42
1926-09-28,158.01
1926-09-29,157.71
1926-09-30,158.19
1926-10-01,159.69
1926-10-04,156.78
1926-10-05,154.86
1926-10-06,153.99
1926-10-07,152.50
1926-10-08,153.39
1926-10-11,149.35
1926-10-13,150.78
1926-10-14,152.10
1926-10-15,147.95
1926-10-18,148.20
1926-10-19,145.66
1926-10-20,146.73
1926-10-21,149.38
1926-10-22,148.51
1926-10-25,148.78
1926-10-26,149.35
1926-10-27,151.87
1926-10-28,151.45
1926-10-29,150.76
1926-11-01,150.51
1926-11-03,151.23
1926-11-04,152.76
1926-11-05,152.88
1926-11-08,154.78
1926-11-09,154.82
1926-11-10,153.41
1926-11-11,154.66
1926-11-12,155.00
1926-11-15,155.00
1926-11-16,156.53
1926-11-17,155.15
1926-11-18,154.51
1926-11-19,152.86
1926-11-22,155.01
1926-11-23,155.83
1926-11-24,155.73
1926-11-26,157.37
1926-11-29,155.93
1926-11-30,156.55
1926-12-01,157.31
1926-12-02,158.00
1926-12-03,158.50
1926-12-06,159.30
1926-12-07,158.86
1926-12-08,158.35
1926-12-09,158.94
1926-12-10,159.61
1926-12-13,160.01
1926-12-14,160.65
1926-12-15,160.63
1926-12-16,159.32
1926-12-17,160.66
1926-12-20,160.75
1926-12-21,160.46
1926-12-22,160.29
1926-12-23,160.22
1926-12-24,160.46
1926-12-27,159.32
1926-12-28,157.19
1926-12-29,157.50
1926-12-30,156.65
1926-12-31,157.20
1927-01-03,155.16
1927-01-04,155.53
1927-01-05,155.54
1927-01-06,155.16
1927-01-07,155.53
1927-01-10,156.56
1927-01-11,155.68
1927-01-12,155.50
1927-01-13,155.45
1927-01-14,154.91
1927-01-17,153.91
1927-01-18,154.11
1927-01-19,155.53
1927-01-20,155.16
1927-01-21,155.51
1927-01-24,154.43
1927-01-25,152.73
1927-01-26,153.36
1927-01-27,153.13
1927-01-28,153.86
1927-01-31,156.41
1927-02-01,156.26
1927-02-02,154.80
1927-02-03,154.94
1927-02-04,154.51
1927-02-07,154.31
1927-02-08,154.86
1927-02-09,155.29
1927-02-10,155.53
1927-02-11,156.05
1927-02-14,157.56
1927-02-15,157.61
1927-02-16,157.41
1927-02-17,157.97
1927-02-18,158.56
1927-02-21,158.80
1927-02-23,160.43
1927-02-24,160.11
1927-02-25,160.68
1927-02-28,161.96
1927-03-01,161.42
1927-03-02,159.07
1927-03-03,160.89
1927-03-04,159.68
1927-03-07,158.62
1927-03-08,158.84
1927-03-09,159.86
1927-03-10,160.87
1927-03-11,160.18
1927-03-14,161.43
1927-03-15,160.03
1927-03-16,161.61
1927-03-17,161.78
1927-03-18,160.68
1927-03-21,160.81
1927-03-22,158.41
1927-03-23,158.85
1927-03-24,160.30
1927-03-25,160.21
1927-03-28,161.01
1927-03-29,160.62
1927-03-30,159.66
1927-03-31,160.08
1927-04-01,160.71
1927-04-04,161.70
1927-04-05,162.68
1927-04-06,162.69
1927-04-07,162.50
1927-04-08,162.52
1927-04-11,163.61
1927-04-12,163.38
1927-04-13,164.17
1927-04-14,164.78
1927-04-18,165.48
1927-04-19,165.93
1927-04-20,166.10
1927-04-21,166.66
1927-04-22,167.36
1927-04-25,163.73
1927-04-26,165.12
1927-04-27,165.23
1927-04-28,163.53
1927-04-29,164.64
1927-05-02,164.55
1927-05-03,165.85
1927-05-04,168.05
1927-05-05,167.75
1927-05-06,167.85
1927-05-09,168.15
1927-05-10,168.25
1927-05-11,167.58
1927-05-12,167.06
1927-05-13,168.15
1927-05-16,166.68
1927-05-17,168.09
1927-05-18,168.98
1927-05-19,170.29
1927-05-20,171.75
1927-05-23,171.67
1927-05-24,171.06
1927-05-25,171.51
1927-05-26,171.31
1927-05-27,172.15
1927-05-31,172.96
1927-06-01,171.98
1927-06-02,171.88
1927-06-03,169.65
1927-06-06,171.13
1927-06-07,170.18
1927-06-08,170.22
1927-06-09,170.85
1927-06-10,170.21
1927-06-14,167.63
1927-06-15,168.78
1927-06-16,170.26
1927-06-17,170.15
1927-06-20,169.50
1927-06-21,169.87
1927-06-22,169.50
1927-06-23,167.82
1927-06-24,168.04
1927-06-27,165.73
1927-06-28,166.40
1927-06-29,166.53
1927-06-30,166.23
1927-07-01,168.06
1927-07-05,170.95
1927-07-06,172.27
1927-07-07,171.96
1927-07-08,171.50
1927-07-11,172.65
1927-07-12,173.11
1927-07-13,173.19
1927-07-14,174.38
1927-07-15,174.87
1927-07-18,175.40
1927-07-19,177.02
1927-07-20,177.83
1927-07-21,177.75
1927-07-22,177.83
1927-07-25,179.28
1927-07-26,179.72
1927-07-27,180.09
1927-07-28,180.73
1927-07-29,181.40
1927-08-01,184.21
1927-08-02,185.55
1927-08-03,183.56
1927-08-04,184.64
1927-08-05,182.87
1927-08-08,180.27
1927-08-09,182.05
1927-08-10,182.20
1927-08-11,180.00
1927-08-12,177.13
1927-08-15,181.93
1927-08-16,183.36
1927-08-17,184.30
1927-08-18,184.15
1927-08-19,185.10
1927-08-22,187.32
1927-08-23,187.49
1927-08-24,188.07
1927-08-25,187.50
1927-08-26,188.81
1927-08-29,190.00
1927-08-30,190.63
1927-08-31,189.79
1927-09-01,191.56
1927-09-02,192.83
1927-09-06,196.91
1927-09-07,197.75
1927-09-08,196.92
1927-09-09,194.60
1927-09-12,194.00
1927-09-13,196.81
1927-09-14,198.00
1927-09-15,198.97
1927-09-16,198.85
1927-09-19,196.38
1927-09-20,196.97
1927-09-21,196.26
1927-09-22,194.65
1927-09-23,195.42
1927-09-26,194.64
1927-09-27,195.38
1927-09-28,194.11
1927-09-29,194.80
1927-09-30,197.59
1927-10-03,199.78
1927-10-04,198.88
1927-10-05,199.22
1927-10-06,199.22
1927-10-07,197.50
1927-10-10,189.03
1927-10-11,189.29
1927-10-13,190.45
1927-10-14,190.02
1927-10-17,186.81
1927-10-18,187.32
1927-10-19,184.48
1927-10-20,183.00
1927-10-21,181.43
1927-10-24,181.43
1927-10-25,185.31
1927-10-26,184.78
1927-10-27,183.96
1927-10-28,181.68
1927-10-31,181.73
1927-11-01,181.65
1927-11-02,184.61
1927-11-03,186.50
1927-11-04,187.49
1927-11-07,190.57
1927-11-09,189.31
1927-11-10,190.70
1927-11-11,193.34
1927-11-14,195.91
1927-11-15,195.37
1927-11-16,194.53
1927-11-17,195.47
1927-11-18,196.68
1927-11-21,194.90
1927-11-22,196.20
1927-11-23,197.10
1927-11-25,196.88
1927-11-28,194.80
1927-11-29,196.95
1927-11-30,198.21
1927-12-01,196.58
1927-12-02,196.75
1927-12-05,196.96
1927-12-06,196.44
1927-12-07,195.43
1927-12-08,193.58
1927-12-09,196.19
1927-12-12,197.35
1927-12-13,198.05
1927-12-14,196.74
1927-12-15,197.09
1927-12-16,198.93
1927-12-19,200.93
1927-12-20,200.93
1927-12-21,200.63
1927-12-22,200.62
1927-12-23,200.81
1927-12-27,200.32
1927-12-28,198.60
1927-12-29,199.96
1927-12-30,200.70
1928-01-03,203.35
1928-01-04,202.24
1928-01-05,199.61
1928-01-06,201.45
1928-01-09,199.63
1928-01-10,197.52
1928-01-11,197.43
1928-01-12,198.35
1928-01-13,199.51
1928-01-16,195.41
1928-01-17,195.35
1928-01-18,194.50
1928-01-19,196.24
1928-01-20,198.06
1928-01-23,199.72
1928-01-24,201.01
1928-01-25,198.58
1928-01-26,199.60
1928-01-27,200.31
1928-01-30,197.57
1928-01-31,198.59
1928-02-01,197.98
1928-02-02,199.20
1928-02-03,196.30
1928-02-06,196.63
1928-02-07,196.85
1928-02-08,197.86
1928-02-09,199.35
1928-02-10,199.02
1928-02-14,197.93
1928-02-15,197.59
1928-02-16,196.30
1928-02-17,192.48
1928-02-20,191.33
1928-02-21,192.81
1928-02-23,193.09
1928-02-24,193.15
1928-02-27,192.12
1928-02-28,193.94
1928-02-29,194.78
1928-03-01,194.81
1928-03-02,194.53
1928-03-05,197.80
1928-03-06,199.51
1928-03-07,197.48
1928-03-08,198.26
1928-03-09,201.32
1928-03-12,203.33
1928-03-13,202.31
1928-03-14,201.04
1928-03-15,202.91
1928-03-16,204.70
1928-03-19,203.66
1928-03-20,205.23
1928-03-21,206.78
1928-03-22,206.67
1928-03-23,208.56
1928-03-26,210.36
1928-03-27,210.38
1928-03-28,210.03
1928-03-29,210.76
1928-03-30,214.45
1928-04-02,209.33
1928-04-03,209.95
1928-04-04,209.82
1928-04-05,212.12
1928-04-09,211.53
1928-04-10,209.23
1928-04-11,212.46
1928-04-12,212.13
1928-04-13,216.93
1928-04-16,215.79
1928-04-17,213.02
1928-04-18,213.36
1928-04-19,214.07
1928-04-20,210.90
1928-04-23,207.94
1928-04-24,208.85
1928-04-25,208.96
1928-04-26,210.18
1928-04-27,212.25
1928-04-30,211.63
1928-05-01,213.48
1928-05-02,213.88
1928-05-03,214.62
1928-05-04,217.66
1928-05-07,219.51
1928-05-08,220.09
1928-05-09,218.71
1928-05-10,218.43
1928-05-11,220.74
1928-05-14,220.88
1928-05-15,219.52
1928-05-16,216.65
1928-05-17,218.76
1928-05-18,217.64
1928-05-21,214.33
1928-05-22,211.73
1928-05-23,215.45
1928-05-24,217.53
1928-05-25,217.74
1928-05-28,214.05
1928-05-29,217.28
1928-05-31,219.81
1928-06-01,220.27
1928-06-04,216.62
1928-06-05,217.80
1928-06-06,215.51
1928-06-07,215.08
1928-06-08,211.51
1928-06-11,205.74
1928-06-12,202.65
1928-06-13,209.01
1928-06-14,210.76
1928-06-15,205.96
1928-06-18,201.96
1928-06-19,202.01
1928-06-20,204.49
1928-06-21,204.15
1928-06-22,204.25
1928-06-25,203.95
1928-06-26,206.08
1928-06-27,208.42
1928-06-28,209.63
1928-06-29,210.37
1928-07-02,208.21
1928-07-03,211.90
1928-07-05,214.43
1928-07-06,212.49
1928-07-09,213.86
1928-07-10,212.71
1928-07-11,206.43
1928-07-12,206.71
1928-07-13,207.83
1928-07-16,205.10
1928-07-17,206.42
1928-07-18,209.30
1928-07-19,208.73
1928-07-20,209.95
1928-07-23,210.84
1928-07-24,212.00
1928-07-25,213.04
1928-07-26,212.65
1928-07-27,215.66
1928-07-30,216.62
1928-07-31,216.00
1928-08-01,216.78
1928-08-02,214.90
1928-08-03,216.15
1928-08-06,218.04
1928-08-07,218.06
1928-08-08,215.19
1928-08-09,215.10
1928-08-10,214.91
1928-08-13,215.53
1928-08-14,214.08
1928-08-15,219.40
1928-08-16,221.34
1928-08-17,222.41
1928-08-20,225.77
1928-08-21,228.79
1928-08-22,229.71
1928-08-23,229.24
1928-08-24,233.68
1928-08-27,234.83
1928-08-28,236.55
1928-08-29,238.28
1928-08-30,238.85
1928-08-31,240.41
1928-09-04,240.25
1928-09-05,240.02
1928-09-06,239.06
1928-09-07,241.72
1928-09-10,238.82
1928-09-11,241.05
1928-09-12,241.48
1928-09-13,240.20
1928-09-14,239.62
1928-09-17,241.25
1928-09-18,240.11
1928-09-19,239.61
1928-09-20,239.08
1928-09-21,239.37
1928-09-24,240.13
1928-09-25,240.41
1928-09-26,239.40
1928-09-27,236.86
1928-09-28,237.38
1928-10-01,240.01
1928-10-02,238.14
1928-10-03,237.75
1928-10-04,240.00
1928-10-05,240.44
1928-10-08,239.55
1928-10-09,241.73
1928-10-10,246.53
1928-10-11,247.69
1928-10-15,249.85
1928-10-16,249.43
1928-10-17,250.87
1928-10-18,251.88
1928-10-19,256.59
1928-10-22,253.60
1928-10-23,256.04
1928-10-24,257.03
1928-10-25,256.48
1928-10-26,251.44
1928-10-29,257.13
1928-10-30,253.70
1928-10-31,252.16
1928-11-01,255.23
1928-11-02,254.38
1928-11-05,257.58
1928-11-07,260.68
1928-11-08,261.11
1928-11-09,263.05
1928-11-12,269.67
1928-11-13,269.89
1928-11-14,268.60
1928-11-15,269.42
1928-11-16,276.66
1928-11-19,278.78
1928-11-20,283.90
1928-11-21,280.53
1928-11-22,290.34
1928-11-23,288.22
1928-11-26,291.16
1928-11-27,292.39
1928-11-28,295.62
1928-11-30,293.38
1928-12-03,289.23
1928-12-04,291.30
1928-12-05,290.68
1928-12-06,279.79
1928-12-07,271.05
1928-12-10,263.95
1928-12-11,269.34
1928-12-12,266.82
1928-12-13,266.88
1928-12-14,272.26
1928-12-17,270.23
1928-12-18,275.42
1928-12-19,280.50
1928-12-20,282.01
1928-12-21,286.53
1928-12-24,287.89
1928-12-26,286.13
1928-12-27,290.95
1928-12-28,296.52
1928-12-31,300.00
1929-01-02,307.01
1929-01-03,305.72
1929-01-04,304.75
1929-01-07,297.70
1929-01-08,296.98
1929-01-09,300.83
1929-01-10,301.58
1929-01-11,301.66
1929-01-14,304.06
1929-01-15,297.66
1929-01-16,302.66
1929-01-17,303.95
1929-01-18,304.14
1929-01-21,304.64
1929-01-22,307.06
1929-01-23,310.33
1929-01-24,309.39
1929-01-25,315.13
1929-01-28,314.04
1929-01-29,312.60
1929-01-30,312.60
1929-01-31,317.51
1929-02-01,319.68
1929-02-04,319.05
1929-02-05,322.06
1929-02-06,317.18
1929-02-07,305.75
1929-02-08,301.53
1929-02-11,310.35
1929-02-13,308.07
1929-02-14,306.49
1929-02-15,300.41
1929-02-18,300.74
1929-02-19,301.10
1929-02-20,305.99
1929-02-21,310.06
1929-02-25,311.24
1929-02-26,311.25
1929-02-27,314.53
1929-02-28,317.41
1929-03-01,321.18
1929-03-04,313.86
1929-03-05,310.20
1929-03-06,305.20
1929-03-07,308.99
1929-03-08,311.59
1929-03-11,305.75
1929-03-12,306.14
1929-03-13,310.29
1929-03-14,316.26
1929-03-15,319.70
1929-03-18,317.59
1929-03-19,317.53
1929-03-20,316.44
1929-03-21,314.63
1929-03-22,310.26
1929-03-25,297.50
1929-03-26,296.51
1929-03-27,303.22
1929-03-28,308.85
1929-04-01,300.40
1929-04-02,303.49
1929-04-03,300.35
1929-04-04,305.37
1929-04-05,303.04
1929-04-08,301.49
1929-04-09,299.13
1929-04-10,300.67
1929-04-11,304.09
1929-04-12,305.43
1929-04-15,302.43
1929-04-16,304.19
1929-04-17,309.91
1929-04-18,311.87
1929-04-19,310.58
1929-04-22,315.33
1929-04-23,316.62
