date,bank,value
2019-02-01,Credit Suisse,12.01
2019-02-04,Credit Suisse,11.98
2019-02-05,Credit Suisse,12.14
2019-02-06,Credit Suisse,12.12
2019-02-07,Credit Suisse,11.84
2019-02-08,Credit Suisse,11.70
2019-02-11,Credit Suisse,11.68
2019-02-12,Credit Suisse,11.88
2019-02-13,Credit Suisse,11.99
2019-02-14,Credit Suisse,11.56
2019-02-15,Credit Suisse,11.75
2019-02-19,Credit Suisse,11.90
2019-02-20,Credit Suisse,12.02
2019-02-21,Credit Suisse,11.89
2019-02-22,Credit Suisse,11.87
2019-02-25,Credit Suisse,12.08
2019-02-26,Credit Suisse,12.19
2019-02-27,Credit Suisse,12.33
2019-02-28,Credit Suisse,12.31
2019-03-01,Credit Suisse,12.36
2019-03-04,Credit Suisse,12.42
2019-03-05,Credit Suisse,12.23
2019-03-06,Credit Suisse,12.13
2019-03-07,Credit Suisse,11.84
2019-03-08,Credit Suisse,11.75
2019-03-11,Credit Suisse,11.93
2019-03-12,Credit Suisse,11.81
2019-03-13,Credit Suisse,11.98
2019-03-14,Credit Suisse,12.03
2019-03-15,Credit Suisse,12.06
2019-03-18,Credit Suisse,12.35
2019-03-19,Credit Suisse,12.36
2019-03-20,Credit Suisse,12.01
2019-03-21,Credit Suisse,11.91
2019-03-22,Credit Suisse,11.51
2019-03-25,Credit Suisse,11.39
2019-03-26,Credit Suisse,11.45
2019-03-27,Credit Suisse,11.48
2019-03-28,Credit Suisse,11.50
2019-03-29,Credit Suisse,11.65
2019-04-01,Credit Suisse,12.03
2019-04-02,Credit Suisse,12.06
2019-04-03,Credit Suisse,12.24
2019-04-04,Credit Suisse,12.32
2019-04-05,Credit Suisse,12.24
2019-04-08,Credit Suisse,12.24
2019-04-09,Credit Suisse,12.21
2019-04-10,Credit Suisse,12.21
2019-04-11,Credit Suisse,12.44
2019-04-12,Credit Suisse,12.84
2019-04-15,Credit Suisse,12.91
2019-04-16,Credit Suisse,13.26
2019-04-17,Credit Suisse,13.60
2019-04-18,Credit Suisse,13.44
2019-04-22,Credit Suisse,13.40
2019-04-23,Credit Suisse,13.26
2019-04-24,Credit Suisse,13.20
2019-04-25,Credit Suisse,13.31
2019-04-26,Credit Suisse,13.41
