date,value1,value2,value3
2009/10,53.4,11.2,0.112
2010/11,63,12.1,0.121
2011/12,63,11.6,0.116
2012/13,65,11.7,0.117
2013/14,65.6,11.5,0.115
2014/15,66.5,11,0.11
2015/16,71.4,11.5,0.115
2016/17,72.1,11,0.11
2017/18,75,10.9,0.109
2018/19,75.5,10.5,0.105
2019/20,75.6,10.1,0.101
