date,region,value
Oct-Dec 2019,UK,16.5
Jan-March 2022,UK,31.2
Oct-Dec 2019,England,17.1
Jan-March 2022,England,31.7
Oct-Dec 2019,Wales,15.3
Jan-March 2022,Wales,30.1
Oct-Dec 2019,Scotland,10.9
Jan-March 2022,Scotland,31
Oct-Dec 2019,Northern Ireland,12.7
Jan-March 2022,Northern Ireland,16.9
