date,value
2007-01-01,1064363.8
2007-04-01,1108071.1
2007-07-01,1137898.3
2007-10-01,1159862.0
2008-01-01,1177761.9
2008-04-01,1188616.6
2008-07-01,1196460.2
2008-10-01,1200716.2
2009-01-01,1198412.8
2009-04-01,1200934.0
2009-07-01,1203367.8
2009-10-01,1207300.8
2010-01-01,1206133.2
2010-04-01,1208954.1
2010-07-01,1213372.9
2010-10-01,1213054.2
2011-01-01,1212437.4
2011-04-01,1214655.1
2011-07-01,1217622.2
2011-10-01,1218462.9
2012-01-01,1221480.5
2012-04-01,1223477.1
2012-07-01,1227320.0
2012-10-01,1228898.7
2013-01-01,1228627.1
2013-04-01,1230403.3
2013-07-01,1234449.2
2013-10-01,1238923.3
2014-01-01,1243557.1
2014-04-01,1249870.2
2014-07-01,1256161.5
2014-10-01,1260123.3
2015-01-01,1261592.5
2015-04-01,1271957.4
2015-07-01,1281952.6
2015-10-01,1291408.8
2016-01-01,1304747.0
2016-04-01,1316335.3
2016-07-01,1330802.4
2016-10-01,1337867.9
2017-01-01,1352773.1
2017-04-01,1348201.9
2017-07-01,1368207.1
2017-10-01,1379177.8
2018-01-01,1403346.0
2018-04-01,1407436.6
2018-07-01,1420209.6
2018-10-01,1443817.9
2019-01-01,1451829.2
2019-04-01,1465597.8
2019-07-01,1484893.2
2019-10-01,1496908.5
2020-01-01,1507722.9
2020-04-01,1514824.1
2020-07-01,1526030.8
2020-10-01,1541435.1
2021-01-01,1561785.9
2021-04-01,1587621.0
2021-07-01,1601879.5
2021-10-01,1613445.0
