date,region,value
Oct-Dec 2019,UK,12.3
Jan-March 2022,UK,29.9
Oct-Dec 2019,England,12.9
Jan-March 2022,England,30.3
Oct-Dec 2019,Wales,9.3
Jan-March 2022,Wales,30.7
Oct-Dec 2019,Scotland,9.2
Jan-March 2022,Scotland,29.5
Oct-Dec 2019,Northern Ireland,7.6
Jan-March 2022,Northern Ireland,15.8
