Location,Date,New cases per million
United States,2020-12-21,657.229
United States,2020-12-22,652.072
United States,2020-12-23,644.744
United States,2020-12-24,624.927
United States,2020-12-25,558.331
United States,2020-12-26,573.535
United States,2020-12-27,559.784
United States,2020-12-28,549.239
United States,2020-12-29,549.946
United States,2020-12-30,551.351
United States,2020-12-31,568.941
United States,2021-01-01,592.943
United States,2021-01-02,624.639
United States,2021-01-03,647.456
United States,2021-01-04,651.606
United States,2021-01-05,666.559
United States,2021-01-06,676.011
United States,2021-01-07,694.493
United States,2021-01-08,754.786
United States,2021-01-09,738.253
United States,2021-01-10,740.292
United States,2021-01-11,753.314
United States,2021-01-12,750.169
